"partido_id";"partido_completo";"equipo_nombre";"tipo_equipo";"ball_possession";"expected_goals";"big_chances";"total_shots";"goalkeeper_saves";"corner_kicks";"fouls";"passes";"tackles";"free_kicks";"yellow_cards";"shots_on_target";"hit_woodwork";"shots_off_target";"blocked_shots";"shots_inside_box";"shots_outside_box";"big_chances_scored";"big_chances_missed";"through_balls";"touches_in_penalty_area";"fouled_in_final_third";"offsides";"accurate_passes";"throw-ins";"final_third_entries";"final_third_phase";"long_balls";"crosses";"duels";"dispossessed";"ground_duels";"aerial_duels";"dribbles";"tackles_won";"total_tackles";"interceptions";"recoveries";"clearances";"errors_lead_to_a_goal";"total_saves";"big_saves";"high_claims";"punches";"goal_kicks";"red_cards";"errors_lead_to_a_shot";"penalty_saves";"goals_prevented";"goles"
13233465;"Iceland vs Azerbaijan";"Iceland";"home";71;3,06;5;14;0;3;12;687;5;12;1;7;0;6;1;10;4;3;2;1;33;3;0;608;16;94;186;34;6;48;4;22;13;6;80;5;5;46;9;0;0;0;0;0;2;NA;NA;NA;NA;5
13233465;"Iceland vs Azerbaijan";"Azerbaijan";"away";29;0,48;0;2;4;2;12;281;12;12;2;0;0;2;0;2;0;0;0;0;6;0;3;197;13;31;19;15;2;52;1;28;10;4;58;12;11;30;35;1;4;3;1;1;16;NA;NA;NA;NA;0
13233582;"France vs Iceland";"France";"home";63;3,77;7;20;1;3;12;623;14;12;3;8;1;8;4;13;7;2;5;3;47;3;3;560;19;82;241;24;4;47;8;37;7;10;64;14;3;45;7;1;1;NA;0;1;5;1;0;NA;NA;2
13233582;"France vs Iceland";"Iceland";"away";37;0,8;1;7;6;2;13;366;22;12;2;2;0;4;1;3;4;1;0;0;8;3;1;300;6;50;61;22;2;53;10;35;14;2;50;22;6;40;34;0;6;NA;2;1;9;0;1;NA;NA;1
13233601;"Iceland vs Ukraine";"Iceland";"home";65;1,11;1;9;1;4;11;649;8;13;1;5;1;3;1;7;2;1;NA;1;21;2;1;555;18;69;85;21;4;48;5;29;16;8;63;8;17;51;24;1;1;0;0;0;2;NA;NA;NA;NA;3
13233601;"Iceland vs Ukraine";"Ukraine";"away";35;0,78;2;8;1;2;13;343;11;11;4;7;0;1;0;5;3;2;NA;1;13;0;3;252;19;42;48;17;4;52;1;31;17;9;45;11;9;44;29;0;1;1;1;1;8;NA;NA;NA;NA;5
13233635;"Iceland vs France";"Iceland";"home";30;0,82;3;4;6;0;16;317;13;12;1;2;0;1;1;4;0;2;1;NA;8;1;1;247;14;39;30;17;1;49;4;27;14;2;38;13;10;37;49;NA;6;1;2;NA;7;NA;NA;NA;NA;2
13233635;"Iceland vs France";"France";"away";70;2,5;5;20;0;9;12;717;6;16;1;9;0;8;3;13;7;1;4;NA;33;4;1;654;23;93;218;27;7;51;7;28;14;6;100;6;9;38;13;NA;0;0;0;NA;4;NA;NA;NA;NA;2
13233648;"Azerbaijan vs Iceland";"Azerbaijan";"home";38;0,5;1;7;4;8;17;339;20;9;4;1;0;5;1;3;4;0;1;0;19;0;3;269;8;32;50;21;3;45;7;36;11;8;35;20;6;47;21;NA;4;0;0;2;9;NA;1;NA;NA;0
13233648;"Azerbaijan vs Iceland";"Iceland";"away";62;1,97;2;17;1;4;9;565;13;17;2;6;1;7;4;10;7;1;1;2;22;3;1;500;20;59;100;16;5;55;8;39;18;10;46;13;7;41;27;NA;1;1;2;0;8;NA;2;NA;NA;2
13233675;"Ukraine vs Iceland";"Ukraine";"home";52;1,65;3;13;3;3;12;432;17;6;2;6;1;7;0;8;5;1;2;NA;26;1;2;350;28;82;105;27;3;46;5;25;14;2;59;17;9;51;32;0;3;1;0;0;1;NA;NA;NA;NA;2
13233675;"Ukraine vs Iceland";"Iceland";"away";48;0,58;1;10;4;10;6;397;13;12;1;2;0;3;5;6;4;0;1;NA;14;1;2;313;10;41;67;26;7;54;6;28;17;4;69;13;10;42;43;1;4;1;1;2;9;NA;NA;NA;NA;0
15362811;"Mexico vs Iceland";"Mexico";"home";57;2,44;10;24;2;8;7;562;10;10;1;11;0;7;6;16;8;3;7;NA;44;2;5;490;20;56;141;25;9;58;3;25;14;6;80;10;9;39;9;0;2;0;NA;NA;3;NA;2;NA;NA;4
15362811;"Mexico vs Iceland";"Iceland";"away";43;0,4;2;4;7;2;10;425;4;7;1;2;0;1;1;4;0;0;2;NA;6;0;0;363;15;30;27;25;2;42;9;15;13;4;75;4;7;34;34;1;7;1;NA;NA;8;NA;0;NA;NA;0
15437153;"Canada vs Iceland";"Canada";"home";56;2,33;3;15;1;8;12;429;14;15;0;5;0;6;4;9;6;2;1;NA;29;6;0;328;26;68;124;23;5;48;7;41;7;10;64;14;8;53;20;1;1;1;0;NA;2;1;NA;NA;NA;2
15437153;"Canada vs Iceland";"Iceland";"away";44;0,47;1;4;3;1;17;338;20;12;2;3;0;1;0;3;1;1;0;NA;6;0;5;240;13;39;19;30;0;52;6;36;17;4;65;20;12;50;27;0;3;0;1;NA;12;0;NA;NA;NA;2
15691369;"Haiti vs Iceland";"Haiti";"home";42;NA;2;11;0;1;15;396;8;12;2;3;0;6;2;7;4;1;1;NA;13;1;2;336;20;48;56;43;3;51;5;28;10;8;63;8;6;37;11;NA;0;NA;NA;NA;4;NA;1;NA;NA;1
15691369;"Haiti vs Iceland";"Iceland";"away";58;NA;2;4;2;0;12;545;13;15;0;1;0;3;0;2;2;1;1;NA;7;1;5;493;9;54;65;39;3;49;4;29;8;3;77;13;8;40;17;NA;2;NA;NA;NA;6;NA;1;NA;NA;1
13856225;"Venezuela vs Bolivia";"Venezuela";"home";41;NA;2;10;2;5;12;291;21;18;1;5;0;5;0;8;2;1;1;NA;14;0;3;233;19;35;42;19;5;55;10;45;15;7;81;21;12;38;18;0;2;0;NA;NA;9;NA;NA;NA;NA;2
13856225;"Venezuela vs Bolivia";"Bolivia";"away";59;NA;0;9;4;2;18;425;18;12;2;2;0;5;2;4;5;0;0;NA;10;4;1;361;28;53;92;21;3;45;10;37;13;7;67;18;6;49;16;1;4;1;NA;NA;5;NA;NA;NA;NA;0
13856227;"Bolivia vs Chile";"Bolivia";"home";47;NA;3;17;2;6;7;329;12;13;1;7;1;3;7;8;9;2;1;NA;13;3;2;287;12;30;58;20;3;55;6;35;3;11;50;12;4;31;11;0;2;0;1;0;12;1;0;NA;NA;2
13856227;"Bolivia vs Chile";"Chile";"away";53;NA;0;12;5;6;13;375;13;7;3;2;0;4;6;0;12;0;0;NA;11;2;1;323;16;44;76;18;3;45;7;25;6;6;46;13;3;32;11;1;5;2;0;1;3;1;2;NA;NA;0
14169217;"Colombia vs Bolivia";"Colombia";"home";64;NA;3;12;3;4;10;493;16;7;1;8;0;4;0;9;3;1;2;NA;25;3;1;437;19;61;107;46;8;54;6;32;6;9;75;16;7;41;12;NA;3;1;0;NA;6;NA;NA;NA;NA;3
14169217;"Colombia vs Bolivia";"Bolivia";"away";36;NA;2;9;5;2;7;275;12;10;1;3;0;3;3;2;7;0;2;NA;6;1;3;228;17;29;48;19;2;46;10;27;5;6;50;12;9;41;24;NA;5;1;1;NA;6;NA;NA;NA;NA;0
14169220;"Bolivia vs Brazil";"Bolivia";"home";42;NA;2;23;3;5;18;308;11;8;0;10;0;8;5;6;17;1;1;NA;18;3;2;272;19;49;101;15;4;48;9;34;7;14;36;11;9;42;15;NA;3;0;NA;0;4;NA;0;NA;NA;1
14169220;"Bolivia vs Brazil";"Brazil";"away";58;NA;0;10;9;4;9;430;17;18;2;3;0;1;6;4;6;0;0;NA;14;4;0;383;10;33;61;17;3;52;4;39;5;4;41;17;10;39;13;NA;9;1;NA;1;8;NA;1;NA;NA;0
14391166;"Russia vs Bolivia";"Russia";"home";45;2,27;7;15;4;1;NA;404;21;10;1;8;0;5;2;11;4;3;4;1;27;3;3;328;17;43;70;27;1;49;12;35;7;4;71;21;10;58;18;NA;4;NA;2;NA;7;NA;NA;NA;NA;3
14391166;"Russia vs Bolivia";"Bolivia";"away";55;1,16;1;18;4;5;NA;490;19;16;0;4;0;8;6;10;8;0;1;0;17;2;2;410;19;55;90;31;6;51;15;39;5;5;79;19;5;52;6;NA;4;NA;0;NA;6;NA;NA;NA;NA;0
14990872;"South Korea vs Bolivia";"South Korea";"home";59;2,02;3;12;4;8;NA;441;19;17;2;5;0;2;5;8;4;1;2;1;22;3;5;357;17;44;85;22;2;53;1;39;7;4;89;19;6;43;11;0;4;NA;1;0;3;NA;NA;NA;NA;2
14990872;"South Korea vs Bolivia";"Bolivia";"away";41;0,43;0;6;3;5;NA;314;13;18;2;4;0;1;1;3;3;0;0;0;8;1;3;245;21;26;38;12;0;47;7;38;3;8;62;13;5;44;17;1;3;NA;0;3;2;NA;NA;NA;NA;0
14994225;"Japan vs Bolivia";"Japan";"home";51;NA;4;10;0;2;21;428;21;13;2;6;2;4;0;9;1;1;3;1;20;2;1;359;20;37;52;31;5;50;4;37;14;4;67;21;11;37;15;NA;0;0;0;1;10;NA;2;NA;NA;3
14994225;"Japan vs Bolivia";"Bolivia";"away";49;NA;0;13;3;4;13;407;12;21;1;0;0;7;6;4;9;0;0;0;6;3;1;348;10;43;42;26;1;50;14;46;5;14;67;12;13;46;13;NA;3;1;1;0;7;NA;0;NA;NA;0
15248874;"Peru vs Bolivia";"Peru";"home";55;NA;1;5;0;2;NA;344;19;28;1;4;0;1;0;3;2;1;NA;NA;10;5;3;270;30;49;42;25;2;55;13;51;7;5;84;19;11;36;34;0;0;NA;1;0;4;NA;NA;NA;NA;2
15248874;"Peru vs Bolivia";"Bolivia";"away";45;NA;0;5;2;1;NA;275;18;14;3;0;0;2;3;2;3;0;NA;NA;8;2;1;203;27;31;32;19;3;45;12;38;10;6;67;18;6;39;24;1;2;NA;1;1;6;NA;NA;NA;NA;0
15362810;"Bolivia vs Mexico";"Bolivia";"home";47;0,65;0;13;1;4;11;349;15;12;1;4;1;5;4;8;5;0;0;NA;9;2;0;293;27;39;37;25;4;45;11;33;2;6;93;15;4;46;16;NA;1;NA;0;1;3;1;NA;NA;NA;0
15362810;"Bolivia vs Mexico";"Mexico";"away";53;0,72;2;3;4;4;12;387;19;11;5;2;0;1;1;2;1;1;1;NA;5;1;2;327;14;38;30;30;5;55;15;31;12;1;89;19;5;31;10;NA;4;NA;1;0;10;0;NA;NA;NA;1
15126892;"Bolivia vs Suriname";"Bolivia";"home";63;NA;3;18;3;5;13;482;10;16;3;6;0;4;8;10;8;1;2;NA;22;1;1;426;20;52;106;22;3;52;9;33;13;7;60;10;7;32;32;NA;3;1;0;1;9;NA;NA;NA;NA;2
15126892;"Bolivia vs Suriname";"Suriname";"away";37;NA;3;14;4;5;17;269;12;13;4;4;0;7;3;11;3;1;2;NA;27;3;0;193;17;52;66;17;1;48;8;33;9;9;83;12;8;37;16;NA;4;1;2;0;8;NA;NA;NA;NA;1
15122651;"Iraq vs Bolivia";"Iraq";"home";32;NA;2;6;5;2;20;216;17;12;3;3;1;2;1;4;2;2;0;NA;7;3;NA;163;13;35;33;21;2;52;6;29;19;2;71;17;8;36;47;NA;5;1;1;1;8;NA;NA;NA;NA;2
15122651;"Iraq vs Bolivia";"Bolivia";"away";68;NA;2;15;1;16;12;433;10;20;2;6;0;4;5;4;11;1;1;NA;26;8;NA;376;21;66;111;21;2;48;10;37;8;8;50;10;3;38;7;NA;1;1;0;1;5;NA;NA;NA;NA;1
12183506;"Cameroon vs Eswatini";"Cameroon";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
12183506;"Cameroon vs Eswatini";"Eswatini";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183498;"Cabo Verde vs Cameroon";"Cabo Verde";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183498;"Cabo Verde vs Cameroon";"Cameroon";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183416;"Mauritius vs Cameroon";"Mauritius";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183416;"Mauritius vs Cameroon";"Cameroon";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183393;"Cameroon vs Angola";"Cameroon";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183393;"Cameroon vs Angola";"Angola";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
14935677;"Cameroon vs DR Congo";"Cameroon";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
14935677;"Cameroon vs DR Congo";"DR Congo";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
13424944;"Cameroon vs Gabon";"Cameroon";"home";43;NA;3;13;2;9;16;317;20;9;2;3;1;6;4;10;3;1;2;2;24;3;0;234;24;43;47;25;5;38;12;34;14;5;70;20;5;53;29;0;2;0;2;1;11;NA;1;NA;NA;1
13424944;"Cameroon vs Gabon";"Gabon";"away";57;NA;1;12;2;5;9;424;29;16;1;2;0;7;3;6;6;0;1;1;16;1;2;350;22;52;63;23;4;62;9;53;25;11;52;29;10;54;38;1;2;1;1;0;8;NA;0;NA;NA;0
13424956;"Côte d'Ivoire vs Cameroon";"Côte d'Ivoire";"home";51;NA;2;13;2;7;18;339;7;15;2;2;1;6;5;8;5;NA;2;1;22;1;NA;281;15;30;65;18;7;50;6;27;15;7;43;7;4;42;30;NA;2;NA;1;0;8;NA;1;NA;NA;1
13424956;"Côte d'Ivoire vs Cameroon";"Cameroon";"away";49;NA;1;12;1;3;15;338;12;18;2;2;2;7;3;5;7;NA;1;0;18;2;NA;277;17;43;44;14;3;50;4;31;11;2;50;12;8;28;22;NA;1;NA;1;3;10;NA;0;NA;NA;1
13424970;"Mozambique vs Cameroon";"Mozambique";"home";52;NA;2;10;4;2;7;379;23;20;0;2;0;5;3;4;6;NA;2;2;8;1;1;302;22;44;29;27;2;59;10;49;17;9;65;23;9;48;23;1;4;2;NA;1;7;NA;2;NA;NA;1
13424970;"Mozambique vs Cameroon";"Cameroon";"away";48;NA;4;19;1;8;20;337;23;7;3;6;2;7;6;15;4;NA;4;1;29;2;2;268;17;51;52;22;7;41;11;31;15;1;70;23;9;47;20;0;1;0;NA;0;2;NA;0;NA;NA;2
14058092;"South Africa vs Cameroon";"South Africa";"home";66;NA;4;18;2;6;14;515;16;13;5;4;0;8;6;12;6;1;3;1;28;4;3;442;24;63;97;27;6;52;2;31;15;3;63;16;3;39;18;NA;2;0;NA;NA;10;NA;0;NA;NA;1
14058092;"South Africa vs Cameroon";"Cameroon";"away";34;NA;3;10;3;3;13;263;14;14;2;4;0;4;2;6;4;2;1;1;16;3;0;192;12;42;30;16;4;48;11;29;13;2;71;14;10;43;39;NA;3;2;NA;NA;8;NA;1;NA;NA;2
14058096;"Cameroon vs Morocco";"Cameroon";"home";59;NA;1;5;1;4;19;342;13;24;2;0;0;3;2;5;0;0;1;NA;12;4;0;267;27;49;47;26;4;49;7;41;18;4;69;13;5;22;19;NA;1;NA;0;1;10;NA;NA;NA;NA;0
14058096;"Cameroon vs Morocco";"Morocco";"away";41;NA;1;9;0;7;24;226;18;19;2;3;0;3;3;8;1;1;0;NA;16;6;1;158;9;49;47;15;5;51;4;41;20;5;78;18;3;38;35;NA;0;NA;2;0;5;NA;NA;NA;NA;2
15437862;"Australia vs Cameroon";"Australia";"home";56;1,31;2;8;1;3;16;494;11;18;2;4;0;3;1;6;2;1;1;NA;15;4;3;425;9;40;52;16;2;51;8;40;9;11;45;11;12;49;18;0;1;0;3;NA;3;NA;NA;0;NA;1
15437862;"Australia vs Cameroon";"Cameroon";"away";44;0,11;0;7;3;4;19;377;18;16;2;1;0;3;3;3;4;0;0;NA;7;2;0;297;16;55;38;17;2;49;6;38;9;4;39;18;9;39;10;1;3;2;0;NA;7;NA;NA;1;NA;0
15617773;"Cameroon vs China";"Cameroon";"home";58;2,27;3;17;1;5;NA;438;11;13;4;6;0;8;3;10;7;1;2;1;24;6;1;373;20;41;70;21;6;48;12;34;14;10;55;11;4;45;19;NA;1;0;NA;1;7;1;NA;NA;NA;2
15617773;"Cameroon vs China";"China";"away";42;0,64;0;6;4;5;NA;312;21;14;2;1;0;3;2;4;2;0;0;0;8;3;1;240;16;48;27;33;2;52;4;35;17;2;57;21;13;41;19;NA;4;1;NA;0;10;0;NA;NA;NA;0
12183512;"Benin vs Zimbabwe";"Benin";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183512;"Benin vs Zimbabwe";"Zimbabwe";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183452;"Zimbabwe vs Rwanda";"Zimbabwe";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183452;"Zimbabwe vs Rwanda";"Rwanda";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183419;"Zimbabwe vs South Africa";"Zimbabwe";"home";30;NA;0;6;2;4;16;221;12;16;5;2;0;2;2;2;4;NA;0;0;NA;0;0;149;13;27;NA;19;2;49;11;34;10;6;58;12;7;42;39;NA;2;NA;NA;NA;14;1;NA;NA;NA;0
12183419;"Zimbabwe vs South Africa";"South Africa";"away";70;NA;2;24;2;14;16;497;19;16;3;3;2;10;11;12;12;NA;2;1;NA;2;2;429;25;61;NA;27;8;51;9;40;5;5;68;19;8;42;6;NA;2;NA;NA;NA;5;1;NA;NA;NA;0
12183398;"Lesotho vs Zimbabwe";"Lesotho";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183398;"Lesotho vs Zimbabwe";"Zimbabwe";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
14994232;"Algeria vs Zimbabwe";"Algeria";"home";61;2,26;3;11;2;2;NA;552;10;5;NA;4;0;5;2;6;5;1;2;1;17;0;2;494;14;62;119;23;2;45;7;17;8;3;80;10;9;47;17;NA;2;NA;NA;NA;2;NA;NA;NA;NA;3
14994232;"Algeria vs Zimbabwe";"Zimbabwe";"away";39;1,08;1;7;1;2;NA;353;9;8;NA;3;0;3;1;5;2;1;0;0;13;1;0;293;15;33;26;23;3;55;4;25;6;8;56;9;8;31;12;NA;1;NA;NA;NA;14;NA;NA;NA;NA;1
15110368;"Qatar vs Zimbabwe";"Qatar";"home";69;0,7;1;8;1;6;NA;572;16;10;0;5;0;2;1;6;2;NA;1;1;17;3;4;506;20;46;53;40;7;49;9;30;16;4;56;16;8;39;30;1;1;1;0;1;4;NA;NA;NA;NA;1
15110368;"Qatar vs Zimbabwe";"Zimbabwe";"away";31;0,42;0;7;4;6;NA;245;14;15;1;3;0;3;1;6;1;NA;0;0;13;1;1;171;26;56;30;15;3;51;9;34;14;6;64;14;5;31;19;0;4;2;1;0;4;NA;NA;NA;NA;2
13424935;"Egypt vs Zimbabwe";"Egypt";"home";78;NA;8;35;2;8;13;682;7;15;2;11;1;14;10;24;11;1;7;1;50;2;3;600;17;77;187;33;13;52;12;31;27;10;71;7;7;61;28;NA;2;0;NA;NA;5;NA;1;NA;NA;2
13424935;"Egypt vs Zimbabwe";"Zimbabwe";"away";22;NA;0;8;9;3;15;197;19;13;2;3;0;4;1;4;4;0;0;0;14;2;1;111;15;44;21;18;3;48;6;34;20;3;53;19;10;52;37;NA;9;3;NA;NA;15;NA;1;NA;NA;1
13424948;"Angola vs Zimbabwe";"Angola";"home";63;NA;3;15;3;5;17;362;12;24;3;6;0;5;4;10;5;1;2;1;20;3;2;290;20;57;77;24;4;60;5;45;17;11;58;12;4;38;24;NA;3;NA;2;0;9;NA;NA;NA;NA;1
13424948;"Angola vs Zimbabwe";"Zimbabwe";"away";37;NA;1;17;5;6;24;215;10;17;4;4;0;8;5;8;9;0;1;0;22;2;1;139;20;50;45;20;2;40;6;29;12;2;40;10;6;42;19;NA;5;NA;2;1;6;NA;NA;NA;NA;1
13424961;"Zimbabwe vs South Africa";"Zimbabwe";"home";34;NA;3;10;6;3;14;243;16;11;1;3;1;5;2;7;3;0;3;1;24;2;5;165;20;58;48;16;1;49;4;35;18;8;56;16;15;53;18;2;6;1;NA;NA;7;NA;0;NA;NA;2
13424961;"Zimbabwe vs South Africa";"South Africa";"away";66;NA;4;16;2;3;11;490;13;13;1;9;0;5;2;10;6;2;2;0;25;2;1;403;18;61;84;33;2;51;10;31;24;6;38;13;8;49;31;0;2;0;NA;NA;7;NA;1;NA;NA;3
12183503;"Angola vs Libya";"Angola";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183503;"Angola vs Libya";"Libya";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183450;"Angola vs Mauritius";"Angola";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
12183450;"Angola vs Mauritius";"Mauritius";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183413;"Eswatini vs Angola";"Eswatini";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183413;"Eswatini vs Angola";"Angola";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
15016652;"Angola vs Argentina";"Angola";"home";33;0,78;1;7;1;5;NA;263;11;17;1;2;0;3;2;5;2;0;1;NA;13;2;2;220;13;30;47;24;4;47;8;33;1;6;55;11;9;34;13;NA;1;1;2;0;4;NA;1;NA;NA;0
15016652;"Angola vs Argentina";"Argentina";"away";67;0,86;2;8;2;6;NA;555;15;15;1;3;0;3;2;6;2;1;1;NA;17;1;4;500;11;44;78;25;0;53;8;32;6;4;60;15;14;42;15;NA;2;1;1;1;4;NA;0;NA;NA;2
13424936;"South Africa vs Angola";"South Africa";"home";58;NA;1;10;3;1;17;458;10;23;2;4;1;4;2;4;6;NA;1;NA;14;2;1;390;21;61;91;27;4;52;1;35;10;2;70;10;3;31;26;NA;3;NA;4;NA;4;NA;NA;NA;NA;2
13424936;"South Africa vs Angola";"Angola";"away";42;NA;2;10;2;9;23;318;7;17;2;4;0;1;5;7;3;NA;2;NA;23;3;1;255;13;42;55;19;9;48;4;28;14;4;43;7;10;33;16;NA;2;NA;0;NA;7;NA;NA;NA;NA;1
13424960;"Angola vs Egypt";"Angola";"home";44;NA;1;16;2;4;15;321;20;11;1;4;1;10;2;7;9;NA;1;NA;23;5;0;244;15;50;79;19;4;50;9;42;16;11;50;20;10;51;31;NA;2;1;1;0;6;NA;NA;NA;NA;0
13424960;"Angola vs Egypt";"Egypt";"away";56;NA;2;5;5;2;11;427;17;15;2;2;0;3;0;3;2;NA;2;NA;13;1;2;324;21;64;61;30;1;50;12;42;16;10;41;17;10;54;26;NA;5;1;1;1;12;NA;NA;NA;NA;0
