"partido_id";"partido_completo";"equipo_nombre";"tipo_equipo";"ball_possession";"expected_goals";"big_chances";"total_shots";"goalkeeper_saves";"corner_kicks";"fouls";"passes";"tackles";"free_kicks";"yellow_cards";"shots_on_target";"hit_woodwork";"shots_off_target";"blocked_shots";"shots_inside_box";"shots_outside_box";"big_chances_scored";"big_chances_missed";"through_balls";"touches_in_penalty_area";"fouled_in_final_third";"offsides";"accurate_passes";"throw-ins";"final_third_entries";"final_third_phase";"long_balls";"crosses";"duels";"dispossessed";"ground_duels";"aerial_duels";"dribbles";"tackles_won";"total_tackles";"interceptions";"recoveries";"clearances";"errors_lead_to_a_goal";"total_saves";"big_saves";"high_claims";"punches";"goal_kicks";"red_cards";"errors_lead_to_a_shot";"penalty_saves";"goals_prevented";"goles"
12018149;"France vs Chile";"Chile";"away";41;NA;1;9;1;4;14;450;18;10;NA;4;1;3;2;6;3;0;1;NA;NA;0;1;403;18;37;NA;29;2;41;13;32;0;4;72;18;11;36;6;NA;1;NA;NA;NA;8;NA;NA;NA;NA;2
12258888;"Chile vs Paraguay";"Chile";"home";44;NA;3;10;2;0;10;412;17;14;1;5;0;3;2;7;3;2;1;NA;18;0;3;345;11;37;54;23;2;54;9;36;11;5;71;17;11;48;19;0;2;NA;1;NA;13;NA;NA;NA;NA;3
12258888;"Chile vs Paraguay";"Paraguay";"away";56;NA;3;19;2;5;14;521;14;9;1;2;1;11;6;5;14;0;3;NA;14;1;2;459;14;74;129;38;7;46;6;30;10;7;71;14;9;48;8;1;2;NA;0;NA;7;NA;NA;NA;NA;0
11886360;"Peru vs Chile";"Peru";"home";35;0,75;1;7;1;1;18;274;25;18;1;4;0;2;1;4;3;NA;1;0;13;0;2;183;25;52;38;19;4;51;6;49;21;7;72;25;12;51;18;NA;1;NA;1;NA;8;NA;0;NA;0,06;0
11886360;"Peru vs Chile";"Chile";"away";65;1,02;1;11;4;3;19;517;19;17;3;1;0;6;4;7;4;NA;1;1;22;2;2;419;20;48;51;24;3;49;12;40;27;5;79;19;8;63;10;NA;4;NA;1;NA;7;NA;1;NA;1,02;0
11886369;"Chile vs Argentina";"Chile";"home";39;0,12;0;3;8;0;12;355;22;9;2;3;0;0;0;1;2;0;0;1;7;0;1;273;21;38;38;19;0;47;14;43;7;12;59;22;6;53;17;NA;8;NA;1;1;10;NA;0;NA;2,65;0
11886369;"Chile vs Argentina";"Argentina";"away";61;2,72;5;22;3;11;9;551;24;12;0;9;2;7;6;14;8;1;4;3;31;3;1;482;17;50;79;14;5;53;11;47;10;11;79;24;8;57;7;NA;3;NA;1;0;1;NA;1;NA;0,13;1
11886368;"Canada vs Chile";"Canada";"home";57;1,08;2;9;4;8;15;414;21;8;5;3;0;3;3;7;2;NA;2;1;28;1;2;342;19;47;84;14;2;43;13;37;18;8;48;21;10;47;30;NA;4;NA;1;0;7;0;NA;NA;0,79;0
11886368;"Canada vs Chile";"Chile";"away";43;0,54;1;8;3;4;8;310;26;13;2;4;0;2;2;5;3;NA;1;0;19;3;1;223;29;53;52;29;4;57;8;52;21;13;62;26;5;35;28;NA;3;NA;0;3;8;1;NA;NA;0,49;0
12716816;"Argentina vs Chile";"Argentina";"home";65;NA;3;16;1;4;8;642;14;14;2;8;0;5;3;13;3;1;2;NA;35;6;0;576;17;52;120;42;8;53;14;36;13;8;64;14;17;58;15;NA;1;1;1;NA;2;NA;NA;NA;NA;3
12716816;"Argentina vs Chile";"Chile";"away";35;NA;0;5;5;4;14;341;23;8;3;1;1;2;2;2;3;0;0;NA;6;1;1;258;18;34;34;25;0;47;8;34;10;4;57;23;12;57;21;NA;5;0;1;NA;6;NA;NA;NA;NA;0
12716825;"Chile vs Bolivia";"Chile";"home";75;NA;2;19;0;10;11;552;12;10;4;5;1;10;4;11;8;1;1;NA;33;5;1;474;38;71;142;22;11;49;8;27;13;5;50;12;11;42;2;0;0;NA;NA;0;5;NA;NA;NA;NA;1
12716825;"Chile vs Bolivia";"Bolivia";"away";25;NA;2;5;4;2;10;195;16;11;3;2;0;1;2;3;2;2;0;NA;8;2;0;123;13;35;25;6;2;51;8;30;11;5;50;16;12;41;39;1;4;NA;NA;1;13;NA;NA;NA;NA;2
12851462;"Chile vs Brazil";"Chile";"home";29;NA;0;7;2;4;14;233;19;11;2;1;0;5;1;2;5;0;NA;0;8;0;2;160;12;41;52;11;3;47;11;37;10;7;58;19;4;42;20;NA;2;NA;0;2;12;NA;NA;NA;NA;1
12851462;"Chile vs Brazil";"Brazil";"away";71;NA;1;14;0;7;12;596;14;14;2;4;0;3;7;8;6;1;NA;1;25;2;2;537;15;60;99;42;3;53;7;35;19;7;64;14;2;54;13;NA;0;NA;1;0;5;NA;NA;NA;NA;2
12851460;"Colombia vs Chile";"Colombia";"home";62;NA;6;18;2;5;16;439;17;15;2;9;0;4;5;15;3;3;3;NA;30;5;8;382;14;46;88;37;7;54;9;42;17;11;65;17;5;45;10;0;2;NA;1;NA;5;NA;NA;NA;NA;4
12851460;"Colombia vs Chile";"Chile";"away";38;NA;0;8;5;2;15;261;23;16;2;2;0;5;1;5;3;0;0;NA;11;3;0;190;15;39;41;15;5;46;12;43;7;3;78;23;2;37;11;1;5;NA;2;NA;4;NA;NA;NA;NA;0
12995969;"Peru vs Chile";"Peru";"home";41;NA;1;13;5;4;10;304;20;11;2;6;1;3;4;7;6;NA;1;NA;12;1;2;229;20;51;60;18;2;49;6;34;16;5;65;20;12;42;19;NA;5;2;0;NA;4;NA;NA;NA;NA;0
12995969;"Peru vs Chile";"Chile";"away";59;NA;2;13;6;8;11;450;12;10;3;5;1;5;3;9;4;NA;2;NA;14;1;1;370;18;53;69;42;4;51;7;27;26;5;75;12;9;45;10;NA;6;3;1;NA;9;NA;NA;NA;NA;0
12995972;"Chile vs Venezuela";"Chile";"home";61;NA;0;8;1;1;9;514;24;13;1;5;0;2;1;4;4;NA;0;NA;9;4;5;430;28;57;59;27;2;54;7;45;11;9;71;24;8;48;19;NA;1;0;NA;NA;3;NA;NA;NA;NA;4
12995972;"Chile vs Venezuela";"Venezuela";"away";39;NA;1;8;2;4;13;321;15;9;3;3;0;2;3;3;5;NA;1;NA;9;1;2;241;16;52;59;21;2;46;12;29;19;6;60;15;18;48;15;NA;2;2;NA;NA;6;NA;NA;NA;NA;2
13446063;"Chile vs Panama";"Chile";"home";68;3,1;7;15;0;1;14;587;7;11;5;11;0;2;2;12;3;5;2;1;27;1;2;524;24;68;114;25;1;47;13;26;10;9;86;7;13;48;7;NA;0;NA;NA;0;7;NA;NA;NA;NA;6
13446063;"Chile vs Panama";"Panama";"away";32;1,38;1;11;5;2;11;268;20;13;3;1;0;7;3;3;8;1;0;0;7;4;1;207;9;36;27;16;0;53;4;38;3;5;70;20;12;49;14;NA;5;NA;NA;1;3;NA;NA;NA;NA;1
13129490;"Paraguay vs Chile";"Paraguay";"home";36;NA;2;16;3;6;10;271;22;11;NA;5;0;6;5;11;5;1;1;NA;21;3;2;204;17;48;58;21;6;57;8;35;23;5;59;22;12;46;19;NA;3;1;NA;NA;6;NA;NA;NA;NA;1
13129490;"Paraguay vs Chile";"Chile";"away";64;NA;1;9;4;4;11;503;19;10;NA;3;0;4;2;5;4;0;1;NA;15;2;3;426;17;51;94;15;4;43;10;37;7;9;79;19;9;44;17;NA;4;1;NA;NA;6;NA;NA;NA;NA;0
13129496;"Chile vs Ecuador";"Chile";"home";60;NA;NA;16;2;2;15;594;18;15;1;2;0;8;6;6;10;NA;NA;0;17;2;0;510;17;67;85;34;2;49;8;42;11;9;50;18;13;52;17;NA;2;NA;NA;0;4;NA;NA;NA;NA;0
13129496;"Chile vs Ecuador";"Ecuador";"away";40;NA;NA;7;2;2;15;399;12;15;2;2;0;1;4;4;3;NA;NA;2;13;2;3;308;18;59;64;18;2;51;10;34;21;8;92;12;3;48;21;NA;2;NA;NA;1;12;NA;NA;NA;NA;0
13856223;"Chile vs Argentina";"Chile";"home";34;NA;1;7;3;1;9;364;20;9;4;3;1;2;2;4;3;0;1;0;14;2;2;294;18;37;79;14;4;46;15;36;1;7;50;20;12;47;7;NA;3;1;2;NA;4;NA;0;NA;NA;0
13856223;"Chile vs Argentina";"Argentina";"away";66;NA;3;10;3;4;9;744;20;9;2;4;0;3;3;6;4;1;2;3;19;1;2;675;13;38;42;27;0;54;5;36;8;8;60;20;13;47;16;NA;3;1;1;NA;5;NA;1;NA;NA;1
14169219;"Brazil vs Chile";"Brazil";"home";64;NA;5;22;0;4;14;587;15;11;1;7;1;8;7;15;7;3;2;2;44;4;2;527;15;67;141;22;3;58;5;38;19;13;67;15;10;38;13;NA;0;0;NA;NA;5;NA;0;NA;NA;3
14169219;"Brazil vs Chile";"Chile";"away";36;NA;0;3;3;3;11;334;15;14;1;0;0;3;0;0;3;0;0;0;1;1;5;268;11;27;35;33;0;42;9;35;7;6;40;15;10;36;28;NA;3;1;NA;NA;10;NA;1;NA;NA;0
14169222;"Chile vs Uruguay";"Chile";"home";50;NA;3;16;2;8;8;443;14;14;1;3;0;9;4;10;6;NA;3;2;29;2;NA;369;12;45;69;18;5;56;10;31;9;3;71;14;15;59;14;NA;2;0;0;NA;6;NA;NA;NA;NA;0
14169222;"Chile vs Uruguay";"Uruguay";"away";50;NA;0;6;3;3;14;453;12;8;1;3;1;3;0;3;3;NA;0;0;14;1;NA;384;16;41;63;21;4;44;1;23;8;3;58;12;7;52;22;NA;3;1;2;NA;7;NA;NA;NA;NA;0
14849690;"Chile vs Peru";"Chile";"home";64;1,63;2;19;1;5;9;564;16;16;2;6;2;10;3;10;9;1;1;NA;24;5;0;499;19;68;128;27;4;49;10;39;7;8;69;16;7;52;6;NA;1;NA;1;NA;3;NA;NA;NA;NA;2
14849690;"Chile vs Peru";"Peru";"away";36;0,32;2;10;3;3;16;321;21;9;2;2;0;5;3;8;2;0;2;NA;15;0;1;250;12;43;49;19;4;51;7;40;8;10;76;21;8;43;19;NA;3;NA;1;NA;13;NA;NA;NA;NA;1
15037767;"Chile vs Peru";"Chile";"home";50;1,46;4;10;2;13;NA;411;7;13;1;8;1;2;0;5;5;2;2;1;11;3;2;339;23;48;49;21;3;41;7;24;5;4;71;7;6;45;17;NA;2;1;0;0;11;1;NA;NA;NA;2
15037767;"Chile vs Peru";"Peru";"away";50;1,96;2;12;6;4;NA;409;17;12;2;3;0;8;1;9;3;1;1;1;18;3;1;337;17;58;86;13;6;59;4;29;13;3;88;17;18;45;21;NA;6;1;2;2;4;0;NA;NA;NA;1
15400661;"Chile vs Cabo Verde";"Chile";"home";52;2,19;2;9;1;1;NA;420;19;9;1;5;1;3;1;6;3;2;0;1;20;1;2;356;16;50;53;27;1;54;7;31;12;4;84;19;9;41;18;0;1;1;0;NA;5;0;NA;NA;NA;4
15400661;"Chile vs Cabo Verde";"Cabo Verde";"away";48;0,89;3;9;1;4;NA;382;11;15;1;3;0;4;2;7;2;1;2;0;12;1;2;317;23;29;32;24;6;46;6;28;8;3;64;11;8;44;11;2;1;0;1;NA;8;1;NA;NA;NA;2
15718024;"New Zealand vs Chile";"New Zealand";"home";63;2,22;5;12;3;7;8;478;13;8;2;7;0;1;4;11;1;3;2;1;18;2;3;413;19;47;64;7;1;49;8;26;10;5;92;13;6;40;13;NA;3;1;1;NA;5;0;1;NA;NA;4
15718024;"New Zealand vs Chile";"Chile";"away";37;0,16;1;5;3;2;8;278;15;8;2;4;0;1;0;2;3;1;0;0;8;3;1;204;25;32;23;21;1;51;8;27;11;4;80;15;11;39;21;NA;3;1;1;NA;3;1;0;NA;NA;1
12183502;"Congo Republic vs Tanzania";"Congo Republic";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183502;"Congo Republic vs Tanzania";"Tanzania";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183461;"Tanzania vs Niger";"Tanzania";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183461;"Tanzania vs Niger";"Niger";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1
13424950;"Uganda vs Tanzania";"Uganda";"home";55;NA;2;14;1;7;16;421;20;15;3;6;1;6;2;10;4;1;1;NA;25;2;2;347;17;52;65;21;4;50;11;45;16;10;55;20;11;50;13;NA;1;NA;2;0;8;NA;2;NA;NA;1
13424950;"Uganda vs Tanzania";"Tanzania";"away";45;NA;2;11;5;3;16;347;22;15;2;2;0;6;3;4;7;1;1;NA;16;5;4;275;15;44;53;27;4;50;9;46;15;9;45;22;11;55;27;NA;5;NA;0;1;6;NA;1;NA;NA;1
13424964;"Tanzania vs Tunisia";"Tanzania";"home";36;NA;0;6;1;2;9;290;20;14;3;2;0;4;0;3;3;0;NA;NA;3;0;1;206;23;42;34;22;2;44;6;35;12;3;60;20;9;45;25;0;1;NA;NA;0;6;NA;1;NA;NA;1
13424964;"Tanzania vs Tunisia";"Tunisia";"away";64;NA;1;6;1;2;14;511;18;8;1;2;1;3;1;4;2;1;NA;NA;16;3;0;427;27;61;70;19;5;56;4;36;25;10;39;18;5;46;16;1;1;NA;NA;1;5;NA;0;NA;NA;1
14058098;"Morocco vs Tanzania";"Morocco";"home";71;NA;3;12;1;4;12;603;20;19;1;4;1;6;2;7;5;NA;3;NA;27;3;2;530;20;77;145;35;7;58;12;45;18;8;50;20;4;42;13;NA;1;0;0;0;5;NA;NA;NA;NA;1
14058098;"Morocco vs Tanzania";"Tanzania";"away";29;NA;2;4;3;0;19;248;17;12;5;1;0;2;1;2;2;NA;2;NA;6;2;1;187;15;33;19;14;0;42;16;29;16;2;53;17;8;40;30;NA;3;1;1;1;11;NA;NA;NA;NA;0
12183479;"Mali vs Comoros";"Mali";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
12183479;"Mali vs Comoros";"Comoros";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183432;"Ghana vs Mali";"Ghana";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183432;"Ghana vs Mali";"Mali";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183403;"Chad vs Mali";"Chad";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183403;"Chad vs Mali";"Mali";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183370;"Mali vs Madagascar";"Mali";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;4
12183370;"Mali vs Madagascar";"Madagascar";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
13424945;"Morocco vs Mali";"Morocco";"home";62;NA;5;15;0;6;15;468;16;21;1;4;0;7;4;11;4;1;4;1;34;8;2;398;28;67;97;17;6;46;17;43;14;6;69;16;11;42;9;NA;0;0;NA;NA;2;NA;0;NA;NA;1
13424945;"Morocco vs Mali";"Mali";"away";38;NA;1;5;4;0;22;299;28;14;8;1;0;1;3;3;2;1;0;0;9;1;2;221;16;38;32;18;1;54;6;49;17;6;68;28;13;47;37;NA;4;1;NA;NA;8;NA;1;NA;NA;1
13424959;"Comoros vs Mali";"Comoros";"home";32;NA;0;5;2;5;22;305;10;8;3;1;0;3;1;3;2;NA;0;NA;9;1;3;226;24;44;28;22;1;30;7;20;8;2;70;10;10;49;24;NA;2;NA;1;1;8;0;1;NA;NA;0
13424959;"Comoros vs Mali";"Mali";"away";68;NA;1;13;1;2;8;653;18;22;1;2;0;8;3;3;10;NA;1;NA;14;2;2;572;21;77;121;28;3;70;3;47;17;8;83;18;12;50;15;NA;1;NA;0;0;4;1;0;NA;NA;0
14058088;"Mali vs Tunisia";"Mali";"home";28;NA;1;8;3;4;12;240;25;28;4;1;0;5;2;5;3;1;NA;0;10;5;1;140;22;45;28;19;2;62;6;62;17;12;72;25;16;56;36;NA;3;1;NA;3;9;1;1;NA;NA;4
14058088;"Mali vs Tunisia";"Tunisia";"away";72;NA;1;13;0;11;29;627;13;12;6;4;0;7;2;6;7;1;NA;2;22;5;4;547;27;83;145;23;4;38;12;37;12;12;62;13;5;65;20;NA;0;0;NA;1;6;0;1;NA;NA;3
14058097;"Mali vs Senegal";"Mali";"home";35;NA;2;8;7;5;8;270;10;14;3;2;0;3;3;5;3;0;2;NA;11;1;3;197;17;38;45;14;1;46;8;26;12;4;40;10;18;42;25;1;7;3;2;1;10;1;1;NA;NA;0
14058097;"Mali vs Senegal";"Senegal";"away";65;NA;2;19;2;7;14;500;14;8;5;8;1;5;6;11;8;1;1;NA;22;3;1;437;15;56;126;24;3;54;3;25;19;3;50;14;6;43;34;0;2;1;0;0;3;0;0;NA;NA;1
12183431;"Central African Republic vs Comoros";"Central African Republic";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183431;"Central African Republic vs Comoros";"Comoros";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183409;"Comoros vs Madagascar";"Comoros";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1
12183409;"Comoros vs Madagascar";"Madagascar";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183372;"Ghana vs Comoros";"Ghana";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183372;"Ghana vs Comoros";"Comoros";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
15153261;"Morocco vs Comoros";"Morocco";"home";49;NA;5;13;3;4;10;455;14;8;0;5;0;4;4;11;2;2;3;5;27;1;3;378;17;42;64;21;7;58;5;25;17;4;64;14;7;47;33;NA;3;2;0;NA;6;NA;1;NA;NA;3
15153261;"Morocco vs Comoros";"Comoros";"away";51;NA;1;11;1;7;8;480;7;10;1;3;0;4;4;4;7;0;1;0;16;0;1;399;14;53;75;28;1;42;8;21;10;4;71;7;14;48;14;NA;1;0;1;NA;8;NA;0;NA;NA;1
15153600;"Comoros vs Saudi Arabia";"Comoros";"home";33;NA;2;6;2;1;13;260;14;9;2;2;0;3;1;2;4;1;1;0;5;1;1;186;19;49;38;19;3;40;11;33;11;11;64;14;10;58;56;1;2;NA;2;NA;8;NA;NA;NA;NA;1
15153600;"Comoros vs Saudi Arabia";"Saudi Arabia";"away";67;NA;5;18;1;11;9;519;29;13;1;5;0;8;5;14;4;2;3;1;41;2;0;426;20;68;89;30;5;60;9;50;15;9;66;29;12;57;11;0;1;NA;0;NA;5;NA;NA;NA;NA;3
13424932;"Morocco vs Comoros";"Morocco";"home";70;NA;3;16;2;5;10;648;12;19;3;7;0;4;5;11;5;1;2;NA;40;7;2;582;15;70;205;17;5;45;12;37;7;6;67;12;6;54;7;0;2;1;NA;NA;3;NA;NA;0;NA;2
13424932;"Morocco vs Comoros";"Comoros";"away";30;NA;2;4;5;0;12;285;16;19;1;2;0;2;0;2;2;0;2;NA;2;0;4;217;14;27;12;9;0;55;7;38;15;4;56;16;12;44;34;1;5;3;NA;NA;9;NA;NA;1;NA;0
12183497;"Uganda vs Mozambique";"Uganda";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;4
12183497;"Uganda vs Mozambique";"Mozambique";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183436;"Uganda vs Somalia";"Uganda";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183436;"Uganda vs Somalia";"Somalia";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183402;"Botswana vs Uganda";"Botswana";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183402;"Botswana vs Uganda";"Uganda";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183381;"Algeria vs Uganda";"Algeria";"home";69;NA;4;18;2;7;NA;494;8;17;1;6;1;6;6;15;3;2;2;NA;NA;9;9;424;17;57;NA;24;4;48;14;36;13;13;75;8;4;52;4;NA;2;NA;NA;NA;6;NA;NA;NA;NA;2
12183381;"Algeria vs Uganda";"Uganda";"away";31;NA;1;9;4;0;NA;229;21;16;2;3;0;4;2;4;5;0;1;NA;NA;0;3;158;11;30;NA;16;1;52;4;48;5;12;52;21;6;48;26;NA;4;NA;NA;NA;11;NA;NA;NA;NA;1
14994231;"Morocco vs Uganda";"Morocco";"home";63;3,4;7;23;1;5;13;569;17;9;0;11;0;9;3;19;4;3;4;2;48;1;1;502;15;61;150;45;8;48;16;34;5;7;88;17;12;48;5;NA;1;0;0;NA;3;NA;NA;NA;NA;4
14994231;"Morocco vs Uganda";"Uganda";"away";37;0,06;0;2;8;0;10;350;20;13;2;1;0;1;0;1;1;0;0;0;7;3;4;278;13;33;20;25;0;52;11;37;6;4;55;20;9;30;14;NA;8;3;2;NA;14;NA;NA;NA;NA;0
13424938;"Tunisia vs Uganda";"Tunisia";"home";49;NA;2;15;0;8;15;424;14;15;1;6;0;6;3;12;3;2;NA;1;38;1;0;344;26;53;83;21;7;47;8;40;7;11;57;14;10;49;25;NA;0;0;NA;NA;4;NA;NA;NA;NA;3
13424938;"Tunisia vs Uganda";"Uganda";"away";51;NA;0;9;3;2;15;447;21;15;2;1;0;5;3;4;5;0;NA;0;10;4;1;363;20;46;47;21;1;53;7;46;8;10;67;21;8;43;28;NA;3;1;NA;NA;9;NA;NA;NA;NA;1
12183439;"Mozambique vs Botswana";"Mozambique";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183439;"Mozambique vs Botswana";"Botswana";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183407;"Mozambique vs Guinea";"Mozambique";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
