partido_id;fecha;equipo_a;equipo_b;mercado;ambito;evento_o_jugador;linea_o_target;probabilidad;periodo
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;under;212.5;0,6049;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;over;213.5;0,3743;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;under;213.5;0,6257;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;over;214.5;0,354;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;under;214.5;0,646;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;over;215.5;0,3341;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;A;under;215.5;0,6659;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;622.5;0,4951;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;622.5;0,5049;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;623.5;0,4917;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;623.5;0,5083;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;624.5;0,4883;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;624.5;0,5117;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;625.5;0,4848;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;625.5;0,5152;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;626.5;0,4814;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;626.5;0,5186;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;627.5;0,478;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;627.5;0,522;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;628.5;0,4746;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;628.5;0,5254;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;629.5;0,4712;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;629.5;0,5288;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;630.5;0,4678;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;630.5;0,5322;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;631.5;0,4644;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;631.5;0,5356;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;632.5;0,461;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;632.5;0,539;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;633.5;0,4576;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;633.5;0,5424;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;634.5;0,4542;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;634.5;0,5458;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;635.5;0,4509;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;635.5;0,5491;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;over;636.5;0,4475;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;B;under;636.5;0,5525;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;830.5;0,5008;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;830.5;0,4992;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;831.5;0,4974;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;831.5;0,5026;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;832.5;0,494;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;832.5;0,506;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;833.5;0,4906;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;833.5;0,5094;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;834.5;0,4873;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;834.5;0,5127;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;835.5;0,4839;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;835.5;0,5161;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;836.5;0,4805;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;836.5;0,5195;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;837.5;0,4771;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;837.5;0,5229;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;838.5;0,4738;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;838.5;0,5262;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;839.5;0,4704;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;839.5;0,5296;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;840.5;0,467;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;840.5;0,533;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;841.5;0,4637;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;841.5;0,5363;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;842.5;0,4603;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;842.5;0,5397;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;843.5;0,457;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;843.5;0,543;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;over;844.5;0,4537;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;accurate_passes;TOTAL;under;844.5;0,5463;FT
CPV_ESP;2026-06-15;Cabo Verde;Spain;1X2;-;gana_A;-;0,0412;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;1X2;-;empate;-;0,3666;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;1X2;-;gana_B;-;0,5921;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;btts;-;si;-;0,0697;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;btts;-;no;-;0,9303;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;A;over;0.5;0,1084;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;A;under;0.5;0,8916;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;0.5;0,6338;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;0.5;0,3662;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;1.5;0,2683;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;1.5;0,7317;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;2.5;0,0795;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;2.5;0,9205;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;0.5;0,6724;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;0.5;0,3276;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;1.5;0,311;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;1.5;0,689;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;2.5;0,1023;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;2.5;0,8977;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;A;over;0.5;0,134;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;A;under;0.5;0,866;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;0.5;0,7211;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;0.5;0,2789;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;1.5;0,3608;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;1.5;0,6392;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;2.5;0,132;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;2.5;0,868;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;over;3.5;0,0352;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;B;under;3.5;0,9648;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;0.5;0,7571;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;0.5;0,2429;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;1.5;0,4132;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;1.5;0,5868;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;2.5;0,1651;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;2.5;0,8349;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;over;3.5;0,0503;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;goles;TOTAL;under;3.5;0,9497;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;1.5;0,8554;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;1.5;0,1446;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;2.5;0,595;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;2.5;0,405;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;3.5;0,2859;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;3.5;0,7141;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;4.5;0,0847;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;4.5;0,9153;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;4.5;0,9567;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;4.5;0,0433;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;5.5;0,9074;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;5.5;0,0926;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;6.5;0,8371;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;6.5;0,1629;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;7.5;0,7575;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;7.5;0,2425;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;8.5;0,6754;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;8.5;0,3246;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;9.5;0,5858;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;9.5;0,4142;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;10.5;0,494;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;10.5;0,506;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;11.5;0,3992;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;11.5;0,6008;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;12.5;0,308;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;12.5;0,692;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;13.5;0,2234;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;13.5;0,7766;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;14.5;0,1568;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;14.5;0,8433;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;15.5;0,105;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;15.5;0,8951;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;16.5;0,0665;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;16.5;0,9335;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;17.5;0,0398;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;17.5;0,9602;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;7.5;0,9325;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;7.5;0,0675;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;8.5;0,8811;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;8.5;0,1189;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;9.5;0,8156;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;9.5;0,1844;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;10.5;0,7397;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;10.5;0,2603;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;11.5;0,6558;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;11.5;0,3442;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;12.5;0,5644;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;12.5;0,4356;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;13.5;0,4754;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;13.5;0,5246;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;14.5;0,3861;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;14.5;0,6139;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;15.5;0,2997;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;15.5;0,7003;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;16.5;0,2231;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;16.5;0,7769;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;17.5;0,158;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;17.5;0,8419;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;18.5;0,1056;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;18.5;0,8944;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;19.5;0,0676;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;19.5;0,9324;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;20.5;0,0427;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;20.5;0,9574;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;1.5;0,9124;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;1.5;0,0876;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;2.5;0,7065;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;2.5;0,2935;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;3.5;0,396;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;3.5;0,604;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;over;4.5;0,1399;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;A;under;4.5;0,86;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;6.5;0,903;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;6.5;0,097;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;7.5;0,8397;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;7.5;0,1603;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;8.5;0,7694;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;8.5;0,2306;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;9.5;0,6942;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;9.5;0,3058;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;10.5;0,6179;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;10.5;0,3821;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;11.5;0,5373;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;11.5;0,4627;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;12.5;0,4539;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;12.5;0,5461;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;13.5;0,3673;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;13.5;0,6327;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;14.5;0,2823;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;14.5;0,7177;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;15.5;0,2109;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;15.5;0,7891;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;16.5;0,149;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;16.5;0,851;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;17.5;0,0994;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;17.5;0,9005;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;18.5;0,065;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;18.5;0,935;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;over;19.5;0,0397;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;B;under;19.5;0,9603;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;9.5;0,9013;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;9.5;0,0987;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;10.5;0,8463;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;10.5;0,1537;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;11.5;0,7794;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;11.5;0,2206;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;12.5;0,7044;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;12.5;0,2956;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;13.5;0,6293;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;13.5;0,3707;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;14.5;0,5468;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;14.5;0,4532;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;15.5;0,4667;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;15.5;0,5333;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;16.5;0,3826;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;16.5;0,6174;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;17.5;0,3044;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;17.5;0,6956;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;18.5;0,2302;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;18.5;0,7698;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;19.5;0,1674;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;19.5;0,8326;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;20.5;0,1174;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;20.5;0,8826;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;21.5;0,0781;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;21.5;0,9219;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;22.5;0,0498;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;22.5;0,9502;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;over;23.5;0,0312;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;total_shots;TOTAL;under;23.5;0,9688;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;A;over;0.5;0,4636;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;A;under;0.5;0,5364;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;1.5;0,8861;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;1.5;0,1139;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;2.5;0,7109;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;2.5;0,2891;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;3.5;0,4985;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;3.5;0,5014;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;4.5;0,3029;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;4.5;0,6971;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;5.5;0,1634;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;5.5;0,8366;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;6.5;0,0808;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;6.5;0,9193;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;7.5;0,036;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;7.5;0,964;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;1.5;0,9283;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;1.5;0,0717;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;2.5;0,7927;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;2.5;0,2073;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;3.5;0,5967;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;3.5;0,4033;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;4.5;0,3932;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;4.5;0,6068;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;5.5;0,2301;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;5.5;0,7699;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;6.5;0,1186;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;6.5;0,8814;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;over;7.5;0,058;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;TOTAL;under;7.5;0,9419;1H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;A;over;0.5;0,5427;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;A;under;0.5;0,4573;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;1.5;0,9412;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;1.5;0,0588;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;2.5;0,8199;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;2.5;0,1801;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;3.5;0,6403;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;3.5;0,3597;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;4.5;0,4356;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;4.5;0,5644;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;5.5;0,267;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;5.5;0,733;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;over;6.5;0,1504;2H
CPV_ESP;2026-06-15;Cabo Verde;Spain;shots_on_target;B;under;6.5;0,8497;2H
