partido_id;fecha;timestamp;torneo;categoria
14058098;2026-01-04;1767542400;Africa Cup of Nations, Knockout stage;Africa
14058099;2026-01-06;1767715200;Africa Cup of Nations, Knockout stage;Africa
14058100;2026-01-05;1767639600;Africa Cup of Nations, Knockout stage;Africa
14058101;2026-01-14;1768420800;Africa Cup of Nations, Knockout stage;Africa
14058102;2026-01-03;1767456000;Africa Cup of Nations, Knockout stage;Africa
14058103;2026-01-14;1768410000;Africa Cup of Nations, Knockout stage;Africa
14085002;2025-08-03;1754222400;African Nations Championship, Group A;Africa
14085004;2025-08-03;1754233200;African Nations Championship, Group A;Africa
14085007;2025-10-14;1760457600;World Cup Qualification, CAF, Group G;Africa
14085009;2025-08-05;1754413200;African Nations Championship, Group D;Africa
14085012;2025-12-16;1765897200;Int. Friendly Games;World
14085014;2025-08-08;1754661600;African Nations Championship, Group C;Africa
14085018;2025-08-10;1754827200;African Nations Championship, Group A;Africa
14085020;2025-08-11;1754920800;African Nations Championship, Group C;Africa
14085022;2025-08-12;1755007200;African Nations Championship, Group D;Africa
14085027;2025-12-29;1767034800;Africa Cup of Nations, Group A;Africa
14085028;2025-08-14;1755190800;African Nations Championship, Group A;Africa
14085029;2025-09-08;1757347200;World Cup Qualification, CAF, Group G;Africa
14085030;2025-08-15;1755277200;African Nations Championship, Group C;Africa
14085034;2025-08-17;1755432000;African Nations Championship, Group A;Africa
14085035;2025-08-18;1755536400;African Nations Championship, Group C;Africa
14085036;2025-08-18;1755536400;African Nations Championship, Group C;Africa
14085038;2026-01-03;1767456000;Africa Cup of Nations, Knockout stage;Africa
14112796;2026-02-21;1771682400;Derde Divisie B;Netherlands Amateur
14112822;2026-02-28;1772285400;Derde Divisie B;Netherlands Amateur
14112852;2026-03-07;1772892000;Derde Divisie B;Netherlands Amateur
14112864;2026-03-14;1773507600;Derde Divisie B;Netherlands Amateur
14112919;2026-03-28;1774704600;Derde Divisie B;Netherlands Amateur
14112937;2026-04-11;1775912400;Derde Divisie B;Netherlands Amateur
14112964;2026-04-18;1776528000;Derde Divisie B;Netherlands Amateur
14113007;2026-04-25;1777122000;Derde Divisie B;Netherlands Amateur
14113017;2026-05-09;1778329800;Derde Divisie B;Netherlands Amateur
14113124;2026-05-16;1778938200;Derde Divisie B;Netherlands Amateur
14113152;2026-01-17;1768656600;Derde Divisie B;Netherlands Amateur
14113164;2026-01-24;1769263200;Derde Divisie B;Netherlands Amateur
14113178;2026-01-31;1769868000;Derde Divisie B;Netherlands Amateur
14113185;2026-02-07;1770483600;Derde Divisie B;Netherlands Amateur
14113197;2026-02-21;1771682400;Derde Divisie B;Netherlands Amateur
14113202;2026-02-28;1772285400;Derde Divisie B;Netherlands Amateur
14113215;2026-03-07;1772892000;Derde Divisie B;Netherlands Amateur
14113223;2026-03-14;1773507600;Derde Divisie B;Netherlands Amateur
14113232;2026-03-21;1774101600;Derde Divisie B;Netherlands Amateur
14113243;2026-03-28;1774704600;Derde Divisie B;Netherlands Amateur
14113253;2026-04-11;1775912400;Derde Divisie B;Netherlands Amateur
14113262;2026-04-18;1776528000;Derde Divisie B;Netherlands Amateur
14113275;2026-04-25;1777122000;Derde Divisie B;Netherlands Amateur
14113282;2026-05-09;1778329800;Derde Divisie B;Netherlands Amateur
14169214;2025-09-09;1757460600;World Cup Qualification, CONMEBOL;South America
14169215;2025-10-11;1760140800;Int. Friendly Games;World
14169216;2025-09-04;1757028600;World Cup Qualification, CONMEBOL;South America
14169217;2025-09-04;1757028600;World Cup Qualification, CONMEBOL;South America
14169218;2025-09-09;1757458800;World Cup Qualification, CONMEBOL;South America
14169219;2025-09-05;1757032200;World Cup Qualification, CONMEBOL;South America
14169220;2025-09-09;1757460600;World Cup Qualification, CONMEBOL;South America
14169221;2025-09-04;1757028600;World Cup Qualification, CONMEBOL;South America
14169222;2025-09-09;1757460600;World Cup Qualification, CONMEBOL;South America
