partido_id;a;b;prob
NZL_IRN;0;6;0,0021
NZL_IRN;1;0;0,0608
NZL_IRN;1;1;0,1256
NZL_IRN;1;2;0,0964
NZL_IRN;1;3;0,0533
NZL_IRN;1;4;0,0221
NZL_IRN;1;5;0,0073
NZL_IRN;1;6;0,002
NZL_IRN;2;0;0,0336
NZL_IRN;2;1;0,0556
NZL_IRN;2;2;0,0461
NZL_IRN;2;3;0,0255
NZL_IRN;2;4;0,0106
NZL_IRN;2;5;0,0035
NZL_IRN;3;0;0,0107
NZL_IRN;3;1;0,0177
NZL_IRN;3;2;0,0147
NZL_IRN;3;3;0,0081
NZL_IRN;3;4;0,0034
NZL_IRN;3;5;0,0011
NZL_IRN;4;0;0,0026
NZL_IRN;4;1;0,0042
NZL_IRN;4;2;0,0035
NZL_IRN;4;3;0,0019
PAN_CRO;0;0;0,081
PAN_CRO;0;1;0,1152
PAN_CRO;0;2;0,1073
PAN_CRO;0;3;0,0617
PAN_CRO;0;4;0,0266
PAN_CRO;0;5;0,0092
PAN_CRO;0;6;0,0026
PAN_CRO;1;0;0,0563
PAN_CRO;1;1;0,1217
PAN_CRO;1;2;0,0973
PAN_CRO;1;3;0,056
PAN_CRO;1;4;0,0242
PAN_CRO;1;5;0,0083
PAN_CRO;1;6;0,0024
PAN_CRO;2;0;0,0296
PAN_CRO;2;1;0,0511
PAN_CRO;2;2;0,0441
PAN_CRO;2;3;0,0254
PAN_CRO;2;4;0,011
PAN_CRO;2;5;0,0038
PAN_CRO;2;6;0,0011
PAN_CRO;3;0;0,009
PAN_CRO;3;1;0,0155
PAN_CRO;3;2;0,0133
PAN_CRO;3;3;0,0077
PAN_CRO;3;4;0,0033
PAN_CRO;3;5;0,0011
PAN_CRO;4;0;0,002
PAN_CRO;4;1;0,0035
PAN_CRO;4;2;0,003
PAN_CRO;4;3;0,0017
PAN_ENG;0;0;0,0709
PAN_ENG;0;1;0,115
PAN_ENG;0;2;0,1203
PAN_ENG;0;3;0,0785
PAN_ENG;0;4;0,0384
PAN_ENG;0;5;0,015
PAN_ENG;0;6;0,0049
PAN_ENG;1;0;0,0432
PAN_ENG;1;1;0,1082
PAN_ENG;1;2;0,098
PAN_ENG;1;3;0,0639
PAN_ENG;1;4;0,0312
PAN_ENG;1;5;0,0122
PAN_ENG;1;6;0,004
PAN_ENG;2;0;0,0208
PAN_ENG;2;1;0,0408
PAN_ENG;2;2;0,0399
PAN_ENG;2;3;0,026
PAN_ENG;2;4;0,0127
PAN_ENG;2;5;0,005
PAN_ENG;2;6;0,0016
PAN_ENG;3;0;0,0057
PAN_ENG;3;1;0,0111
PAN_ENG;3;2;0,0108
PAN_ENG;3;3;0,0071
PAN_ENG;3;4;0,0035
PAN_ENG;3;5;0,0014
PAN_ENG;4;0;0,0012
PAN_ENG;4;1;0,0023
PAN_ENG;4;2;0,0022
PAN_ENG;4;3;0,0014
PAN_GHA;0;0;0,0802
PAN_GHA;0;1;0,0498
PAN_GHA;0;2;0,0237
PAN_GHA;0;3;0,0064
PAN_GHA;0;4;0,0013
PAN_GHA;1;0;0,1223
PAN_GHA;1;1;0,1149
PAN_GHA;1;2;0,0433
PAN_GHA;1;3;0,0117
PAN_GHA;1;4;0,0024
PAN_GHA;2;0;0,1194
PAN_GHA;2;1;0,0971
PAN_GHA;2;2;0,0395
PAN_GHA;2;3;0,0107
PAN_GHA;2;4;0,0022
PAN_GHA;3;0;0,0726
PAN_GHA;3;1;0,0591
PAN_GHA;3;2;0,024
PAN_GHA;3;3;0,0065
PAN_GHA;3;4;0,0013
PAN_GHA;4;0;0,0331
PAN_GHA;4;1;0,027
PAN_GHA;4;2;0,011
PAN_GHA;4;3;0,003
PAN_GHA;5;0;0,0121
PAN_GHA;5;1;0,0098
PAN_GHA;5;2;0,004
PAN_GHA;5;3;0,0011
PAN_GHA;6;0;0,0037
PAN_GHA;6;1;0,003
PAN_GHA;6;2;0,0012
PAR_AUS;0;0;0,1042
PAR_AUS;0;1;0,0934
PAR_AUS;0;2;0,0575
PAR_AUS;0;3;0,0212
PAR_AUS;0;4;0,0059
PAR_AUS;0;5;0,0013
PAR_AUS;1;0;0,1077
PAR_AUS;1;1;0,1413
PAR_AUS;1;2;0,0725
PAR_AUS;1;3;0,0267
PAR_AUS;1;4;0,0074
PAR_AUS;1;5;0,0016
PAR_AUS;2;0;0,0744
PAR_AUS;2;1;0,0824
PAR_AUS;2;2;0,0456
PAR_AUS;2;3;0,0169
PAR_AUS;2;4;0,0047
PAR_AUS;2;5;0,001
PAR_AUS;3;0;0,0313
PAR_AUS;3;1;0,0346
PAR_AUS;3;2;0,0192
PAR_AUS;3;3;0,0071
PAR_AUS;3;4;0,002
PAR_AUS;4;0;0,0098
PAR_AUS;4;1;0,0109
PAR_AUS;4;2;0,006
PAR_AUS;4;3;0,0022
PAR_AUS;5;0;0,0025
PAR_AUS;5;1;0,0027
PAR_AUS;5;2;0,0015
PAR_TUR;0;0;0,0883
PAR_TUR;0;1;0,1004
PAR_TUR;0;2;0,078
PAR_TUR;0;3;0,0367
PAR_TUR;0;4;0,013
PAR_TUR;0;5;0,0037
PAR_TUR;1;0;0,0789
PAR_TUR;1;1;0,1356
PAR_TUR;1;2;0,0887
PAR_TUR;1;3;0,0417
PAR_TUR;1;4;0,0147
PAR_TUR;1;5;0,0042
PAR_TUR;2;0;0,0505
PAR_TUR;2;1;0,0714
PAR_TUR;2;2;0,0504
PAR_TUR;2;3;0,0237
PAR_TUR;2;4;0,0084
PAR_TUR;2;5;0,0024
PAR_TUR;3;0;0,0191
PAR_TUR;3;1;0,027
PAR_TUR;3;2;0,0191
PAR_TUR;3;3;0,009
PAR_TUR;3;4;0,0032
PAR_TUR;4;0;0,0054
PAR_TUR;4;1;0,0077
PAR_TUR;4;2;0,0054
PAR_TUR;4;3;0,0026
PAR_TUR;5;0;0,0012
PAR_TUR;5;1;0,0017
PAR_TUR;5;2;0,0012
PAR_USA;0;0;0,0816
PAR_USA;0;1;0,088
PAR_USA;0;2;0,067
PAR_USA;0;3;0,0306
PAR_USA;0;4;0,0104
PAR_USA;0;5;0,0029
PAR_USA;1;0;0,081
PAR_USA;1;1;0,1343
PAR_USA;1;2;0,0851
PAR_USA;1;3;0,0388
PAR_USA;1;4;0,0133
PAR_USA;1;5;0,0036
PAR_USA;2;0;0,0577
PAR_USA;2;1;0,0789
PAR_USA;2;2;0,054
PAR_USA;2;3;0,0246
PAR_USA;2;4;0,0084
PAR_USA;2;5;0,0023
PAR_USA;3;0;0,0244
PAR_USA;3;1;0,0334
PAR_USA;3;2;0,0228
PAR_USA;3;3;0,0104
PAR_USA;3;4;0,0036
PAR_USA;4;0;0,0077
PAR_USA;4;1;0,0106
PAR_USA;4;2;0,0072
PAR_USA;4;3;0,0033
PAR_USA;4;4;0,0011
PAR_USA;5;0;0,002
PAR_USA;5;1;0,0027
PAR_USA;5;2;0,0018
QAT_BIH;0;0;0,0705
QAT_BIH;0;1;0,0919
QAT_BIH;0;2;0,0835
QAT_BIH;0;3;0,0459
QAT_BIH;0;4;0,019
QAT_BIH;0;5;0,0063
QAT_BIH;0;6;0,0017
QAT_BIH;1;0;0,0608
QAT_BIH;1;1;0,1249
QAT_BIH;1;2;0,0955
QAT_BIH;1;3;0,0525
QAT_BIH;1;4;0,0217
QAT_BIH;1;5;0,0072
QAT_BIH;1;6;0,002
QAT_BIH;2;0;0,04
QAT_BIH;2;1;0,0661
QAT_BIH;2;2;0,0546
QAT_BIH;2;3;0,03
QAT_BIH;2;4;0,0124
QAT_BIH;2;5;0,0041
QAT_BIH;2;6;0,0011
QAT_BIH;3;0;0,0153
QAT_BIH;3;1;0,0252
QAT_BIH;3;2;0,0208
QAT_BIH;3;3;0,0114
QAT_BIH;3;4;0,0047
QAT_BIH;3;5;0,0016
QAT_BIH;4;0;0,0044
QAT_BIH;4;1;0,0072
QAT_BIH;4;2;0,0059
QAT_BIH;4;3;0,0033
QAT_BIH;4;4;0,0014
QAT_BIH;5;1;0,0016
QAT_BIH;5;2;0,0014
QAT_CAN;0;0;0,0661
QAT_CAN;0;1;0,1183
QAT_CAN;0;2;0,1333
QAT_CAN;0;3;0,0945
QAT_CAN;0;4;0,0502
QAT_CAN;0;5;0,0214
QAT_CAN;0;6;0,0076
QAT_CAN;1;0;0,0348
QAT_CAN;1;1;0,0962
QAT_CAN;1;2;0,0947
QAT_CAN;1;3;0,0672
QAT_CAN;1;4;0,0357
QAT_CAN;1;5;0,0152
QAT_CAN;1;6;0,0054
QAT_CAN;2;0;0,0149
QAT_CAN;2;1;0,0317
QAT_CAN;2;2;0,0337
QAT_CAN;2;3;0,0239
QAT_CAN;2;4;0,0127
QAT_CAN;2;5;0,0054
QAT_CAN;2;6;0,0019
QAT_CAN;3;0;0,0035
QAT_CAN;3;1;0,0075
QAT_CAN;3;2;0,008
QAT_CAN;3;3;0,0057
QAT_CAN;3;4;0,003
QAT_CAN;3;5;0,0013
QAT_CAN;4;1;0,0013
QAT_CAN;4;2;0,0014
QAT_CAN;4;3;0,001
QAT_SUI;0;0;0,0573
QAT_SUI;0;1;0,1088
QAT_SUI;0;2;0,1313
QAT_SUI;0;3;0,0996
QAT_SUI;0;4;0,0567
QAT_SUI;0;5;0,0258
QAT_SUI;0;6;0,0098
QAT_SUI;1;0;0,0296
QAT_SUI;1;1;0,0891
QAT_SUI;1;2;0,0939
QAT_SUI;1;3;0,0712
QAT_SUI;1;4;0,0405
QAT_SUI;1;5;0,0184
QAT_SUI;1;6;0,007
QAT_SUI;2;0;0,0129
QAT_SUI;2;1;0,0295
QAT_SUI;2;2;0,0335
QAT_SUI;2;3;0,0255
QAT_SUI;2;4;0,0145
QAT_SUI;2;5;0,0066
QAT_SUI;2;6;0,0025
QAT_SUI;3;0;0,0031
QAT_SUI;3;1;0,007
QAT_SUI;3;2;0,008
QAT_SUI;3;3;0,0061
QAT_SUI;3;4;0,0035
QAT_SUI;3;5;0,0016
QAT_SUI;4;1;0,0013
QAT_SUI;4;2;0,0014
QAT_SUI;4;3;0,0011
RSA_CZE;0;0;0,0409
RSA_CZE;0;1;0,0785
RSA_CZE;0;2;0,1039
RSA_CZE;0;3;0,0849
RSA_CZE;0;4;0,0521
RSA_CZE;0;5;0,0255
RSA_CZE;0;6;0,0104
RSA_CZE;1;0;0,0257
RSA_CZE;1;1;0,0848
RSA_CZE;1;2;0,0962
RSA_CZE;1;3;0,0786
RSA_CZE;1;4;0,0482
RSA_CZE;1;5;0,0236
RSA_CZE;1;6;0,0097
RSA_CZE;2;0;0,0148
RSA_CZE;2;1;0,0363
RSA_CZE;2;2;0,0445
RSA_CZE;2;3;0,0364
RSA_CZE;2;4;0,0223
RSA_CZE;2;5;0,0109
RSA_CZE;2;6;0,0045
RSA_CZE;3;0;0,0046
RSA_CZE;3;1;0,0112
RSA_CZE;3;2;0,0137
RSA_CZE;3;3;0,0112
RSA_CZE;3;4;0,0069
RSA_CZE;3;5;0,0034
RSA_CZE;3;6;0,0014
RSA_CZE;4;0;0,0011
RSA_CZE;4;1;0,0026
RSA_CZE;4;2;0,0032
RSA_CZE;4;3;0,0026
RSA_CZE;4;4;0,0016
RSA_KOR;0;0;0,0699
RSA_KOR;0;1;0,1064
RSA_KOR;0;2;0,1074
RSA_KOR;0;3;0,0669
RSA_KOR;0;4;0,0313
RSA_KOR;0;5;0,0117
RSA_KOR;0;6;0,0036
RSA_KOR;1;0;0,0482
RSA_KOR;1;1;0,1145
RSA_KOR;1;2;0,0991
RSA_KOR;1;3;0,0618
RSA_KOR;1;4;0,0289
RSA_KOR;1;5;0,0108
RSA_KOR;1;6;0,0034
RSA_KOR;2;0;0,0262
RSA_KOR;2;1;0,049
RSA_KOR;2;2;0,0458
RSA_KOR;2;3;0,0285
RSA_KOR;2;4;0,0133
RSA_KOR;2;5;0,005
RSA_KOR;2;6;0,0016
RSA_KOR;3;0;0,0081
RSA_KOR;3;1;0,0151
RSA_KOR;3;2;0,0141
RSA_KOR;3;3;0,0088
RSA_KOR;3;4;0,0041
RSA_KOR;3;5;0,0015
RSA_KOR;4;0;0,0019
RSA_KOR;4;1;0,0035
RSA_KOR;4;2;0,0033
RSA_KOR;4;3;0,002
SEN_FRA;0;0;0,0363
SEN_FRA;0;1;0,0457
SEN_FRA;0;2;0,0483
SEN_FRA;0;3;0,0293
SEN_FRA;0;4;0,0134
SEN_FRA;0;5;0,0049
SEN_FRA;0;6;0,0015
SEN_FRA;1;0;0,0427
SEN_FRA;1;1;0,0984
SEN_FRA;1;2;0,083
SEN_FRA;1;3;0,0505
SEN_FRA;1;4;0,023
SEN_FRA;1;5;0,0084
SEN_FRA;1;6;0,0025
SEN_FRA;2;0;0,043
SEN_FRA;2;1;0,0784
SEN_FRA;2;2;0,0714
SEN_FRA;2;3;0,0434
SEN_FRA;2;4;0,0198
SEN_FRA;2;5;0,0072
SEN_FRA;2;6;0,0022
SEN_FRA;3;0;0,0247
SEN_FRA;3;1;0,045
SEN_FRA;3;2;0,041
SEN_FRA;3;3;0,0249
SEN_FRA;3;4;0,0114
SEN_FRA;3;5;0,0041
SEN_FRA;3;6;0,0013
SEN_FRA;4;0;0,0106
SEN_FRA;4;1;0,0193
SEN_FRA;4;2;0,0176
SEN_FRA;4;3;0,0107
SEN_FRA;4;4;0,0049
SEN_FRA;4;5;0,0018
SEN_FRA;5;0;0,0036
SEN_FRA;5;1;0,0067
SEN_FRA;5;2;0,0061
SEN_FRA;5;3;0,0037
SEN_FRA;5;4;0,0017
SEN_FRA;6;0;0,001
SEN_FRA;6;1;0,0019
SEN_FRA;6;2;0,0017
SEN_FRA;6;3;0,0011
SEN_NOR;0;0;0,0636
SEN_NOR;0;1;0,0696
SEN_NOR;0;2;0,0572
SEN_NOR;0;3;0,0277
SEN_NOR;0;4;0,01
SEN_NOR;0;5;0,0029
SEN_NOR;1;0;0,0703
SEN_NOR;1;1;0,1246
SEN_NOR;1;2;0,0837
SEN_NOR;1;3;0,0405
SEN_NOR;1;4;0,0147
SEN_NOR;1;5;0,0043
SEN_NOR;1;6;0,001
SEN_NOR;2;0;0,0582
SEN_NOR;2;1;0,0844
SEN_NOR;2;2;0,0612
SEN_NOR;2;3;0,0296
SEN_NOR;2;4;0,0107
SEN_NOR;2;5;0,0031
SEN_NOR;3;0;0,0284
SEN_NOR;3;1;0,0412
SEN_NOR;3;2;0,0298
SEN_NOR;3;3;0,0144
SEN_NOR;3;4;0,0052
SEN_NOR;3;5;0,0015
SEN_NOR;4;0;0,0104
SEN_NOR;4;1;0,0151
SEN_NOR;4;2;0,0109
SEN_NOR;4;3;0,0053
SEN_NOR;4;4;0,0019
SEN_NOR;5;0;0,003
SEN_NOR;5;1;0,0044
SEN_NOR;5;2;0,0032
SEN_NOR;5;3;0,0015
SEN_NOR;6;1;0,0011
SUI_BIH;0;0;0,0609
SUI_BIH;0;1;0,0433
SUI_BIH;0;2;0,025
SUI_BIH;0;3;0,0081
SUI_BIH;0;4;0,002
SUI_BIH;1;0;0,096
SUI_BIH;1;1;0,1094
SUI_BIH;1;2;0,0493
SUI_BIH;1;3;0,016
SUI_BIH;1;4;0,0039
SUI_BIH;2;0;0,1027
SUI_BIH;2;1;0,0999
SUI_BIH;2;2;0,0486
SUI_BIH;2;3;0,0158
SUI_BIH;2;4;0,0038
SUI_BIH;3;0;0,0676
SUI_BIH;3;1;0,0657
SUI_BIH;3;2;0,032
SUI_BIH;3;3;0,0104
SUI_BIH;3;4;0,0025
SUI_BIH;4;0;0,0333
SUI_BIH;4;1;0,0324
SUI_BIH;4;2;0,0158
SUI_BIH;4;3;0,0051
SUI_BIH;4;4;0,0012
SUI_BIH;5;0;0,0131
SUI_BIH;5;1;0,0128
SUI_BIH;5;2;0,0062
SUI_BIH;5;3;0,002
SUI_BIH;6;0;0,0043
SUI_BIH;6;1;0,0042
SUI_BIH;6;2;0,002
TUN_NED;0;0;0,0627
TUN_NED;0;1;0,0969
TUN_NED;0;2;0,1017
TUN_NED;0;3;0,0656
TUN_NED;0;4;0,0317
TUN_NED;0;5;0,0123
TUN_NED;0;6;0,004
TUN_NED;1;0;0,0451
TUN_NED;1;1;0,1115
TUN_NED;1;2;0,0998
TUN_NED;1;3;0,0644
TUN_NED;1;4;0,0311
TUN_NED;1;5;0,012
TUN_NED;1;6;0,0039
TUN_NED;2;0;0,0262
TUN_NED;2;1;0,0507
TUN_NED;2;2;0,049
TUN_NED;2;3;0,0316
TUN_NED;2;4;0,0153
TUN_NED;2;5;0,0059
TUN_NED;2;6;0,0019
TUN_NED;3;0;0,0086
TUN_NED;3;1;0,0166
TUN_NED;3;2;0,016
TUN_NED;3;3;0,0103
TUN_NED;3;4;0,005
TUN_NED;3;5;0,0019
TUN_NED;4;0;0,0021
TUN_NED;4;1;0,0041
TUN_NED;4;2;0,0039
TUN_NED;4;3;0,0025
TUN_NED;4;4;0,0012
TUN_SWE;0;0;0,0688
TUN_SWE;0;1;0,0795
TUN_SWE;0;2;0,0667
TUN_SWE;0;3;0,0333
TUN_SWE;0;4;0,0125
TUN_SWE;0;5;0,0037
TUN_SWE;1;0;0,0693
TUN_SWE;1;1;0,1275
TUN_SWE;1;2;0,0885
TUN_SWE;1;3;0,0442
TUN_SWE;1;4;0,0166
TUN_SWE;1;5;0,005
TUN_SWE;1;6;0,0012
TUN_SWE;2;0;0,0522
TUN_SWE;2;1;0,0783
TUN_SWE;2;2;0,0587
TUN_SWE;2;3;0,0293
TUN_SWE;2;4;0,011
TUN_SWE;2;5;0,0033
TUN_SWE;3;0;0,0231
TUN_SWE;3;1;0,0346
TUN_SWE;3;2;0,0259
TUN_SWE;3;3;0,013
TUN_SWE;3;4;0,0049
TUN_SWE;3;5;0,0015
TUN_SWE;4;0;0,0077
TUN_SWE;4;1;0,0115
TUN_SWE;4;2;0,0086
TUN_SWE;4;3;0,0043
TUN_SWE;4;4;0,0016
TUN_SWE;5;0;0,002
TUN_SWE;5;1;0,003
TUN_SWE;5;2;0,0023
TUN_SWE;5;3;0,0011
URU_ESP;0;0;0,0592
URU_ESP;0;1;0,0992
URU_ESP;0;2;0,1109
URU_ESP;0;3;0,0767
URU_ESP;0;4;0,0398
URU_ESP;0;5;0,0165
URU_ESP;0;6;0,0057
URU_ESP;1;0;0,0385
URU_ESP;1;1;0,1035
URU_ESP;1;2;0,0994
URU_ESP;1;3;0,0688
URU_ESP;1;4;0,0357
URU_ESP;1;5;0,0148
URU_ESP;1;6;0,0051
URU_ESP;2;0;0,0207
URU_ESP;2;1;0,043
URU_ESP;2;2;0,0446
URU_ESP;2;3;0,0308
URU_ESP;2;4;0,016
URU_ESP;2;5;0,0066
URU_ESP;2;6;0,0023
URU_ESP;3;0;0,0062
URU_ESP;3;1;0,0128
URU_ESP;3;2;0,0133
URU_ESP;3;3;0,0092
URU_ESP;3;4;0,0048
URU_ESP;3;5;0,002
URU_ESP;4;0;0,0014
URU_ESP;4;1;0,0029
URU_ESP;4;2;0,003
URU_ESP;4;3;0,0021
URU_ESP;4;4;0,0011
USA_TUR;0;0;0,0797
USA_TUR;0;1;0,1029
USA_TUR;0;2;0,09
USA_TUR;0;3;0,0481
USA_TUR;0;4;0,0192
USA_TUR;0;5;0,0062
USA_TUR;0;6;0,0016
USA_TUR;1;0;0,0646
USA_TUR;1;1;0,1283
USA_TUR;1;2;0,0951
USA_TUR;1;3;0,0508
USA_TUR;1;4;0,0203
USA_TUR;1;5;0,0065
USA_TUR;1;6;0,0017
USA_TUR;2;0;0,0392
USA_TUR;2;1;0,0627
USA_TUR;2;2;0,0502
USA_TUR;2;3;0,0268
USA_TUR;2;4;0,0107
USA_TUR;2;5;0,0034
USA_TUR;3;0;0,0138
USA_TUR;3;1;0,0221
USA_TUR;3;2;0,0177
USA_TUR;3;3;0,0094
USA_TUR;3;4;0,0038
USA_TUR;3;5;0,0012
USA_TUR;4;0;0,0036
USA_TUR;4;1;0,0058
USA_TUR;4;2;0,0047
USA_TUR;4;3;0,0025
USA_TUR;5;1;0,0012
UZB_POR;0;0;0,0654
UZB_POR;0;1;0,0847
UZB_POR;0;2;0,0782
UZB_POR;0;3;0,0434
UZB_POR;0;4;0,0181
UZB_POR;0;5;0,006
UZB_POR;0;6;0,0017
UZB_POR;1;0;0,0592
UZB_POR;1;1;0,1229
UZB_POR;1;2;0,0948
UZB_POR;1;3;0,0526
UZB_POR;1;4;0,0219
UZB_POR;1;5;0,0073
UZB_POR;1;6;0,002
UZB_POR;2;0;0,0414
UZB_POR;2;1;0,069
UZB_POR;2;2;0,0575
UZB_POR;2;3;0,0319
UZB_POR;2;4;0,0133
UZB_POR;2;5;0,0044
UZB_POR;2;6;0,0012
UZB_POR;3;0;0,0167
UZB_POR;3;1;0,0279
UZB_POR;3;2;0,0232
UZB_POR;3;3;0,0129
UZB_POR;3;4;0,0054
UZB_POR;3;5;0,0018
UZB_POR;4;0;0,0051
UZB_POR;4;1;0,0085
UZB_POR;4;2;0,007
UZB_POR;4;3;0,0039
UZB_POR;4;4;0,0016
UZB_POR;5;0;0,0012
UZB_POR;5;1;0,0021
UZB_POR;5;2;0,0017
