partido_id;a;b;prob
GHA_ENG;0;0;0,0685
GHA_ENG;0;1;0,1359
GHA_ENG;0;2;0,1603
GHA_ENG;0;3;0,1208
GHA_ENG;0;4;0,0683
GHA_ENG;0;5;0,0309
GHA_ENG;0;6;0,0116
GHA_ENG;1;0;0,0265
GHA_ENG;1;1;0,0791
GHA_ENG;1;2;0,0828
GHA_ENG;1;3;0,0624
GHA_ENG;1;4;0,0353
GHA_ENG;1;5;0,016
GHA_ENG;1;6;0,006
GHA_ENG;2;0;0,0084
GHA_ENG;2;1;0,0189
GHA_ENG;2;2;0,0214
GHA_ENG;2;3;0,0161
GHA_ENG;2;4;0,0091
GHA_ENG;2;5;0,0041
GHA_ENG;2;6;0,0016
GHA_ENG;3;0;0,0014
GHA_ENG;3;1;0,0033
GHA_ENG;3;2;0,0037
GHA_ENG;3;3;0,0028
GHA_ENG;3;4;0,0016
HAI_BRA;0;0;0,0771
HAI_BRA;0;1;0,1338
HAI_BRA;0;2;0,1426
HAI_BRA;0;3;0,0961
HAI_BRA;0;4;0,0485
HAI_BRA;0;5;0,0196
HAI_BRA;0;6;0,0066
HAI_BRA;1;0;0,0378
HAI_BRA;1;1;0,0984
HAI_BRA;1;2;0,0921
HAI_BRA;1;3;0,062
HAI_BRA;1;4;0,0313
HAI_BRA;1;5;0,0127
HAI_BRA;1;6;0,0043
HAI_BRA;2;0;0,0145
HAI_BRA;2;1;0,0294
HAI_BRA;2;2;0,0297
HAI_BRA;2;3;0,02
HAI_BRA;2;4;0,0101
HAI_BRA;2;5;0,0041
HAI_BRA;2;6;0,0014
HAI_BRA;3;0;0,0031
HAI_BRA;3;1;0,0063
HAI_BRA;3;2;0,0064
HAI_BRA;3;3;0,0043
HAI_BRA;3;4;0,0022
HAI_BRA;4;1;0,001
HAI_BRA;4;2;0,001
HAI_MAR;0;0;0,0562
HAI_MAR;0;1;0,0998
HAI_MAR;0;2;0,1168
HAI_MAR;0;3;0,0849
HAI_MAR;0;4;0,0463
HAI_MAR;0;5;0,0202
HAI_MAR;0;6;0,0074
HAI_MAR;1;0;0,034
HAI_MAR;1;1;0,0971
HAI_MAR;1;2;0,0981
HAI_MAR;1;3;0,0714
HAI_MAR;1;4;0,0389
HAI_MAR;1;5;0,017
HAI_MAR;1;6;0,0062
HAI_MAR;2;0;0,0173
HAI_MAR;2;1;0,0378
HAI_MAR;2;2;0,0412
HAI_MAR;2;3;0,03
HAI_MAR;2;4;0,0164
HAI_MAR;2;5;0,0071
HAI_MAR;2;6;0,0026
HAI_MAR;3;0;0,0048
HAI_MAR;3;1;0,0106
HAI_MAR;3;2;0,0115
HAI_MAR;3;3;0,0084
HAI_MAR;3;4;0,0046
HAI_MAR;3;5;0,002
HAI_MAR;4;0;0,001
HAI_MAR;4;1;0,0022
HAI_MAR;4;2;0,0024
HAI_MAR;4;3;0,0018
HAI_SCO;0;0;0,0712
HAI_SCO;0;1;0,1106
HAI_SCO;0;2;0,1126
HAI_SCO;0;3;0,0711
HAI_SCO;0;4;0,0336
HAI_SCO;0;5;0,0127
HAI_SCO;0;6;0,004
HAI_SCO;1;0;0,0468
HAI_SCO;1;1;0,1127
HAI_SCO;1;2;0,0988
HAI_SCO;1;3;0,0624
HAI_SCO;1;4;0,0295
HAI_SCO;1;5;0,0112
HAI_SCO;1;6;0,0035
HAI_SCO;2;0;0,0242
HAI_SCO;2;1;0,0458
HAI_SCO;2;2;0,0433
HAI_SCO;2;3;0,0273
HAI_SCO;2;4;0,0129
HAI_SCO;2;5;0,0049
HAI_SCO;2;6;0,0015
HAI_SCO;3;0;0,0071
HAI_SCO;3;1;0,0134
HAI_SCO;3;2;0,0127
HAI_SCO;3;3;0,008
HAI_SCO;3;4;0,0038
HAI_SCO;3;5;0,0014
HAI_SCO;4;0;0,0016
HAI_SCO;4;1;0,0029
HAI_SCO;4;2;0,0028
HAI_SCO;4;3;0,0018
IRN_BEL;0;0;0,064
IRN_BEL;0;1;0,0838
IRN_BEL;0;2;0,0783
IRN_BEL;0;3;0,044
IRN_BEL;0;4;0,0186
IRN_BEL;0;5;0,0063
IRN_BEL;0;6;0,0018
IRN_BEL;1;0;0,0578
IRN_BEL;1;1;0,1218
IRN_BEL;1;2;0,0951
IRN_BEL;1;3;0,0535
IRN_BEL;1;4;0,0226
IRN_BEL;1;5;0,0076
IRN_BEL;1;6;0,0021
IRN_BEL;2;0;0,0406
IRN_BEL;2;1;0,0685
IRN_BEL;2;2;0,0578
IRN_BEL;2;3;0,0325
IRN_BEL;2;4;0,0137
IRN_BEL;2;5;0,0046
IRN_BEL;2;6;0,0013
IRN_BEL;3;0;0,0165
IRN_BEL;3;1;0,0278
IRN_BEL;3;2;0,0234
IRN_BEL;3;3;0,0132
IRN_BEL;3;4;0,0056
IRN_BEL;3;5;0,0019
IRN_BEL;4;0;0,005
IRN_BEL;4;1;0,0084
IRN_BEL;4;2;0,0071
IRN_BEL;4;3;0,004
IRN_BEL;4;4;0,0017
IRN_BEL;5;0;0,0012
IRN_BEL;5;1;0,0021
IRN_BEL;5;2;0,0017
IRN_EGY;0;0;0,0785
IRN_EGY;0;1;0,0772
IRN_EGY;0;2;0,0551
IRN_EGY;0;3;0,0233
IRN_EGY;0;4;0,0074
IRN_EGY;0;5;0,0019
IRN_EGY;1;0;0,0871
IRN_EGY;1;1;0,1327
IRN_EGY;1;2;0,0779
IRN_EGY;1;3;0,0329
IRN_EGY;1;4;0,0104
IRN_EGY;1;5;0,0026
IRN_EGY;2;0;0,0685
IRN_EGY;2;1;0,0868
IRN_EGY;2;2;0,055
IRN_EGY;2;3;0,0232
IRN_EGY;2;4;0,0074
IRN_EGY;2;5;0,0019
IRN_EGY;3;0;0,0322
IRN_EGY;3;1;0,0409
IRN_EGY;3;2;0,0259
IRN_EGY;3;3;0,0109
IRN_EGY;3;4;0,0035
IRN_EGY;4;0;0,0114
IRN_EGY;4;1;0,0144
IRN_EGY;4;2;0,0091
IRN_EGY;4;3;0,0039
IRN_EGY;4;4;0,0012
IRN_EGY;5;0;0,0032
IRN_EGY;5;1;0,0041
IRN_EGY;5;2;0,0026
IRN_EGY;5;3;0,0011
IRQ_FRA;0;0;0,0711
IRQ_FRA;0;1;0,1307
IRQ_FRA;0;2;0,1467
IRQ_FRA;0;3;0,1044
IRQ_FRA;0;4;0,0557
IRQ_FRA;0;5;0,0238
IRQ_FRA;0;6;0,0085
IRQ_FRA;1;0;0,0328
IRQ_FRA;1;1;0,0912
IRQ_FRA;1;2;0,0901
IRQ_FRA;1;3;0,0641
IRQ_FRA;1;4;0,0342
IRQ_FRA;1;5;0,0146
IRQ_FRA;1;6;0,0052
IRQ_FRA;2;0;0,0121
IRQ_FRA;2;1;0,0259
IRQ_FRA;2;2;0,0277
IRQ_FRA;2;3;0,0197
IRQ_FRA;2;4;0,0105
IRQ_FRA;2;5;0,0045
IRQ_FRA;2;6;0,0016
IRQ_FRA;3;0;0,0025
IRQ_FRA;3;1;0,0053
IRQ_FRA;3;2;0,0057
IRQ_FRA;3;3;0,004
IRQ_FRA;3;4;0,0022
IRQ_NOR;0;0;0,0692
IRQ_NOR;0;1;0,1207
IRQ_NOR;0;2;0,1326
IRQ_NOR;0;3;0,0915
IRQ_NOR;0;4;0,0474
IRQ_NOR;0;5;0,0196
IRQ_NOR;0;6;0,0068
IRQ_NOR;1;0;0,037
IRQ_NOR;1;1;0,0993
IRQ_NOR;1;2;0,0952
IRQ_NOR;1;3;0,0657
IRQ_NOR;1;4;0,034
IRQ_NOR;1;5;0,0141
IRQ_NOR;1;6;0,0049
IRQ_NOR;2;0;0,0159
IRQ_NOR;2;1;0,033
IRQ_NOR;2;2;0,0342
IRQ_NOR;2;3;0,0236
IRQ_NOR;2;4;0,0122
IRQ_NOR;2;5;0,0051
IRQ_NOR;2;6;0,0017
IRQ_NOR;3;0;0,0038
IRQ_NOR;3;1;0,0079
IRQ_NOR;3;2;0,0082
IRQ_NOR;3;3;0,0056
IRQ_NOR;3;4;0,0029
IRQ_NOR;3;5;0,0012
IRQ_NOR;4;1;0,0014
IRQ_NOR;4;2;0,0015
IRQ_NOR;4;3;0,001
IRQ_SEN;0;0;0,0605
IRQ_SEN;0;1;0,096
IRQ_SEN;0;2;0,1032
IRQ_SEN;0;3;0,0683
IRQ_SEN;0;4;0,0339
IRQ_SEN;0;5;0,0134
IRQ_SEN;0;6;0,0044
IRQ_SEN;1;0;0,0427
IRQ_SEN;1;1;0,1088
IRQ_SEN;1;2;0,1
IRQ_SEN;1;3;0,0661
IRQ_SEN;1;4;0,0328
IRQ_SEN;1;5;0,013
IRQ_SEN;1;6;0,0043
IRQ_SEN;2;0;0,0246
IRQ_SEN;2;1;0,0488
IRQ_SEN;2;2;0,0484
IRQ_SEN;2;3;0,032
IRQ_SEN;2;4;0,0159
IRQ_SEN;2;5;0,0063
IRQ_SEN;2;6;0,0021
IRQ_SEN;3;0;0,0079
IRQ_SEN;3;1;0,0157
IRQ_SEN;3;2;0,0156
IRQ_SEN;3;3;0,0103
IRQ_SEN;3;4;0,0051
IRQ_SEN;3;5;0,002
IRQ_SEN;4;0;0,0019
IRQ_SEN;4;1;0,0038
IRQ_SEN;4;2;0,0038
IRQ_SEN;4;3;0,0025
IRQ_SEN;4;4;0,0012
JOR_ALG;0;0;0,0783
JOR_ALG;0;1;0,0846
JOR_ALG;0;2;0,0652
JOR_ALG;0;3;0,03
JOR_ALG;0;4;0,0103
JOR_ALG;0;5;0,0029
JOR_ALG;1;0;0,0794
JOR_ALG;1;1;0,1329
JOR_ALG;1;2;0,0849
JOR_ALG;1;3;0,039
JOR_ALG;1;4;0,0135
JOR_ALG;1;5;0,0037
JOR_ALG;2;0;0,0581
JOR_ALG;2;1;0,0801
JOR_ALG;2;2;0,0553
JOR_ALG;2;3;0,0254
JOR_ALG;2;4;0,0088
JOR_ALG;2;5;0,0024
JOR_ALG;3;0;0,0252
JOR_ALG;3;1;0,0348
JOR_ALG;3;2;0,024
JOR_ALG;3;3;0,011
JOR_ALG;3;4;0,0038
JOR_ALG;3;5;0,0011
JOR_ALG;4;0;0,0082
JOR_ALG;4;1;0,0113
JOR_ALG;4;2;0,0078
JOR_ALG;4;3;0,0036
JOR_ALG;4;4;0,0012
JOR_ALG;5;0;0,0021
JOR_ALG;5;1;0,003
JOR_ALG;5;2;0,002
JOR_AUT;0;0;0,0707
JOR_AUT;0;1;0,0945
JOR_AUT;0;2;0,0872
JOR_AUT;0;3;0,0489
JOR_AUT;0;4;0,0206
JOR_AUT;0;5;0,0069
JOR_AUT;0;6;0,0019
JOR_AUT;1;0;0,0589
JOR_AUT;1;1;0,1238
JOR_AUT;1;2;0,0965
JOR_AUT;1;3;0,0541
JOR_AUT;1;4;0,0228
JOR_AUT;1;5;0,0077
JOR_AUT;1;6;0,0022
JOR_AUT;2;0;0,0377
JOR_AUT;2;1;0,0634
JOR_AUT;2;2;0,0534
JOR_AUT;2;3;0,0299
JOR_AUT;2;4;0,0126
JOR_AUT;2;5;0,0042
JOR_AUT;2;6;0,0012
JOR_AUT;3;0;0,0139
JOR_AUT;3;1;0,0234
JOR_AUT;3;2;0,0197
JOR_AUT;3;3;0,011
JOR_AUT;3;4;0,0046
JOR_AUT;3;5;0,0016
JOR_AUT;4;0;0,0038
JOR_AUT;4;1;0,0065
JOR_AUT;4;2;0,0054
JOR_AUT;4;3;0,0031
JOR_AUT;4;4;0,0013
JOR_AUT;5;1;0,0014
JOR_AUT;5;2;0,0012
JPN_NED;0;0;0,0699
JPN_NED;0;1;0,0902
JPN_NED;0;2;0,0816
JPN_NED;0;3;0,0446
JPN_NED;0;4;0,0183
JPN_NED;0;5;0,006
JPN_NED;0;6;0,0016
JPN_NED;1;0;0,0613
JPN_NED;1;1;0,125
JPN_NED;1;2;0,095
JPN_NED;1;3;0,052
JPN_NED;1;4;0,0213
JPN_NED;1;5;0,007
JPN_NED;1;6;0,0019
JPN_NED;2;0;0,0411
JPN_NED;2;1;0,0674
JPN_NED;2;2;0,0553
JPN_NED;2;3;0,0302
JPN_NED;2;4;0,0124
JPN_NED;2;5;0,0041
JPN_NED;2;6;0,0011
JPN_NED;3;0;0,0159
JPN_NED;3;1;0,0261
JPN_NED;3;2;0,0215
JPN_NED;3;3;0,0117
JPN_NED;3;4;0,0048
JPN_NED;3;5;0,0016
JPN_NED;4;0;0,0046
JPN_NED;4;1;0,0076
JPN_NED;4;2;0,0062
JPN_NED;4;3;0,0034
JPN_NED;4;4;0,0014
JPN_NED;5;0;0,0011
JPN_NED;5;1;0,0018
JPN_NED;5;2;0,0015
JPN_SWE;0;0;0,0762
JPN_SWE;0;1;0,0681
JPN_SWE;0;2;0,0454
JPN_SWE;0;3;0,0176
JPN_SWE;0;4;0,0051
JPN_SWE;0;5;0,0012
JPN_SWE;1;0;0,0932
JPN_SWE;1;1;0,1296
JPN_SWE;1;2;0,07
JPN_SWE;1;3;0,0272
JPN_SWE;1;4;0,0079
JPN_SWE;1;5;0,0019
JPN_SWE;2;0;0,0793
JPN_SWE;2;1;0,0926
JPN_SWE;2;2;0,054
JPN_SWE;2;3;0,021
JPN_SWE;2;4;0,0061
JPN_SWE;2;5;0,0014
JPN_SWE;3;0;0,0408
JPN_SWE;3;1;0,0476
JPN_SWE;3;2;0,0278
JPN_SWE;3;3;0,0108
JPN_SWE;3;4;0,0032
JPN_SWE;4;0;0,0157
JPN_SWE;4;1;0,0184
JPN_SWE;4;2;0,0107
JPN_SWE;4;3;0,0042
JPN_SWE;4;4;0,0012
JPN_SWE;5;0;0,0049
JPN_SWE;5;1;0,0057
JPN_SWE;5;2;0,0033
JPN_SWE;5;3;0,0013
JPN_SWE;6;0;0,0012
JPN_SWE;6;1;0,0015
JPN_TUN;0;0;0,092
JPN_TUN;0;1;0,0567
JPN_TUN;0;2;0,026
JPN_TUN;0;3;0,0068
JPN_TUN;0;4;0,0014
JPN_TUN;1;0;0,1323
JPN_TUN;1;1;0,1205
JPN_TUN;1;2;0,0441
JPN_TUN;1;3;0,0116
JPN_TUN;1;4;0,0023
JPN_TUN;2;0;0,12
JPN_TUN;2;1;0,0948
JPN_TUN;2;2;0,0375
JPN_TUN;2;3;0,0099
JPN_TUN;2;4;0,002
JPN_TUN;3;0;0,0679
JPN_TUN;3;1;0,0537
JPN_TUN;3;2;0,0212
JPN_TUN;3;3;0,0056
JPN_TUN;3;4;0,0011
JPN_TUN;4;0;0,0289
JPN_TUN;4;1;0,0228
JPN_TUN;4;2;0,009
JPN_TUN;4;3;0,0024
JPN_TUN;5;0;0,0098
JPN_TUN;5;1;0,0078
JPN_TUN;5;2;0,0031
JPN_TUN;6;0;0,0028
JPN_TUN;6;1;0,0022
KOR_CZE;0;0;0,0319
KOR_CZE;0;1;0,0539
KOR_CZE;0;2;0,0711
KOR_CZE;0;3;0,056
KOR_CZE;0;4;0,033
KOR_CZE;0;5;0,0156
KOR_CZE;0;6;0,0061
KOR_CZE;1;0;0,0273
KOR_CZE;1;1;0,0858
KOR_CZE;1;2;0,0938
KOR_CZE;1;3;0,0738
KOR_CZE;1;4;0,0436
KOR_CZE;1;5;0,0206
KOR_CZE;1;6;0,0081
KOR_CZE;2;0;0,0222
KOR_CZE;2;1;0,0524
KOR_CZE;2;2;0,0618
KOR_CZE;2;3;0,0487
KOR_CZE;2;4;0,0287
KOR_CZE;2;5;0,0136
KOR_CZE;2;6;0,0053
KOR_CZE;3;0;0,0097
KOR_CZE;3;1;0,023
KOR_CZE;3;2;0,0272
KOR_CZE;3;3;0,0214
KOR_CZE;3;4;0,0126
KOR_CZE;3;5;0,006
KOR_CZE;3;6;0,0023
KOR_CZE;4;0;0,0032
KOR_CZE;4;1;0,0076
KOR_CZE;4;2;0,009
KOR_CZE;4;3;0,0071
KOR_CZE;4;4;0,0042
KOR_CZE;4;5;0,002
KOR_CZE;5;1;0,002
KOR_CZE;5;2;0,0024
KOR_CZE;5;3;0,0019
KOR_CZE;5;4;0,0011
KSA_CPV;0;0;0,075
KSA_CPV;0;1;0,0944
KSA_CPV;0;2;0,0823
KSA_CPV;0;3;0,0435
KSA_CPV;0;4;0,0172
KSA_CPV;0;5;0,0055
KSA_CPV;0;6;0,0014
KSA_CPV;1;0;0,0653
KSA_CPV;1;1;0,1281
KSA_CPV;1;2;0,094
KSA_CPV;1;3;0,0496
KSA_CPV;1;4;0,0197
KSA_CPV;1;5;0,0062
KSA_CPV;1;6;0,0016
KSA_CPV;2;0;0,0427
KSA_CPV;2;1;0,0677
KSA_CPV;2;2;0,0536
KSA_CPV;2;3;0,0283
KSA_CPV;2;4;0,0112
KSA_CPV;2;5;0,0036
KSA_CPV;3;0;0,0163
KSA_CPV;3;1;0,0258
KSA_CPV;3;2;0,0204
KSA_CPV;3;3;0,0108
KSA_CPV;3;4;0,0043
KSA_CPV;3;5;0,0014
KSA_CPV;4;0;0,0046
KSA_CPV;4;1;0,0074
KSA_CPV;4;2;0,0058
KSA_CPV;4;3;0,0031
KSA_CPV;4;4;0,0012
KSA_CPV;5;0;0,0011
KSA_CPV;5;1;0,0017
KSA_CPV;5;2;0,0013
KSA_ESP;0;0;0,0721
KSA_ESP;0;1;0,1645
KSA_ESP;0;2;0,2048
KSA_ESP;0;3;0,1666
KSA_ESP;0;4;0,1017
KSA_ESP;0;5;0,0496
KSA_ESP;0;6;0,0202
KSA_ESP;1;0;0,0138
KSA_ESP;1;1;0,0451
KSA_ESP;1;2;0,051
KSA_ESP;1;3;0,0415
KSA_ESP;1;4;0,0253
KSA_ESP;1;5;0,0124
KSA_ESP;1;6;0,005
KSA_ESP;2;0;0,0021
KSA_ESP;2;1;0,0052
KSA_ESP;2;2;0,0063
KSA_ESP;2;3;0,0052
KSA_ESP;2;4;0,0032
KSA_ESP;2;5;0,0015
KSA_URU;0;0;0,0957
KSA_URU;0;1;0,1578
KSA_URU;0;2;0,1545
KSA_URU;0;3;0,0963
KSA_URU;0;4;0,045
KSA_URU;0;5;0,0168
KSA_URU;0;6;0,0053
KSA_URU;1;0;0,042
KSA_URU;1;1;0,0998
KSA_URU;1;2;0,0865
KSA_URU;1;3;0,0539
KSA_URU;1;4;0,0252
KSA_URU;1;5;0,0094
KSA_URU;1;6;0,0029
KSA_URU;2;0;0,0138
KSA_URU;2;1;0,0259
KSA_URU;2;2;0,0242
KSA_URU;2;3;0,0151
KSA_URU;2;4;0,0071
KSA_URU;2;5;0,0026
KSA_URU;3;0;0,0026
KSA_URU;3;1;0,0048
KSA_URU;3;2;0,0045
KSA_URU;3;3;0,0028
KSA_URU;3;4;0,0013
MAR_BRA;0;0;0,0677
MAR_BRA;0;1;0,0835
MAR_BRA;0;2;0,0738
MAR_BRA;0;3;0,0392
MAR_BRA;0;4;0,0156
MAR_BRA;0;5;0,005
MAR_BRA;0;6;0,0013
MAR_BRA;1;0;0,0638
MAR_BRA;1;1;0,1255
MAR_BRA;1;2;0,0924
MAR_BRA;1;3;0,049
MAR_BRA;1;4;0,0195
MAR_BRA;1;5;0,0062
MAR_BRA;1;6;0,0016
MAR_BRA;2;0;0,0457
MAR_BRA;2;1;0,0728
MAR_BRA;2;2;0,0579
MAR_BRA;2;3;0,0307
MAR_BRA;2;4;0,0122
MAR_BRA;2;5;0,0039
MAR_BRA;2;6;0,001
MAR_BRA;3;0;0,0191
MAR_BRA;3;1;0,0304
MAR_BRA;3;2;0,0242
MAR_BRA;3;3;0,0128
MAR_BRA;3;4;0,0051
MAR_BRA;3;5;0,0016
MAR_BRA;4;0;0,006
MAR_BRA;4;1;0,0095
MAR_BRA;4;2;0,0076
MAR_BRA;4;3;0,004
MAR_BRA;4;4;0,0016
MAR_BRA;5;0;0,0015
MAR_BRA;5;1;0,0024
MAR_BRA;5;2;0,0019
MAR_BRA;5;3;0,001
MAR_SCO;0;0;0,0655
MAR_SCO;0;1;0,0595
MAR_SCO;0;2;0,0418
MAR_SCO;0;3;0,017
MAR_SCO;0;4;0,0052
MAR_SCO;0;5;0,0013
MAR_SCO;1;0;0,0844
MAR_SCO;1;1;0,1231
MAR_SCO;1;2;0,0694
MAR_SCO;1;3;0,0282
MAR_SCO;1;4;0,0086
MAR_SCO;1;5;0,0021
MAR_SCO;2;0;0,0776
MAR_SCO;2;1;0,0946
MAR_SCO;2;2;0,0576
MAR_SCO;2;3;0,0234
MAR_SCO;2;4;0,0071
MAR_SCO;2;5;0,0017
MAR_SCO;3;0;0,043
MAR_SCO;3;1;0,0523
MAR_SCO;3;2;0,0319
MAR_SCO;3;3;0,0129
MAR_SCO;3;4;0,0039
MAR_SCO;4;0;0,0178
MAR_SCO;4;1;0,0217
MAR_SCO;4;2;0,0132
MAR_SCO;4;3;0,0054
MAR_SCO;4;4;0,0016
MAR_SCO;5;0;0,0059
MAR_SCO;5;1;0,0072
MAR_SCO;5;2;0,0044
MAR_SCO;5;3;0,0018
MAR_SCO;6;0;0,0016
MAR_SCO;6;1;0,002
MAR_SCO;6;2;0,0012
MEX_CZE;0;0;0,0413
MEX_CZE;0;1;0,0599
MEX_CZE;0;2;0,0673
MEX_CZE;0;3;0,0447
MEX_CZE;0;4;0,0223
MEX_CZE;0;5;0,0089
MEX_CZE;0;6;0,003
MEX_CZE;1;0;0,0397
MEX_CZE;1;1;0,1018
MEX_CZE;1;2;0,094
MEX_CZE;1;3;0,0625
MEX_CZE;1;4;0,0312
MEX_CZE;1;5;0,0124
MEX_CZE;1;6;0,0041
MEX_CZE;2;0;0,033
MEX_CZE;2;1;0,0659
MEX_CZE;2;2;0,0657
MEX_CZE;2;3;0,0437
MEX_CZE;2;4;0,0218
MEX_CZE;2;5;0,0087
MEX_CZE;2;6;0,0029
MEX_CZE;3;0;0,0154
MEX_CZE;3;1;0,0307
MEX_CZE;3;2;0,0306
MEX_CZE;3;3;0,0203
MEX_CZE;3;4;0,0101
MEX_CZE;3;5;0,004
MEX_CZE;3;6;0,0013
MEX_CZE;4;0;0,0054
MEX_CZE;4;1;0,0107
MEX_CZE;4;2;0,0107
MEX_CZE;4;3;0,0071
MEX_CZE;4;4;0,0035
MEX_CZE;4;5;0,0014
MEX_CZE;5;0;0,0015
MEX_CZE;5;1;0,003
MEX_CZE;5;2;0,003
MEX_CZE;5;3;0,002
MEX_KOR;0;0;0,0848
MEX_KOR;0;1;0,0767
MEX_KOR;0;2;0,0501
MEX_KOR;0;3;0,0194
MEX_KOR;0;4;0,0056
MEX_KOR;0;5;0,0013
MEX_KOR;1;0;0,0975
MEX_KOR;1;1;0,1343
MEX_KOR;1;2;0,072
MEX_KOR;1;3;0,0278
MEX_KOR;1;4;0,008
MEX_KOR;1;5;0,0019
MEX_KOR;2;0;0,0771
MEX_KOR;2;1;0,0893
MEX_KOR;2;2;0,0517
MEX_KOR;2;3;0,02
MEX_KOR;2;4;0,0058
MEX_KOR;2;5;0,0013
MEX_KOR;3;0;0,0369
MEX_KOR;3;1;0,0427
MEX_KOR;3;2;0,0247
MEX_KOR;3;3;0,0096
MEX_KOR;3;4;0,0028
MEX_KOR;4;0;0,0132
MEX_KOR;4;1;0,0153
MEX_KOR;4;2;0,0089
MEX_KOR;4;3;0,0034
MEX_KOR;5;0;0,0038
MEX_KOR;5;1;0,0044
MEX_KOR;5;2;0,0026
MEX_KOR;6;1;0,0011
MEX_RSA;0;0;0,082
MEX_RSA;0;1;0,0504
MEX_RSA;0;2;0,0236
MEX_RSA;0;3;0,0063
MEX_RSA;0;4;0,0013
MEX_RSA;1;0;0,1245
MEX_RSA;1;1;0,1153
MEX_RSA;1;2;0,0428
MEX_RSA;1;3;0,0114
MEX_RSA;1;4;0,0023
MEX_RSA;2;0;0,1205
MEX_RSA;2;1;0,0967
MEX_RSA;2;2;0,0388
MEX_RSA;2;3;0,0104
MEX_RSA;2;4;0,0021
MEX_RSA;3;0;0,0728
MEX_RSA;3;1;0,0584
MEX_RSA;3;2;0,0234
MEX_RSA;3;3;0,0063
MEX_RSA;3;4;0,0013
MEX_RSA;4;0;0,033
MEX_RSA;4;1;0,0265
MEX_RSA;4;2;0,0106
MEX_RSA;4;3;0,0028
MEX_RSA;5;0;0,012
MEX_RSA;5;1;0,0096
MEX_RSA;5;2;0,0038
MEX_RSA;5;3;0,001
MEX_RSA;6;0;0,0036
MEX_RSA;6;1;0,0029
MEX_RSA;6;2;0,0012
NED_SWE;0;0;0,0524
NED_SWE;0;1;0,0435
NED_SWE;0;2;0,03
NED_SWE;0;3;0,0116
NED_SWE;0;4;0,0034
NED_SWE;1;0;0,0787
NED_SWE;1;1;0,109
NED_SWE;1;2;0,0587
NED_SWE;1;3;0,0228
NED_SWE;1;4;0,0066
NED_SWE;1;5;0,0015
NED_SWE;2;0;0,0849
NED_SWE;2;1;0,0987
NED_SWE;2;2;0,0575
NED_SWE;2;3;0,0223
NED_SWE;2;4;0,0065
NED_SWE;2;5;0,0015
NED_SWE;3;0;0,0553
NED_SWE;3;1;0,0644
NED_SWE;3;2;0,0375
NED_SWE;3;3;0,0145
NED_SWE;3;4;0,0042
NED_SWE;4;0;0,0271
NED_SWE;4;1;0,0315
NED_SWE;4;2;0,0183
NED_SWE;4;3;0,0071
NED_SWE;4;4;0,0021
NED_SWE;5;0;0,0106
NED_SWE;5;1;0,0123
NED_SWE;5;2;0,0072
NED_SWE;5;3;0,0028
NED_SWE;6;0;0,0035
NED_SWE;6;1;0,004
NED_SWE;6;2;0,0023
NZL_BEL;0;0;0,0657
NZL_BEL;0;1;0,1099
NZL_BEL;0;2;0,1194
NZL_BEL;0;3;0,0808
NZL_BEL;0;4;0,041
NZL_BEL;0;5;0,0167
NZL_BEL;0;6;0,0056
NZL_BEL;1;0;0,0399
NZL_BEL;1;1;0,1045
NZL_BEL;1;2;0,0983
NZL_BEL;1;3;0,0665
NZL_BEL;1;4;0,0338
NZL_BEL;1;5;0,0137
NZL_BEL;1;6;0,0046
NZL_BEL;2;0;0,0196
NZL_BEL;2;1;0,0398
NZL_BEL;2;2;0,0404
NZL_BEL;2;3;0,0274
NZL_BEL;2;4;0,0139
NZL_BEL;2;5;0,0056
NZL_BEL;2;6;0,0019
NZL_BEL;3;0;0,0054
NZL_BEL;3;1;0,0109
NZL_BEL;3;2;0,0111
NZL_BEL;3;3;0,0075
NZL_BEL;3;4;0,0038
NZL_BEL;3;5;0,0015
NZL_BEL;4;0;0,0011
NZL_BEL;4;1;0,0022
NZL_BEL;4;2;0,0023
NZL_BEL;4;3;0,0015
NZL_EGY;0;0;0,0733
NZL_EGY;0;1;0,0914
NZL_EGY;0;2;0,0797
NZL_EGY;0;3;0,0419
NZL_EGY;0;4;0,0166
NZL_EGY;0;5;0,0052
NZL_EGY;0;6;0,0014
NZL_EGY;1;0;0,0654
NZL_EGY;1;1;0,1278
NZL_EGY;1;2;0,0934
NZL_EGY;1;3;0,0492
NZL_EGY;1;4;0,0194
NZL_EGY;1;5;0,0061
NZL_EGY;1;6;0,0016
NZL_EGY;2;0;0,0439
NZL_EGY;2;1;0,0694
NZL_EGY;2;2;0,0548
NZL_EGY;2;3;0,0289
NZL_EGY;2;4;0,0114
NZL_EGY;2;5;0,0036
NZL_EGY;3;0;0,0172
NZL_EGY;3;1;0,0271
NZL_EGY;3;2;0,0214
NZL_EGY;3;3;0,0113
NZL_EGY;3;4;0,0045
NZL_EGY;3;5;0,0014
NZL_EGY;4;0;0,005
NZL_EGY;4;1;0,008
NZL_EGY;4;2;0,0063
NZL_EGY;4;3;0,0033
NZL_EGY;4;4;0,0013
NZL_EGY;5;0;0,0012
NZL_EGY;5;1;0,0019
NZL_EGY;5;2;0,0015
NZL_IRN;0;0;0,0826
NZL_IRN;0;1;0,1122
NZL_IRN;0;2;0,1008
NZL_IRN;0;3;0,0557
NZL_IRN;0;4;0,0231
NZL_IRN;0;5;0,0077
