equipo;metrica;n;media;mediana;moda;sd;min;max
Austria;free_kicks;30;10,3;10;9;3,40537101123181;5;17
Austria;throw-ins;30;20,5333333333333;20,5;24;4,17491138318782;11;28
Austria;goal_kicks;30;5,8;6;5;2,4268611769967;1;10
Austria;yellow_cards;30;1,96666666666667;1,5;1;1,39539472436354;0;5
Austria;red_cards;30;0,1;0;0;0,305128576629365;0;1
Austria;fouls;30;13,1;14;15;3,80879200688672;5;21
Austria;offsides;30;1,73333333333333;1,5;1;1,20153158964696;0;4
Austria;tackles;30;18,2666666666667;18;19;5,21888700866338;7;28
Austria;total_tackles;30;18,2666666666667;18;19;5,21888700866338;7;28
Austria;interceptions;30;6,86666666666667;6;5;3,74840962444657;1;16
Austria;passes;30;516,8;510;460;84,8054162226073;376;737
Austria;accurate_passes;30;436,433333333333;431;333;80,6827261490994;307;640
Austria;ball_possession;30;59,3;60;60;8,23847156899285;42;71
Austria;big_chances;30;3,1;3;2;2,52368094600751;0;12
Austria;goalkeeper_saves;30;1,3;1,5;2;1,11880478097434;0;4
Austria;aerial_duels;30;12,6;13;13;5,13003327272936;3;22
Austria;ground_duels;30;34,7666666666667;34;30;7,22869441797796;24;51
Austria;dribbles;30;6,46666666666667;6;6;2,77592275224596;2;14
Austria;duels;30;49,0666666666667;49;51;4,47162188683822;43;59
Austria;dispossessed;30;8,66666666666667;9;9;2,56412024750755;3;15
Austria;recoveries;30;53,8333333333333;52;51;8,77332686999727;41;79
Austria;clearances;30;15,9666666666667;14;12;8,15996675674995;6;40
Austria;long_balls;30;23,3333333333333;24;30;6,36441255155861;12;35
Austria;crosses;30;4,8;4;7;3,41800506446226;0;13
Belgium;goles;16;2,6875;2;1;2,38659450542679;0;7
Belgium;expected_goals;16;2,29;2,69;2,69;1,23522197735198;0,1;3,93
Belgium;total_shots;16;17,0625;18,5;8;8,274206910635;5;35
Belgium;shots_on_target;16;6,5;5,5;4;3,70585122924995;2;15
Belgium;shots_off_target;16;5,5625;6;8;2,70724337041698;1;10
Belgium;shots_inside_box;16;11,5;13;13;6,47044563122716;1;22
Belgium;shots_outside_box;16;5,5625;5;7;2,65753645318366;2;13
Belgium;blocked_shots;16;5;5;1;3,3466401061363;1;12
Belgium;corner_kicks;16;7,875;8;10;3,99791612384919;2;15
Belgium;free_kicks;16;10,1875;9,5;8;3,1244999599936;7;17
Belgium;throw-ins;16;17,8125;17;14;5,69466124248552;9;27
Belgium;goal_kicks;16;6,375;5,5;6;4,63141447076376;1;17
Belgium;yellow_cards;16;1,6875;1,5;3;1,44769932421526;0;5
Belgium;red_cards;16;0,0625;0;0;0,25;0;1
Belgium;fouls;16;10,6875;10;10;3,70078820433341;5;20
Belgium;offsides;16;1,3125;1;1;1,13834675443528;0;3
Belgium;tackles;16;13;12,5;12;3,77712412645741;6;19
Belgium;total_tackles;16;13;12,5;12;3,77712412645741;6;19
Belgium;interceptions;16;6,375;6,5;3;3,00832179129826;3;12
Belgium;passes;16;528,875;528,5;342;131,318886684285;313;710
Belgium;accurate_passes;16;462,1875;462;271;127,817170860048;242;654
Belgium;ball_possession;16;59,75;54;46;15,5627761019684;38;82
Belgium;big_chances;16;2,9375;3;0;2,17466472511665;0;6
Belgium;goalkeeper_saves;16;2,1875;2;2;1,83371208208922;0;7
Belgium;aerial_duels;16;11,25;11;10;2,48997991959775;7;17
Belgium;ground_duels;16;33,875;32;50;7,89831205596065;24;50
Belgium;dribbles;16;11,125;10;9;3,685557397916;6;19
Belgium;duels;16;52,8125;53;54;5,83345237973764;46;64
Belgium;dispossessed;16;8,125;7;7;3,57537876781375;4;16
Belgium;recoveries;16;44,8125;45,5;46;8,2721923736496;30;60
Belgium;clearances;16;16,25;15,5;18;7,87824007419593;5;35
Belgium;long_balls;16;25,3125;23;22;9,27159641054333;15;49
Belgium;crosses;16;5,3125;4,5;3;3,26024027744378;1;11
Portugal;goles;30;2,56666666666667;2;2;2,17641485227321;0;9
Portugal;expected_goals;30;2,233;2,04;2,04;1,06379979319419;0,56;5,8
Portugal;total_shots;30;18,2333333333333;18;15;6,79595890741434;7;34
Portugal;shots_on_target;30;6,26666666666667;6;6;3,03920739818713;2;15
Portugal;shots_off_target;30;7,13333333333333;7;5;3,31904985711619;2;16
Portugal;shots_inside_box;30;11,8333333333333;11;11;4,48048129598575;5;24
Portugal;shots_outside_box;30;6,4;6,5;9;3,33838697370555;1;13
Portugal;blocked_shots;30;4,83333333333333;4;4;2,84160388577968;1;12
Portugal;corner_kicks;30;7,2;7;4;3,33632050060521;1;14
Portugal;free_kicks;30;10,2333333333333;9,5;12;3,96261262938667;5;19
Portugal;throw-ins;30;16,9666666666667;16,5;11;5,82789565933468;9;32
Portugal;goal_kicks;30;5,3;5;4;2,84241276820021;0;11
Portugal;yellow_cards;30;1,8;2;2;0,99654575824488;0;4
Portugal;red_cards;30;0,0333333333333333;0;0;0,182574185835055;0;1
Portugal;fouls;30;9,73333333333333;9;9;3,79594459947703;5;21
Portugal;offsides;30;2,33333333333333;2;1;1,66781569587359;0;8
Portugal;tackles;30;14,5333333333333;14,5;11;4,74692883171144;4;25
Portugal;total_tackles;30;14,5333333333333;14,5;11;4,74692883171144;4;25
Portugal;interceptions;30;6,86666666666667;7;8;3,01414290823517;2;14
Portugal;passes;30;661,266666666667;653,5;580;110,398317495092;436;882
Portugal;accurate_passes;30;601,033333333333;594;618;108,098768162088;377;814
Portugal;ball_possession;30;64,5333333333333;66,5;74;10,0197506106116;39;84
Portugal;big_chances;30;3,4;3,5;4;2,20657325218117;0;9
Portugal;goalkeeper_saves;30;2,66666666666667;2,5;1;1,95348200760155;0;7
Portugal;aerial_duels;30;10,6;10;12;5,30191897595448;3;24
Portugal;ground_duels;30;34,3333333333333;33;26;9,65020397616595;15;61
Portugal;dribbles;30;10;9;8;5,35627250729589;3;25
Portugal;duels;30;52,4333333333333;52,5;53;5,70954031203149;42;67
Portugal;dispossessed;30;6,23333333333333;6;7;3,03636958058222;1;18
Portugal;recoveries;30;47,5;44,5;43;9,44220167195094;31;70
Portugal;clearances;30;14,4;11,5;10;7,81510473819549;3;36
Portugal;long_balls;30;24,6333333333333;25,5;28;7,53146655743403;11;50
Portugal;crosses;30;5,6;5;4;2,98963727473464;2;12
France;goles;30;2,56666666666667;2;2;2,69972327232375;0;14
France;expected_goals;30;1,93033333333333;1,9;1,9;0,838263736513768;0,48;4,08
France;total_shots;30;18,0333333333333;16;14;7,23727579407751;6;39
France;shots_on_target;30;6,23333333333333;5,5;3;3,58813498125115;2;20
France;shots_off_target;30;7,36666666666667;6,5;6;3,44897119426222;1;16
France;shots_inside_box;30;12,0333333333333;11,5;13;5,738456679062;3;30
France;shots_outside_box;30;6;6,5;7;3,09616002437725;1;14
France;blocked_shots;30;4,43333333333333;4;4;2,50080446826731;0;11
France;corner_kicks;30;6,23333333333333;6;9;3,22365538216921;2;16
France;free_kicks;30;11,3333333333333;10;9;4,38125579016457;4;24
France;throw-ins;30;18,1666666666667;18;21;5,2920456466698;10;32
France;goal_kicks;30;4,96666666666667;4;4;3,24285244098818;0;13
France;yellow_cards;30;1,86666666666667;2;2;1,25212463115859;0;6
France;red_cards;30;0,1;0;0;0,305128576629365;0;1
France;fouls;30;10,9666666666667;11,5;12;2,76035146854256;6;18
France;offsides;30;1,33333333333333;1;1;1,21295686972625;0;4
France;tackles;30;16,2666666666667;16,5;15;4,55565834852722;6;25
France;total_tackles;30;16,2666666666667;16,5;15;4,55565834852722;6;25
France;interceptions;30;6,96666666666667;7;7;2,77281549099944;2;13
France;passes;30;583,866666666667;591;503;118,927312872723;339;864
France;accurate_passes;30;523,8;533;580;116,701032705297;283;778
France;ball_possession;30;58,1666666666667;57,5;54;10,37265414554;40;77
France;big_chances;30;3,53333333333333;2,5;2;2,47377044809842;1;12
France;goalkeeper_saves;30;2,03333333333333;2;0;1,865907070409;0;6
France;aerial_duels;30;10,8333333333333;9;19;5,94853406069633;2;26
France;ground_duels;30;38,1333333333333;37;37;7,02573266928296;24;57
France;dribbles;30;10,7;10;9;3,82505352678346;3;20
France;duels;30;53,6666666666667;54;54;4,66338143805347;43;65
France;dispossessed;30;9,46666666666667;9;7;3,77590668109897;4;19
France;recoveries;30;48,6333333333333;49;49;8,51563808261148;33;71
France;clearances;30;13,3333333333333;12,5;7;9,01084914416231;0;35
France;long_balls;30;22,0666666666667;22;24;7,29635399423544;4;38
France;crosses;30;5,33333333333333;4,5;2;3,2730175187678;1;13
Netherlands;goles;30;2,73333333333333;2;1;1,99885024422806;0;8
Netherlands;expected_goals;30;1,89933333333333;1,675;1,675;1,15776891069622;0,2;5,07
Netherlands;total_shots;30;15,3333333333333;15;11;6,68675135459372;2;28
Netherlands;shots_on_target;30;5,56666666666667;5;4;2,82456384589554;1;11
Netherlands;shots_off_target;30;5,7;5;4;3,19644198747769;0;14
Netherlands;shots_inside_box;30;10,9333333333333;10;9;5,40072366372823;1;22
Netherlands;shots_outside_box;30;4,4;4,5;5;2,04433616238318;1;9
Netherlands;blocked_shots;30;4,06666666666667;3,5;3;2,49044149711948;0;11
Netherlands;corner_kicks;30;5,46666666666667;5;5;2,92118697336089;2;13
Netherlands;free_kicks;30;11,1666666666667;11,5;12;3,25982158738928;4;18
Netherlands;throw-ins;30;15,0333333333333;14;13;5,8101180077833;6;29
Netherlands;goal_kicks;30;5,4;5;5;3,02404159796239;1;12
Netherlands;yellow_cards;30;1,03333333333333;1;0;1,06619961038982;0;4
Netherlands;red_cards;30;0,1;0;0;0,305128576629365;0;1
Netherlands;fouls;30;10,1333333333333;10;11;2,43159282737898;6;16
Netherlands;offsides;30;1,8;2;0;1,54026419587792;0;5
Netherlands;tackles;30;11,5666666666667;12;12;3,43092762497493;3;18
Netherlands;total_tackles;30;11,5666666666667;12;12;3,43092762497493;3;18
Netherlands;interceptions;30;6,7;6,5;7;3,20721170123703;2;14
Netherlands;passes;30;552,2;575,5;714;119,669487367902;247;717
Netherlands;accurate_passes;30;492,3;507;542;120,288776098073;176;670
Netherlands;ball_possession;30;57,8333333333333;60;65;13,2589158898725;29;79
Netherlands;big_chances;30;3,56666666666667;4;4;2,26948776437408;0;9
Netherlands;goalkeeper_saves;30;2,26666666666667;2;2;1,65952492855809;0;6
Netherlands;aerial_duels;30;12,0666666666667;11,5;16;4,16001768342838;4;20
Netherlands;ground_duels;30;30,7;31;27;6,79325223012284;16;42
Netherlands;dribbles;30;8,06666666666667;9;9;3,72256245943138;0;15
Netherlands;duels;30;52,8666666666667;53,5;57;7,21460842406874;37;64
Netherlands;dispossessed;30;7,83333333333333;8;10;3,73319991551422;1;15
Netherlands;recoveries;30;42,7;43;41;8,36721846419622;26;58
Netherlands;clearances;30;15,5;16;16;7,56922079531809;1;34
Netherlands;long_balls;30;18,9666666666667;19;19;5,7504622502851;10;30
Netherlands;crosses;30;5,26666666666667;5;6;2,85189995149433;1;13
Switzerland;goles;30;1,8;1;1;1,44794741760118;0;4
Switzerland;expected_goals;30;1,542;1,47;1,47;0,83329176907839;0,27;3,71
Switzerland;total_shots;30;11,5666666666667;11;11;4,39971263429418;4;20
Switzerland;shots_on_target;30;4,46666666666667;4;3;2,22421366707014;1;9
Switzerland;shots_off_target;30;3,7;3;3;2,10336348048417;0;9
Switzerland;shots_inside_box;30;7,3;8;9;3,08667883118677;1;12
Switzerland;shots_outside_box;30;4,26666666666667;4;2;2,65139304092608;0;10
Switzerland;blocked_shots;30;3,4;3;2;2,26822123837312;0;8
Switzerland;corner_kicks;30;5;4,5;3;2,98270878969737;0;14
Switzerland;free_kicks;30;10,7;10,5;12;3,22864335767122;3;17
Switzerland;throw-ins;30;19;18,5;18;4,11054153660292;10;29
Switzerland;goal_kicks;30;6,06666666666667;6;6;2,65139304092608;2;14
Switzerland;yellow_cards;30;1,86666666666667;2;2;1,19577801345871;0;5
Switzerland;red_cards;30;0,1;0;0;0,402577899936449;0;2
Switzerland;fouls;30;10,9333333333333;11;13;2,66436682435295;4;14
Switzerland;offsides;30;1,46666666666667;1;1;1,27936765989898;0;5
Switzerland;tackles;30;14,2;14,5;15;5,02682459582999;7;30
Switzerland;total_tackles;30;14,2;14,5;15;5,02682459582999;7;30
Switzerland;interceptions;30;7,3;6,5;6;3,48543768586801;2;19
Switzerland;passes;30;547,9;545;579;102,29583535528;331;777
Switzerland;accurate_passes;30;480,2;473,5;494;101,533211824744;262;713
Switzerland;ball_possession;30;56,7333333333333;56;50;10,2820007892377;34;80
Switzerland;big_chances;30;2,23333333333333;2;1;1,4307782626185;0;5
Switzerland;goalkeeper_saves;30;2,1;2;1;1,37339247724448;0;5
Switzerland;aerial_duels;30;8,53333333333333;8;7;3,50106716079081;3;15
Switzerland;ground_duels;30;31,1333333333333;30,5;28;6,37199331846595;17;44
Switzerland;dribbles;30;6,23333333333333;6;3;2,76284877134695;2;11
Switzerland;duels;30;48;47,5;45;4,76336594987345;39;59
Switzerland;dispossessed;30;8,76666666666667;8;10;3,79367289351474;4;22
Switzerland;recoveries;30;46,5666666666667;46;46;6,63680091887512;31;61
Switzerland;clearances;30;16,6;16;9;7,19482572696374;5;31
Switzerland;long_balls;30;24,7666666666667;25;27;7,14231360821974;13;48
Switzerland;crosses;30;3,26666666666667;3;5;1,77983597332845;0;6
Sweden;goles;12;1,75;1,5;1;1,48477117918737;0;4
Sweden;expected_goals;12;1,2625;1,04;1,04;0,60676676663353;0,6;2,58
Sweden;total_shots;12;10,5833333333333;10,5;13;3,20392751402892;6;16
Sweden;shots_on_target;12;4;4;2;2,41209075662211;0;9
Sweden;shots_off_target;12;4,41666666666667;4,5;6;1,92865159365215;2;8
Sweden;shots_inside_box;12;7,91666666666667;8,5;9;2,10878393795327;5;12
Sweden;shots_outside_box;12;2,66666666666667;2;1;2,22928171609085;0;7
Sweden;blocked_shots;12;2,16666666666667;2;2;1,80067327475704;0;6
Sweden;corner_kicks;12;5;4,5;3;2,66287609379578;2;12
Sweden;free_kicks;12;11,8333333333333;11;11;3,18614424524615;6;19
Sweden;throw-ins;12;17,5;17;17;4,77683805651624;7;25
Sweden;goal_kicks;12;6,16666666666667;5,5;5;2,40580106988894;3;10
Sweden;yellow_cards;12;2;2;2;1,12815214963553;0;4
Sweden;red_cards;12;0;0;0;0;0;0
Sweden;fouls;12;14,3333333333333;15;15;4,59907764138802;6;21
Sweden;offsides;12;1,41666666666667;1;1;1,16450015288132;0;3
Sweden;tackles;12;11,6666666666667;12,5;13;3,62650177878285;6;17
Sweden;total_tackles;12;11,6666666666667;12,5;13;3,62650177878285;6;17
Sweden;interceptions;12;8,75;8;8;3,22278817739603;5;17
Sweden;passes;12;453,416666666667;443,5;626;139,302455981308;251;683
Sweden;accurate_passes;12;378,083333333333;362;395;131,67553671695;184;589
Sweden;ball_possession;12;49,25;48;50;12,3665604830858;32;68
Sweden;big_chances;12;1,75;2;2;0,753778361444409;0;3
Sweden;goalkeeper_saves;12;3,25;3;3;1,48477117918737;2;7
Sweden;aerial_duels;12;9,75;8;7;4,02548698352702;5;16
Sweden;ground_duels;12;30,25;31;35;4,93825512062344;20;36
Sweden;dribbles;12;7,08333333333333;8;10;3,50216383328243;1;13
Sweden;duels;12;47,0833333333333;47;41;4,8889175848561;41;56
Sweden;dispossessed;12;7,08333333333333;6;9;4,12218682769525;2;15
Sweden;recoveries;12;50,1666666666667;51;51;9,79641245404138;34;68
Sweden;clearances;12;21,5;19;9;11,065918193017;9;45
Sweden;long_balls;12;18,75;18,5;16;4,69283786985309;10;27
Sweden;crosses;12;3,91666666666667;3;3;3,11764285473769;1;13
New Zealand;goles;21;1,38095238095238;1;1;1,53219419383414;0;5
New Zealand;expected_goals;21;0,920238095238095;0,865;0,865;0,317090192967538;0,57;2,22
New Zealand;total_shots;21;8,80952380952381;9;9;2,9089353313377;2;16
New Zealand;shots_on_target;21;3,0952380952381;3;3;1,60949563232591;0;7
New Zealand;shots_off_target;21;3,33333333333333;3;3;1,9832633040858;0;8
New Zealand;shots_inside_box;21;5,23809523809524;5;5;2,42703032335325;0;11
New Zealand;shots_outside_box;21;3,45238095238095;3,5;3,5;1,37754094226598;1;6
New Zealand;blocked_shots;21;2,14285714285714;2;2;1,15263672879682;0;5
New Zealand;corner_kicks;21;3,95238095238095;4;4;1,80211515936664;0;7
New Zealand;free_kicks;21;10,6428571428571;10,5;10,5;3,46100728525258;3;20
New Zealand;throw-ins;21;18,6904761904762;19,5;19,5;6,45847542086403;7;31
New Zealand;goal_kicks;21;8,16666666666667;8,5;8,5;2,82547931037078;3;15
New Zealand;yellow_cards;21;1,52380952380952;1;1;0,980767435177556;0;3
New Zealand;red_cards;21;0,0476190476190476;0;0;0,218217890235992;0;1
New Zealand;fouls;21;11,9047619047619;12;12;2,79114245255884;4;19
New Zealand;offsides;21;1,33333333333333;1;1;0,912870929175277;0;3
New Zealand;tackles;21;14,4047619047619;13,5;13,5;4,27088704960412;6;23
New Zealand;total_tackles;21;14,4047619047619;13,5;13,5;4,27088704960412;6;23
New Zealand;interceptions;21;8,23809523809524;8;8;2,42703032335325;4;12
New Zealand;passes;21;400,809523809524;416;416;76,7076391551839;240;558
New Zealand;accurate_passes;21;326,285714285714;338;338;70,8718158770769;163;462
New Zealand;ball_possession;21;46,9761904761905;48,5;48,5;8,31034925631316;27;63
New Zealand;big_chances;21;1,04761904761905;0;0;1,46547570693582;0;5
New Zealand;goalkeeper_saves;21;3,04761904761905;3;3;1,5644868320376;0;7
New Zealand;aerial_duels;21;8,5952380952381;8,5;10;2,8619008002508;3;18
New Zealand;ground_duels;21;28,5714285714286;28;28;5,90399380564909;14;41
New Zealand;dribbles;21;3,69047619047619;3,5;3,5;1,56904581255767;1;7
New Zealand;duels;21;46,2142857142857;45,5;45,5;5,22152139843223;38;60
New Zealand;dispossessed;21;8,40476190476191;8,5;8,5;3,65929995907362;3;20
New Zealand;recoveries;21;45,4047619047619;45,5;45,5;5,19523591287982;34;56
New Zealand;clearances;21;17,8095238095238;18;18;5,45544725589981;8;33
New Zealand;long_balls;21;22,5714285714286;23;23;6,21748686023082;7;37
New Zealand;crosses;21;1,95238095238095;2;2;1,16086995293144;0;5
Qatar;goles;17;0,941176470588235;1;0;1,02899151085505;0;3
Qatar;expected_goals;17;0,794705882352941;0,76;0,76;0,169893998093621;0,7;1,45
Qatar;total_shots;17;9,29411764705882;9;10;4,38412913077319;1;17
Qatar;shots_on_target;17;3;3;3;2,06155281280883;0;8
Qatar;shots_off_target;17;4,11764705882353;4;2;2,39484741009674;1;9
Qatar;shots_inside_box;17;5,97058823529412;5,5;3;3,18429048334993;1;13
Qatar;shots_outside_box;17;3,29411764705882;3;3;2,02375597226892;0;6
Qatar;blocked_shots;17;1,97058823529412;1,5;1;1,90780132150938;0;7
Qatar;corner_kicks;17;4,11764705882353;4;6;2,5466240628815;1;10
Qatar;free_kicks;17;12,1764705882353;12;9;4,01925512560548;4;20
Qatar;throw-ins;17;18,5882352941177;18;23;6,64321856792146;7;31
Qatar;goal_kicks;17;6,44117647058824;6,5;8;3,70760347521303;1;14
Qatar;yellow_cards;17;1,38235294117647;1,5;0;1,45268514057488;0;5
Qatar;red_cards;17;0,0588235294117647;0;0;0,242535625036333;0;1
Qatar;fouls;17;8,58823529411765;9;9;3,5188567662206;3;15
Qatar;offsides;17;2,11764705882353;2;2;1,90007739780438;0;7
Qatar;tackles;17;14,9411764705882;16;16;4,65658925925529;4;22
Qatar;total_tackles;17;14,9411764705882;16;16;4,65658925925529;4;22
Qatar;interceptions;17;6,73529411764706;6,5;4;3,09292361214891;3;15
Qatar;passes;17;458,294117647059;483;487;120,826717195475;215;618
Qatar;accurate_passes;17;385,647058823529;406;400;121,966153694617;142;552
Qatar;ball_possession;17;55,4705882352941;59;59;10,5066505548797;40;70
Qatar;big_chances;17;1,82352941176471;2;1;1,42457423980145;0;5
Qatar;goalkeeper_saves;17;2,29411764705882;2;2;1,31171194829281;0;5
Qatar;aerial_duels;17;16,9411764705882;16;16;7,95668420445425;2;32
Qatar;ground_duels;17;30,9705882352941;32,5;33;6,01163088374136;12;37
Qatar;dribbles;17;4,82352941176471;5;5;2,18618658048802;1;9
Qatar;duels;17;53,9411764705882;55;61;6,91439249170972;40;63
Qatar;dispossessed;17;7,38235294117647;7,5;4;3,01832637692597;2;14
Qatar;recoveries;17;42,7352941176471;43,5;45;8,62430730381219;28;61
Qatar;clearances;17;24,0294117647059;24,5;26;11,3639652358828;4;57
Qatar;long_balls;17;29,5294117647059;30;30;7,95391135746137;16;40
Qatar;crosses;17;4,41176470588235;4;4;2,31998985799;1;8
Japan;goles;29;2,55172413793103;2;1;1,99259713684269;0;7
Japan;expected_goals;29;1,66103448275862;1,75;1,75;0,492075377701325;0,55;2,82
Japan;total_shots;29;13,4827586206897;13;12;4,43702514284364;4;22
Japan;shots_on_target;29;5,37931034482759;5;2;3,12151283267137;1;13
Japan;shots_off_target;29;5,31034482758621;4;4;2,47996901299567;1;10
Japan;shots_inside_box;29;9,55172413793103;9;9;3,4598328499732;3;20
Japan;shots_outside_box;29;3,93103448275862;4;4;2,3134858436499;1;10
Japan;blocked_shots;29;2,79310344827586;3;3;1,78043554753219;0;7
Japan;corner_kicks;29;5,93103448275862;6;9;2,84015887989637;1;13
Japan;free_kicks;29;8,3448275862069;8;7;4,39379320396532;1;18
Japan;throw-ins;29;18,2413793103448;19;20;4,85250430494983;8;30
Japan;goal_kicks;29;5,10344827586207;5;4;2,93190366712491;0;11
Japan;yellow_cards;29;1,13793103448276;1;1;0,639427083469172;0;2
Japan;red_cards;29;0;0;0;0;0;0
Japan;fouls;29;13,3448275862069;13;13;3,88473075063461;6;21
Japan;offsides;29;1,68965517241379;1;1;1,19831573098788;0;5
Japan;tackles;29;13,4137931034483;13;13;5,69158050720103;2;23
Japan;total_tackles;29;13,4137931034483;13;13;5,69158050720103;2;23
Japan;interceptions;29;9,68965517241379;10;5;3,63616210816395;3;16
Japan;passes;29;557,931034482759;598;516;118,227362990155;316;741
Japan;accurate_passes;29;480,655172413793;485;640;113,505593273783;255;656
Japan;ball_possession;29;59,6896551724138;63;66;13,0633168186881;30;78
Japan;big_chances;29;2,58620689655172;2;2;2,19605557728446;0;10
