equipo;metrica;n;media;mediana;moda;sd;min;max
Japan;goalkeeper_saves;29;1,68965517241379;2;2;1,73418256321576;0;9
Japan;aerial_duels;29;19,4137931034483;18;16;6,88433647274381;8;41
Japan;ground_duels;29;31,551724137931;32;34;8,32202845678071;19;62
Japan;dribbles;29;8,55172413793103;8;9;5,39567423892611;3;25
Japan;duels;29;50,6896551724138;52;52;5,63853735008254;37;63
Japan;dispossessed;29;7,03448275862069;6;5;3,90496715388317;1;19
Japan;recoveries;29;50,8448275862069;50,5;47;7,68359040920029;37;71
Japan;clearances;29;15,1379310344828;15;9;7,79067271041392;3;33
Japan;long_balls;29;21,5172413793103;20;18;7,78561259932692;9;39
Japan;crosses;29;5,20689655172414;5;3;3,12111827881367;0;13
Iran;goles;22;2,18181818181818;2;2;1,46827931806048;0;6
Iran;expected_goals;22;1,75727272727273;1,66;1,66;0,712635496343924;0,61;4,44
Iran;total_shots;22;15,2272727272727;15;15;4,66937151049585;6;25
Iran;shots_on_target;22;5,36363636363636;5;5;2,92029767800109;2;13
Iran;shots_off_target;22;6,13636363636364;6;6;2,45522677733413;2;12
Iran;shots_inside_box;22;8,95454545454546;8;8;3,68364820107242;4;19
Iran;shots_outside_box;22;5,95454545454545;5,5;4;2,50670097609383;2;13
Iran;blocked_shots;22;3,54545454545455;3;3;2,04071119086023;0;9
Iran;corner_kicks;22;4,81818181818182;4;3;2,6301613862554;2;12
Iran;free_kicks;22;11,1818181818182;10;10;5,19740194837642;3;26
Iran;throw-ins;22;23,2727272727273;24;24;5,23888227066494;11;32
Iran;goal_kicks;22;7,13636363636364;7;7;2,53161823920806;3;12
Iran;yellow_cards;22;1,59090909090909;1;1;1,50108186094122;0;6
Iran;red_cards;22;0,272727272727273;0;0;0,455842305838552;0;1
Iran;fouls;22;10,7272727272727;11;11;3,66686343431105;5;19
Iran;offsides;22;1,86363636363636;1;1;1,83343171715553;0;6
Iran;tackles;22;14,5454545454545;14,5;13;3,13546947540059;9;23
Iran;total_tackles;22;14,5454545454545;14,5;13;3,13546947540059;9;23
Iran;interceptions;22;7,5;7,5;6;3,19597961731387;2;16
Iran;passes;22;479,5;484;484;99,5043669776309;314;724
Iran;accurate_passes;22;391;406;406;100,273435688431;205;594
Iran;ball_possession;22;56,9545454545455;58;60;9,03157040991566;40;74
Iran;big_chances;22;2,40909090909091;2;0;2,01563155432003;0;6
Iran;goalkeeper_saves;22;2,09090909090909;2;2;1,26901127275908;0;6
Iran;aerial_duels;22;18,8636363636364;16,5;16,5;7,75699656252313;7;41
Iran;ground_duels;22;30,5909090909091;29;29;6,29935061588242;21;47
Iran;dribbles;22;6,09090909090909;5,5;5;2,43797517290947;2;13
Iran;duels;22;52,8636363636364;52,5;52,5;5,42301492797972;43;64
Iran;dispossessed;22;6,27272727272727;6,5;9;2,55756242174566;2;11
Iran;recoveries;22;50,5909090909091;48,5;48,5;8,55881105956001;37;77
Iran;clearances;22;17,4090909090909;15,5;11;6,71997088222923;8;31
Iran;long_balls;22;30,5;31,5;31,5;9,41756211503148;17;50
Iran;crosses;22;4,31818181818182;4;4;1,58524036442018;2;9
Iraq;goles;14;1,07142857142857;1;2;0,91687476825319;0;2
Iraq;expected_goals;14;0,94;0,94;0,94;0;0,94;0,94
Iraq;total_shots;14;8,64285714285714;8;10;4,14370965082372;4;21
Iraq;shots_on_target;14;2,78571428571429;2,5;2;1,3114039117603;1;5
Iraq;shots_off_target;14;3,35714285714286;3,5;4;2,0608863984346;0;7
Iraq;shots_inside_box;14;5,21428571428571;4,5;4;2,77844924729249;2;12
Iraq;shots_outside_box;14;3,42857142857143;3,5;4;2,02728639069326;1;9
Iraq;blocked_shots;14;2,5;2,5;0;2,87562702192596;0;11
Iraq;corner_kicks;14;3,28571428571429;3;1;3,02371578407382;1;12
Iraq;free_kicks;14;12,6428571428571;13;13;2,89846492148843;7;18
Iraq;throw-ins;14;20,7142857142857;21;26;5,1950948970169;13;30
Iraq;goal_kicks;14;8,42857142857143;8;11;4,32727104827913;2;18
Iraq;yellow_cards;14;1,57142857142857;1,5;1;1,08940955880384;0;4
Iraq;red_cards;14;0,214285714285714;0;0;0,42581531362632;0;1
Iraq;fouls;14;10,3571428571429;10;11;3,73357207504562;6;20
Iraq;offsides;14;1,35714285714286;1;1;1,08181776206978;0;3
Iraq;tackles;14;17,4285714285714;17,5;21;5,78744377894987;8;29
Iraq;total_tackles;14;17,4285714285714;17,5;21;5,78744377894987;8;29
Iraq;interceptions;14;6,85714285714286;7,5;8;2,95757548462465;2;13
Iraq;passes;14;326,714285714286;329;232;89,3828658261566;216;528
Iraq;accurate_passes;14;247,928571428571;254,5;138;86,7511598554379;138;444
Iraq;ball_possession;14;43,0714285714286;44;59;14,2260015773625;24;70
Iraq;big_chances;14;1,57142857142857;1,5;1;1,15786844704368;0;3
Iraq;goalkeeper_saves;14;2,64285714285714;3;3;1,73680267056552;0;5
Iraq;aerial_duels;14;17,2142857142857;18,5;19;6,16664191659225;8;29
Iraq;ground_duels;14;35,5;35;29;6,54863461987424;22;45
Iraq;dribbles;14;6,35714285714286;6,5;8;1,94569121026803;2;8
Iraq;duels;14;51,0714285714286;51,5;51;5,38465463094018;40;59
Iraq;dispossessed;14;7,64285714285714;7;6;2,53003930821221;4;12
Iraq;recoveries;14;43,2857142857143;42;48;8,37053965201373;34;63
Iraq;clearances;14;27,4285714285714;25,5;20;8,32710389875492;16;47
Iraq;long_balls;14;22,7857142857143;22,5;21;7,0838773762198;9;39
Iraq;crosses;14;3,42857142857143;2,5;0;3,08131554607857;0;9
Uruguay;goles;31;1,51612903225806;1;0;1,69058111787901;0;6
Uruguay;expected_goals;31;1,15096774193548;1,13;1,53;0,444929618694236;0,18;2,93
Uruguay;total_shots;31;11;11;11;4,77493455452533;3;24
Uruguay;shots_on_target;31;3,17741935483871;2,5;2;2,21565786730403;0;9
Uruguay;shots_off_target;31;4,90322580645161;4;4;2,77314308694037;1;11
Uruguay;shots_inside_box;31;6,58064516129032;6;6;3,8364410030512;0;18
Uruguay;shots_outside_box;31;4,38709677419355;4;4;2,170674539628;1;8
Uruguay;blocked_shots;31;2,87096774193548;3;2;1,5650758338149;0;6
Uruguay;corner_kicks;31;4,66129032258065;4,5;6;2,27078215883938;0;10
Uruguay;free_kicks;31;12,1935483870968;12;11;3,43917969714397;5;19
Uruguay;throw-ins;31;17,9516129032258;17,5;17;5,40733273544619;7;33
Uruguay;goal_kicks;31;7,25806451612903;7;7;3,33634272755347;1;13
Uruguay;yellow_cards;31;2,03225806451613;2;2;1,37801477901465;0;6
Uruguay;red_cards;31;0,0967741935483871;0;0;0,300537153518764;0;1
Uruguay;fouls;31;13,4032258064516;13,5;17;4,94876980477423;0;26
Uruguay;offsides;31;1,61290322580645;1;1;1,25638155974048;0;5
Uruguay;tackles;31;19,4193548387097;19;19;5,62597661772832;12;35
Uruguay;total_tackles;31;19,4193548387097;19;19;5,62597661772832;12;35
Uruguay;interceptions;31;8,7741935483871;8;8;2,60396719666173;3;14
Uruguay;passes;31;422,564516129032;421,5;485;104,188990296119;214;639
Uruguay;accurate_passes;31;349,370967741936;352,5;375;102,939137984696;148;566
Uruguay;ball_possession;31;53,1612903225807;55;55;9,90655262673331;34;71
Uruguay;big_chances;31;1,54838709677419;1;0;1,94659890882225;0;8
Uruguay;goalkeeper_saves;31;2,58064516129032;3;3;1,50053753809287;0;7
Uruguay;aerial_duels;31;12,0967741935484;11;17;5,53988470824485;4;27
Uruguay;ground_duels;31;38,5161290322581;38;38;8,48084495688936;23;63
Uruguay;dribbles;31;7,29032258064516;7;9;3,57951159039979;2;16
Uruguay;duels;31;51,1290322580645;51;47;6,17382612585243;39;62
Uruguay;dispossessed;31;8,40322580645161;8,5;11;3,80880417550073;1;18
Uruguay;recoveries;31;49,258064516129;50;54;7,88656132052275;36;73
Uruguay;clearances;31;17,8548387096774;18,5;19;7,89640587903456;6;39
Uruguay;long_balls;31;26,3870967741936;27;21;6,94587368804836;11;40
Uruguay;crosses;31;3,96774193548387;3;3;2,54929887050985;1;11
Colombia;goles;31;1,96774193548387;2;1;1,64284044605153;0;6
Colombia;expected_goals;31;1,40774193548387;1,34;2,9;0,403052599358275;0,71;2,9
Colombia;total_shots;31;13,0322580645161;13;7;4,72217372945795;6;25
Colombia;shots_on_target;31;5,09677419354839;5;5;2,25617432408162;0;9
Colombia;shots_off_target;31;5,03225806451613;4;3;2,62658042541682;0;11
Colombia;shots_inside_box;31;8,74193548387097;9;9;3,37607012106763;4;18
Colombia;shots_outside_box;31;4,29032258064516;3;3;2,78320616540345;1;11
Colombia;blocked_shots;31;2,90322580645161;3;1;2,41322520995834;0;8
Colombia;corner_kicks;31;4,16129032258065;4;2;2,3818308671209;1;10
Colombia;free_kicks;31;12,0967741935484;13;13;4,36161161888338;3;20
Colombia;throw-ins;31;18,6451612903226;19;19;5,75933090498526;9;31
Colombia;goal_kicks;31;6,67741935483871;6;6;3,56264973275224;2;19
Colombia;yellow_cards;31;1,59677419354839;1,5;2;1,30651798583557;0;5
Colombia;red_cards;31;0,0645161290322581;0;0;0,249731038114707;0;1
Colombia;fouls;31;13,9516129032258;13,5;13;3,71787313462432;7;24
Colombia;offsides;31;2,03225806451613;2;1;1,72208925374078;0;8
Colombia;tackles;31;16,4516129032258;16;16;4,62485105833993;9;26
Colombia;total_tackles;31;16,4516129032258;16;16;4,62485105833993;9;26
Colombia;interceptions;31;7,48387096774194;7;6;2,80322395040586;3;15
Colombia;passes;31;461,354838709678;458;345;110,134931905397;259;747
Colombia;accurate_passes;31;396,645161290323;414;327;109,169760277926;188;680
Colombia;ball_possession;31;56,2258064516129;60;64;10,0090281826604;36;71
Colombia;big_chances;31;2,67741935483871;3;3;1,90415504925752;0;7
Colombia;goalkeeper_saves;31;2,45161290322581;2;2;1,80441513474439;0;7
Colombia;aerial_duels;31;11,5161290322581;10;9;5,60874892610902;1;22
Colombia;ground_duels;31;35,8387096774194;35;26;8,16127757234756;21;53
Colombia;dribbles;31;7,7741935483871;8;8;3,12740230243733;2;17
Colombia;duels;31;50,2258064516129;50;54;5,45716457157839;41;61
Colombia;dispossessed;31;10,0645161290323;9;9;4,28124190604368;3;19
Colombia;recoveries;31;45,3225806451613;45;45;8,98660891465442;28;66
Colombia;clearances;31;14,6129032258065;15;15;6,8199580612339;3;30
Colombia;long_balls;31;25;25;25;9,72282537811584;8;46
Colombia;crosses;31;4,74193548387097;4;3;2,59445231131715;1;10
Paraguay;goles;22;0,954545454545455;1;0;0,843872746402686;0;2
Paraguay;expected_goals;22;0,884090909090909;0,81;0,81;0,377051961695178;0,52;2,52
Paraguay;total_shots;22;10,7727272727273;10,5;8;4,65916217873903;3;21
Paraguay;shots_on_target;22;3,63636363636364;3;2;1,86561504081616;1;7
Paraguay;shots_off_target;22;4,18181818181818;4;1;2,92177968656032;0;11
Paraguay;shots_inside_box;22;5,86363636363636;5,5;4;2,71320324735761;1;11
Paraguay;shots_outside_box;22;4,90909090909091;4;3;3,00648649405931;1;14
Paraguay;blocked_shots;22;2,95454545454545;3;2;1,78558441086152;0;7
Paraguay;corner_kicks;22;3,81818181818182;4;3;2,15221621405347;0;8
Paraguay;free_kicks;22;10,7727272727273;10,5;6;3,7661628594609;6;20
Paraguay;throw-ins;22;18,9545454545455;18,5;14;5,26875129985657;11;32
Paraguay;goal_kicks;22;7,5;7;9;3,14339822182179;2;16
Paraguay;yellow_cards;22;2,31818181818182;2;2;1,39339816332534;0;6
Paraguay;red_cards;22;0,136363636363636;0;0;0,351250086657104;0;1
Paraguay;fouls;22;13,1363636363636;13;10;2,83339699444651;10;18
Paraguay;offsides;22;1,77272727272727;2;2;0,812510406193767;0;3
Paraguay;tackles;22;19,5;20,5;22;4,02077936060494;9;25
Paraguay;total_tackles;22;19,5;20,5;22;4,02077936060494;9;25
Paraguay;interceptions;22;9,13636363636364;9;10;4,41097607754905;2;18
Paraguay;passes;22;302,090909090909;269,5;250;107,448729342089;167;521
Paraguay;accurate_passes;22;225,363636363636;180,5;185;106,543326958944;87;459
Paraguay;ball_possession;22;37,5454545454546;37;29;10,0272356382731;23;61
Paraguay;big_chances;22;1,63636363636364;1;1;1,32899727848998;0;5
Paraguay;goalkeeper_saves;22;2,31818181818182;2;1;1,24924219453478;1;5
Paraguay;aerial_duels;22;16,5454545454545;15,5;10;6,57359271723775;7;33
Paraguay;ground_duels;22;35,3636363636364;35,5;35;4,34845845203687;26;43
Paraguay;dribbles;22;5,68181818181818;5;7;2,95016325030721;1;12
Paraguay;duels;22;51,3636363636364;51;51;4,952589073216;41;59
Paraguay;dispossessed;22;7,5;7;6;2,77317078278208;3;15
Paraguay;recoveries;22;43,7272727272727;43;48;7,36905898354941;31;63
Paraguay;clearances;22;23;21;21;9,65105471660259;8;49
Paraguay;long_balls;22;21,5454545454545;21;21;6,59528888660956;13;38
Paraguay;crosses;22;3,77272727272727;3;3;2,20241897709072;0;9
Brazil;goles;22;1,5;1;1;1,22474487139159;0;5
Brazil;expected_goals;22;1,42136363636364;1,395;1,395;0,487467170611768;0,29;2,69
Brazil;total_shots;22;12,1363636363636;12,5;14;5,09243560910695;3;22
Brazil;shots_on_target;22;4,27272727272727;4;3;1,77768758789984;1;7
Brazil;shots_off_target;22;3,90909090909091;3,5;4;3,00648649405931;0;10
Brazil;shots_inside_box;22;7,27272727272727;8;8;3,94222342607894;0;15
Brazil;shots_outside_box;22;4,86363636363636;5;6;2,3359601787509;0;11
Brazil;blocked_shots;22;3,95454545454545;4;5;2,1264160039007;0;8
Brazil;corner_kicks;22;4,68181818181818;4;4;2,60743193558361;0;11
Brazil;free_kicks;22;14,7272727272727;13,5;12;4,0377011161093;10;26
Brazil;throw-ins;22;16,9090909090909;15;15;4,91750121319946;10;31
Brazil;goal_kicks;22;5,95454545454545;5;5;2,81961281920345;1;14
Brazil;yellow_cards;22;2,27272727272727;2;2;1,35160638754033;1;6
Brazil;red_cards;22;0,0454545454545455;0;0;0,21320071635561;0;1
Brazil;fouls;22;13,1363636363636;13;13;3,9796560577093;8;26
Brazil;offsides;22;1,13636363636364;1;1;0,888843793949921;0;3
Brazil;tackles;22;15,8636363636364;15;15;4,97896006110144;6;29
Brazil;total_tackles;22;15,8636363636364;15;15;4,97896006110144;6;29
Brazil;interceptions;22;6,86363636363636;7;5;2,78252120251118;1;12
Brazil;passes;22;498,772727272727;449,5;625;109,207505331727;338;754
Brazil;accurate_passes;22;436,363636363636;393;563;107,398477179301;288;683
Brazil;ball_possession;22;58,0454545454546;58,5;71;10,5806529311861;41;74
Brazil;big_chances;22;2,04545454545455;2;1;1,58796883522474;0;5
Brazil;goalkeeper_saves;22;2,09090909090909;1;1;2,06810451308832;0;9
Brazil;aerial_duels;22;11,3181818181818;10;19;6,2821467640742;2;24
Brazil;ground_duels;22;38,0909090909091;37;36;6,38382696767752;26;53
Brazil;dribbles;22;8,18181818181818;8;9;2,93803244230465;4;17
Brazil;duels;22;52,4545454545455;52,5;59;5,52679423766206;41;61
Brazil;dispossessed;22;7,09090909090909;6,5;7;3,11538564316325;3;13
Brazil;recoveries;22;42,5909090909091;41,5;41;6,80797215391521;30;58
Brazil;clearances;22;15;13,5;13;6,45865974597561;5;32
Brazil;long_balls;22;21,3181818181818;21;22;7,38329106923105;11;42
Brazil;crosses;22;2,86363636363636;3;2;1,88466125655197;0;8
Mexico;goles;31;1,32258064516129;1;2;1,19407137626396;0;4
Mexico;expected_goals;31;1,27516129032258;1,16;1,16;0,628266774376098;0,27;2,88
Mexico;total_shots;31;12,7096774193548;12;10;5,20380340640124;3;27
Mexico;shots_on_target;31;4,58064516129032;4;4;2,33486892634807;1;11
Mexico;shots_off_target;31;4,7741935483871;4;4;2,14024418263205;1;13
Mexico;shots_inside_box;31;7,41935483870968;6;6;3,86241887550955;1;16
Mexico;shots_outside_box;31;5,29032258064516;5;4;2,68568487090471;1;11
Mexico;blocked_shots;31;3,38709677419355;3;4;2,07649415048279;1;9
Mexico;corner_kicks;31;4,35483870967742;4;3;2,76343249235167;0;12
Mexico;free_kicks;31;13,0322580645161;12;12;4,26211114330087;6;22
Mexico;throw-ins;31;20,0645161290323;20;23;4,92568427646331;11;32
Mexico;goal_kicks;31;6,38709677419355;6;4;3,14830556918944;1;16
Mexico;yellow_cards;31;2,16129032258065;2;2;1,41649271544305;0;5
Mexico;red_cards;31;0,032258064516129;0;0;0,179605302026775;0;1
Mexico;fouls;31;13,4193548387097;13;13;3,92236487804987;7;24
Mexico;offsides;31;1,64516129032258;1;1;1,33037305787447;0;5
Mexico;tackles;31;17,7741935483871;17;16;5,71961349171635;9;30
Mexico;total_tackles;31;17,7741935483871;17;16;5,71961349171635;9;30
Mexico;interceptions;31;7,80645161290323;8;8;3,81592588012145;0;17
Mexico;passes;31;452,967741935484;481;481;97,6239328139597;276;658
Mexico;accurate_passes;31;382,806451612903;397;236;97,3757051681232;200;596
Mexico;ball_possession;31;55,1290322580645;55;60;10,1742876424966;32;77
Mexico;big_chances;31;2,38709677419355;2;1;2,04413664505481;0;10
Mexico;goalkeeper_saves;31;1,80645161290323;2;1;1,30177711452997;0;5
Mexico;aerial_duels;31;12,6774193548387;12;7;5,81026159350388;4;31
Mexico;ground_duels;31;35,5483870967742;37;39;6,30258523505722;24;50
Mexico;dribbles;31;5,19354838709677;5;4;2,98238556459657;0;11
Mexico;duels;31;51,1290322580645;52;55;4,58069816719294;42;58
Mexico;dispossessed;31;8,87096774193548;9;10;3,2735499129016;3;15
Mexico;recoveries;31;42,1290322580645;43;44;7,56633744724562;29;59
Mexico;clearances;31;17,6451612903226;14;10;10,4993599395289;2;47
Mexico;long_balls;31;24,1612903225806;24;19;5,69266647652075;16;35
Mexico;crosses;31;4,19354838709677;3;2;2,54845515085394;1;11
Germany;goles;30;2,23333333333333;2;2;1,75545127970055;0;7
Germany;expected_goals;30;2,25366666666667;2,15;2,15;0,88139968362761;1;5,33
Germany;total_shots;30;16,7;15;11;6,07510465356146;8;31
Germany;shots_on_target;30;6,1;5,5;5;2,52368094600751;2;13
Germany;shots_off_target;30;6,16666666666667;5,5;3;3,4649310420897;1;17
Germany;shots_inside_box;30;11,3666666666667;10;8;4,75237387747054;2;21
Germany;shots_outside_box;30;5,33333333333333;5,5;6;2,74594790283018;1;10
Germany;blocked_shots;30;4,43333333333333;4,5;5;2,22343836454253;1;9
Germany;corner_kicks;30;6,36666666666667;6;5;2,9534705865722;2;13
Germany;free_kicks;30;10,1;10;10;3,74488156435347;3;18
Germany;throw-ins;30;16,4333333333333;16,5;12;4,59897539813421;7;24
Germany;goal_kicks;30;5,1;5;3;2,79593300694247;0;12
Germany;yellow_cards;30;1,7;1;1;1,6006464211428;0;8
Germany;red_cards;30;0,0333333333333333;0;0;0,182574185835055;0;1
Germany;fouls;30;12,4;12;12;3,62557962072368;7;22
Germany;offsides;30;1,96666666666667;2;2;1,24522074855974;0;4
Germany;tackles;30;14,7;15,5;17;5,00448075090782;7;25
Germany;total_tackles;30;14,7;15,5;17;5,00448075090782;7;25
Germany;interceptions;30;7,13333333333333;7;6;2,70036183186411;2;12
Germany;passes;30;630,733333333333;626;637;95,7388449730913;485;815
Germany;accurate_passes;30;565,5;559;642;97,9112018528823;428;757
Germany;ball_possession;30;63,8666666666667;63,5;56;8,81508633686799;49;85
Germany;big_chances;30;3,73333333333333;3;2;2,57217650133559;0;9
Germany;goalkeeper_saves;30;2,4;2;2;1,90462232657725;0;7
Germany;aerial_duels;30;10,5333333333333;10;8;4,84044265098465;2;24
Germany;ground_duels;30;31,7666666666667;31;31;7,85508108491406;17;46
Germany;dribbles;30;7,36666666666667;7;10;2,88256750177665;2;14
Germany;duels;30;49,0666666666667;49;49;4,82760262722987;36;59
Germany;dispossessed;30;7,86666666666667;7,5;7;3,11540480940066;3;16
Germany;recoveries;30;47,9333333333333;48;49;8,87045982298913;31;72
Germany;clearances;30;15,2333333333333;14,5;19;6,26805438291073;1;29
Germany;long_balls;30;21,9666666666667;20,5;18;6,55735088085979;12;45
Germany;crosses;30;4,96666666666667;4;4;2,94177208303188;0;12
Australia;goles;21;1,76190476190476;1;1;1,64026710949046;0;5
Australia;expected_goals;21;1,02166666666667;1,055;1,05;0,293126821245231;0,11;1,73
Australia;total_shots;21;9,57142857142857;9;8;4,89460344227629;1;19
Australia;shots_on_target;21;3,80952380952381;4;4;1,86061945649957;0;7
Australia;shots_off_target;21;3,61904761904762;3;3;2,39741924736143;1;11
Australia;shots_inside_box;21;7,04761904761905;7;7;3,85326083306322;0;14
Australia;shots_outside_box;21;2,52380952380952;2;2;1,56904581255767;0;6
Australia;blocked_shots;21;2,14285714285714;1;1;2,28660696853907;0;9
Australia;corner_kicks;21;3,66666666666667;3;3;3,41076726460973;0;15
Australia;free_kicks;21;11,3809523809524;12;12;3,36862272265967;4;18
Australia;throw-ins;21;21,5714285714286;21;31;7,44695527428108;9;37
Australia;goal_kicks;21;6,28571428571429;5;4;3,77018377725619;1;17
Australia;yellow_cards;21;1,71428571428571;2;2;1,0555973258235;0;4
Australia;red_cards;21;0,0476190476190476;0;0;0,218217890235992;0;1
Australia;fouls;21;10,4761904761905;10;10;3,07602093001734;3;18
Australia;offsides;21;2,23809523809524;2;0;2,14253965902062;0;7
Australia;tackles;21;12,952380952381;12;12;3,72123891299914;6;20
Australia;total_tackles;21;12,952380952381;12;12;3,72123891299914;6;20
Australia;interceptions;21;9,09523809523809;9;10;4,14613991448386;2;21
Australia;passes;21;432,238095238095;430;332;112,909213424727;242;703
Australia;accurate_passes;21;357,190476190476;362;407;108,035465957999;181;610
Australia;ball_possession;21;48,0952380952381;46;34;13,3075345646921;30;73
Australia;big_chances;21;2,28571428571429;2;0;2,07708587070581;0;7
Australia;goalkeeper_saves;21;2,47619047619048;2;1;1,96517295979381;0;8
Australia;aerial_duels;21;16,1904761904762;15;13;5,72380160050161;8;27
Australia;ground_duels;21;29,3809523809524;30;35;5,76607483888469;21;40
Australia;dribbles;21;5,71428571428571;5;4;3,21158616796836;1;15
Australia;duels;21;49,8095238095238;50;46;4,42288421303393;41;57
Australia;dispossessed;21;9,04761904761905;9;11;2,5392162270313;5;14
Australia;recoveries;21;45,5714285714286;46;57;12,690829084703;28;78
Australia;clearances;21;20,9047619047619;19;19;8,6191923165965;5;37
Australia;long_balls;21;23,3809523809524;23;35;7,35850657726274;10;35
Australia;crosses;21;4,0952380952381;2;2;2,96487372251774;0;9
South Africa;goles;31;1,58064516129032;2;0;1,33601880097517;0;5
South Africa;expected_goals;31;1,55451612903226;1,48;1,48;0,609714899001588;0,33;3,59
South Africa;total_shots;31;12,1451612903226;11,5;11,5;5,86400538367633;0;24
South Africa;shots_on_target;31;4,51612903225807;4;6;2,8736848324284;0;11
South Africa;shots_off_target;31;5,41935483870968;5;6;3,19138625624651;0;12
South Africa;shots_inside_box;31;6,7741935483871;7;7;3,67613635419358;0;15
South Africa;shots_outside_box;31;5,45161290322581;5;5;3,35498345428031;0;12
South Africa;blocked_shots;31;2,48387096774194;2;2;2,18892618638966;0;11
South Africa;corner_kicks;31;4,74193548387097;5;1;2,98850845668854;1;14
South Africa;free_kicks;31;13,2741935483871;12,5;9;7,26273445941382;3;44
South Africa;throw-ins;31;19,9838709677419;19,5;19,5;4,86738100516719;11;29
South Africa;goal_kicks;31;7,64516129032258;7;7;3,91193376815759;2;18
South Africa;yellow_cards;31;1,80645161290323;2;1;1,30177711452997;0;5
South Africa;red_cards;31;0,032258064516129;0;0;0,179605302026775;0;1
South Africa;fouls;31;11,6451612903226;12;12;2,86994061607291;6;17
South Africa;offsides;31;2,61290322580645;3;3;1,14535058256817;0;4
South Africa;tackles;31;14,5806451612903;15;15;3,72177550414124;6;24
South Africa;total_tackles;31;14,5806451612903;15;15;3,72177550414124;6;24
South Africa;interceptions;31;6,67741935483871;6;6;4,42257162575647;2;22
South Africa;passes;31;501,887096774194;501,5;501,5;101,219457095085;328;916
South Africa;accurate_passes;31;433,435483870968;435,5;435,5;104,21897955231;245;856
South Africa;ball_possession;31;60,9677419354839;62;62;8,56537164388385;36;82
South Africa;big_chances;31;2,29032258064516;2;0;2,03623096900616;0;7
South Africa;goalkeeper_saves;31;1,67741935483871;2;2;0,87128628185358;0;4
South Africa;aerial_duels;31;9,58064516129032;9;9;4,48534051883382;2;24
South Africa;ground_duels;31;32,5161290322581;33;33;6,15830586953877;18;46
South Africa;dribbles;31;6;6;6;2,93257565972304;1;13
South Africa;duels;31;51,7096774193549;52;52;5,53289284423677;38;66
South Africa;dispossessed;31;6,25806451612903;6;6;2,59445231131715;1;13
South Africa;recoveries;31;43,6935483870968;43,5;43,5;7,32311115505202;26;60
South Africa;clearances;31;16,5161290322581;15;15;8,37006956459318;4;37
South Africa;long_balls;31;27,0806451612903;26,5;26,5;5,35272014056646;18;41
South Africa;crosses;31;3,09677419354839;3;3;1,93829544892202;0;8
DR Congo;goles;25;1,48;1;1;1,15902257671425;0;5
DR Congo;expected_goals;25;0,7864;0,76;0,76;0,240067351660598;0,33;1,53
DR Congo;total_shots;25;12,32;12;12;4,7056703383613;5;28
DR Congo;shots_on_target;25;3,2;3;3;1,52752523165195;0;7
DR Congo;shots_off_target;25;6,28;6;6;3,42198772645373;2;19
DR Congo;shots_inside_box;25;6,76;6;6;3,09946231896222;3;18
DR Congo;shots_outside_box;25;5,2;5;5;2,10158670215308;2;10
DR Congo;blocked_shots;25;2,66;2,5;2,5;1,54596248337403;0;7
DR Congo;corner_kicks;25;4,52;5;5;1,73493515728975;1;9
DR Congo;free_kicks;25;13,26;13,5;13,5;2,81780056072107;5;18
DR Congo;throw-ins;25;19,86;18,5;18,5;5,51422403123655;11;30
DR Congo;goal_kicks;25;8,8;9;9;2,06155281280883;4;13
DR Congo;yellow_cards;25;1,24;1;2;0,969535971483266;0;3
DR Congo;red_cards;25;0;0;0;0;0;0
DR Congo;fouls;25;16,04;16;16;3,72469238103408;7;25
DR Congo;offsides;25;2,36;2;2;1,77670106283152;0;8
DR Congo;tackles;25;15,92;16;16;3,71842260463582;7;25
DR Congo;total_tackles;25;15,92;16;16;3,71842260463582;7;25
DR Congo;interceptions;25;8,44;8;8;3,20260310789;3;18
DR Congo;passes;25;353,18;340,5;340,5;72,2029662363904;218;534
DR Congo;accurate_passes;25;279,88;270;270;73,3588894863238;146;482
DR Congo;ball_possession;25;44,64;45;45;5,53684627442976;31;56
DR Congo;big_chances;25;1,2;1;0;1,5;0;5
DR Congo;goalkeeper_saves;25;2;2;2;1,4142135623731;0;7
DR Congo;aerial_duels;25;15,02;14,5;14,5;3,18355147594632;9;22
DR Congo;ground_duels;25;34,68;34;34;7,10469328448925;22;52
DR Congo;dribbles;25;6,98;6,5;6,5;3,24191301548947;1;17
DR Congo;duels;25;49,28;49;49;3,9425034347903;39;58
DR Congo;dispossessed;25;7,82;7,5;7,5;3,41223289552946;3;21
DR Congo;recoveries;25;47,66;47,5;47,5;7,70649077077239;34;70
DR Congo;clearances;25;19,5;17,5;17,5;6,88597608670453;9;36
DR Congo;long_balls;25;28,34;28,5;28,5;5,97689997685534;15;38
DR Congo;crosses;25;4,24;4;4;1,53514385862259;2;10
South Korea;goles;22;1,59090909090909;2;2;1,18156840517335;0;4
South Korea;expected_goals;22;1,21409090909091;1,145;1,145;0,459980942575307;0,06;2,25
South Korea;total_shots;22;11,9545454545455;12;12;4,84500010051868;4;25
South Korea;shots_on_target;22;4,31818181818182;4;3;2,03274067013838;1;8
South Korea;shots_off_target;22;4,59090909090909;4;4;2,85622279558312;0;10
South Korea;shots_inside_box;22;7,95454545454545;8;8;3,30190814569355;2;18
South Korea;shots_outside_box;22;4;4;4;2,24669068801628;0;8
South Korea;blocked_shots;22;3;3;4;1,87718127089781;0;8
