"partido_id";"partido_completo";"jugador";"home_team";"away_team";"totalPass";"accuratePass";"totalLongBalls";"accurateLongBalls";"goalAssist";"accurateOwnHalfPasses";"totalOwnHalfPasses";"accurateOppositionHalfPasses";"totalOppositionHalfPasses";"totalClearance";"ballRecovery";"saves";"punches";"minutesPlayed";"touches";"rating";"possessionLostCtrl";"totalShots";"totalCross";"accurateCross";"aerialLost";"duelLost";"duelWon";"bigChanceCreated";"totalTackle";"wasFouled";"fouls";"keyPass";"dispossessed";"totalContest";"bigChanceMissed";"shotOffTarget";"onTargetScoringAttempt";"blockedScoringAttempt";"goals";"interceptionWon";"unsuccessfulTouch";"totalOffside";"aerialWon";"wonContest";"totalBallCarriesDistance";"ballCarriesCount";"totalProgression";"bestBallCarryProgression";"totalProgressiveBallCarriesDistance";"progressiveBallCarriesCount";"savedShotsFromInsideTheBox";"penaltyFaced";"challengeLost";"outfielderBlock";"wonTackle";"penaltyConceded";"shotValueNormalized";"passValueNormalized";"dribbleValueNormalized";"defensiveValueNormalized";"ownGoals";"keeperSaveValue";"goalkeeperValueNormalized";"penaltyShootoutGoal";"penaltyShootoutMiss";"goodHighClaim";"hitWoodwork";"penaltyMiss";"errorLeadToAGoal";"expectedGoals";"expectedGoalsOnTarget";"expectedAssists";"totalKeeperSweeper";"accurateKeeperSweeper";"penaltySave";"penaltyWon";"errorLeadToAShot";"goalsPrevented";"penaltyShootoutSave";"clearanceOffLine";"lastManTackle";"crossNotClaimed"
14990872;"South Korea vs Bolivia";"Son Heung-min";"South Korea";"Bolivia";30;21;2;1;0;7;8;14;22;0;2;0;0;76;48;7,5;20;1;8;2;0;5;3;1;0;2;0;2;0;4;0;0;1;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14994225;"Japan vs Bolivia";"Wataru Endo";"Japan";"Bolivia";60;54;3;2;0;36;37;18;23;1;2;0;0;90;77;6,9;7;2;0;0;0;8;12;0;5;4;4;0;0;1;0;2;0;0;0;1;0;0;3;0;88,842875548919;11;4,3983433932778;21,434356575322;22,157108926934;1;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14994225;"Japan vs Bolivia";"Ayase Ueda";"Japan";"Bolivia";4;4;0;0;1;0;0;4;4;1;0;0;0;23;8;6,8;2;1;0;0;2;5;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;31,145066017698;2;25,732586708508;14,42101504429;31,145066017698;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15122651;"Iraq vs Bolivia";"Aymen Hussein";"Iraq";"Bolivia";14;10;0;0;0;2;3;8;11;3;1;0;0;66;25;8,1;6;1;0;0;3;5;8;0;2;2;0;0;1;0;0;0;1;0;1;0;1;0;4;0;21,658903492957;4;13,699429729639;0;0;0;0;0;1;0;2;0;0,49;0,25;0,04;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15122651;"Iraq vs Bolivia";"Rebin Sulaka";"Iraq";"Bolivia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14935677;"Cameroon vs DR Congo";"Cédric Bakambu";"Cameroon";"DR Congo";0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14058096;"Cameroon vs Morocco";"Achraf Hakimi";"Cameroon";"Morocco";26;21;2;2;0;9;12;12;14;3;3;0;0;90;50;7,4;11;0;9;4;1;3;5;0;2;2;2;4;0;0;0;0;0;0;0;0;0;0;1;0;67,233253620181;7;31,185;16,17;21,487105179619;1;0;0;0;0;2;0;0;0,34;0,1;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14058096;"Cameroon vs Morocco";"Youssef En-Nesyri";"Cameroon";"Morocco";4;2;0;0;0;0;0;2;4;2;0;0;0;23;7;6,6;2;0;0;0;0;3;3;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14058096;"Cameroon vs Morocco";"Sofyan Amrabat";"Cameroon";"Morocco";3;1;1;0;0;1;2;0;1;2;1;0;0;22;6;6,5;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,03;-0,04;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14994232;"Algeria vs Zimbabwe";"Mohamed Amoura";"Algeria";"Zimbabwe";27;21;1;0;1;6;6;15;21;1;1;0;0;90;39;8,1;10;3;1;0;0;2;1;1;1;0;2;1;0;0;0;1;1;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13424935;"Egypt vs Zimbabwe";"Mohamed Salah";"Egypt";"Zimbabwe";41;31;1;0;0;6;8;25;33;0;5;0;0;90;66;8,7;17;4;9;5;0;2;5;2;0;3;0;6;1;3;1;1;1;2;1;0;1;0;0;2;93,522859204639;14;34,125;13,86;25,166302429406;3;0;0;0;0;0;0;0,5;0,64;0,23;-0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15016652;"Angola vs Argentina";"Rodrigo De Paul";"Angola";"Argentina";97;84;10;6;0;42;44;42;53;0;9;0;0;90;100;7,1;14;0;0;0;0;3;1;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15016652;"Angola vs Argentina";"Lionel Messi";"Angola";"Argentina";50;40;7;3;1;11;12;29;38;0;2;0;0;86;71;8,1;19;5;2;0;0;5;4;0;0;2;1;1;2;4;1;2;2;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13424960;"Angola vs Egypt";"Mohamed Salah";"Angola";"Egypt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12183448;"Zambia vs Morocco";"Sofyan Amrabat";"Zambia";"Morocco";14;12;1;1;0;5;5;7;9;0;1;0;0;90;24;6,3;5;0;0;0;0;4;2;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
