"partido_id";"partido_completo";"jugador";"home_team";"away_team";"totalPass";"accuratePass";"totalLongBalls";"accurateLongBalls";"goalAssist";"accurateOwnHalfPasses";"totalOwnHalfPasses";"accurateOppositionHalfPasses";"totalOppositionHalfPasses";"totalClearance";"ballRecovery";"saves";"punches";"minutesPlayed";"touches";"rating";"possessionLostCtrl";"totalShots";"totalCross";"accurateCross";"aerialLost";"duelLost";"duelWon";"bigChanceCreated";"totalTackle";"wasFouled";"fouls";"keyPass";"dispossessed";"totalContest";"bigChanceMissed";"shotOffTarget";"onTargetScoringAttempt";"blockedScoringAttempt";"goals";"interceptionWon";"unsuccessfulTouch";"totalOffside";"aerialWon";"wonContest";"totalBallCarriesDistance";"ballCarriesCount";"totalProgression";"bestBallCarryProgression";"totalProgressiveBallCarriesDistance";"progressiveBallCarriesCount";"savedShotsFromInsideTheBox";"penaltyFaced";"challengeLost";"outfielderBlock";"wonTackle";"penaltyConceded";"shotValueNormalized";"passValueNormalized";"dribbleValueNormalized";"defensiveValueNormalized";"ownGoals";"keeperSaveValue";"goalkeeperValueNormalized";"penaltyShootoutGoal";"penaltyShootoutMiss";"goodHighClaim";"hitWoodwork";"penaltyMiss";"errorLeadToAGoal";"expectedGoals";"expectedGoalsOnTarget";"expectedAssists";"totalKeeperSweeper";"accurateKeeperSweeper";"penaltySave";"penaltyWon";"errorLeadToAShot";"goalsPrevented";"penaltyShootoutSave";"clearanceOffLine";"lastManTackle";"crossNotClaimed"
12851457;"Argentina vs Bolivia";"Lionel Messi";"Argentina";"Bolivia";67;54;8;4;2;13;13;41;57;0;4;0;0;90;88;10;18;7;3;0;0;2;6;2;1;3;0;4;1;2;0;1;4;2;3;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12977649;"Paraguay vs Argentina";"Emiliano Martínez";"Paraguay";"Argentina";21;20;4;3;0;20;20;0;1;0;9;0;0;90;29;6,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12977649;"Paraguay vs Argentina";"Rodrigo De Paul";"Paraguay";"Argentina";108;94;11;5;0;45;50;49;58;0;5;0;0;90;118;6,9;17;1;0;0;0;0;3;0;0;2;0;1;0;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12977649;"Paraguay vs Argentina";"Lionel Messi";"Paraguay";"Argentina";46;41;6;3;0;14;15;28;35;0;4;0;0;90;67;7,2;14;3;4;1;0;2;5;0;0;5;0;2;2;0;0;1;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12995973;"Argentina vs Peru";"Emiliano Martínez";"Argentina";"Peru";20;19;1;0;0;19;19;0;1;0;2;0;0;90;20;6,7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12995973;"Argentina vs Peru";"Rodrigo De Paul";"Argentina";"Peru";94;88;6;4;0;37;38;53;60;1;3;0;0;81;112;7,9;10;0;4;2;0;2;7;1;2;4;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
12995973;"Argentina vs Peru";"Lionel Messi";"Argentina";"Peru";61;46;4;4;1;6;6;41;58;0;1;0;0;90;84;8,2;21;3;3;1;0;3;7;0;0;5;0;3;1;4;0;1;1;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129487;"Uruguay vs Argentina";"Federico Valverde";"Uruguay";"Argentina";52;47;4;4;0;15;16;32;37;0;3;0;0;72;62;7,1;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129487;"Uruguay vs Argentina";"Darwin Núñez";"Uruguay";"Argentina";14;9;0;0;0;2;2;7;12;1;3;0;0;72;23;6,7;8;0;0;0;1;2;3;0;1;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129487;"Uruguay vs Argentina";"Emiliano Martínez";"Uruguay";"Argentina";25;19;10;4;0;15;16;4;9;1;11;2;0;90;37;7,5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;NA
13129487;"Uruguay vs Argentina";"Rodrigo De Paul";"Uruguay";"Argentina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129495;"Argentina vs Brazil";"Emiliano Martínez";"Argentina";"Brazil";34;28;13;7;0;23;24;5;10;0;7;0;0;90;41;6,4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129495;"Argentina vs Brazil";"Rodrigo De Paul";"Argentina";"Brazil";76;68;11;10;0;35;38;33;40;0;4;0;0;90;89;7,8;12;1;2;0;0;2;6;0;2;3;0;2;0;2;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129495;"Argentina vs Brazil";"Raphinha";"Argentina";"Brazil";25;16;2;1;0;4;5;12;21;1;2;0;0;90;35;6,6;11;2;1;0;0;1;4;0;2;2;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13129495;"Argentina vs Brazil";"Vinicius Júnior";"Argentina";"Brazil";21;15;0;0;0;7;9;8;15;0;5;0;0;90;39;7,1;15;0;3;0;0;2;7;0;0;0;2;0;0;7;0;0;0;0;0;0;5;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856223;"Chile vs Argentina";"Emiliano Martínez";"Chile";"Argentina";43;41;5;3;0;40;40;1;3;1;4;3;0;90;51;7,6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856223;"Chile vs Argentina";"Rodrigo De Paul";"Chile";"Argentina";104;99;8;6;0;75;76;24;28;0;5;0;0;90;121;7;13;1;0;0;1;7;6;0;4;1;0;2;0;3;0;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856223;"Chile vs Argentina";"Lionel Messi";"Chile";"Argentina";16;13;2;2;0;4;5;9;13;0;3;0;0;33;26;7,3;9;2;2;0;0;1;1;1;0;0;0;1;0;2;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856224;"Argentina vs Colombia";"Emiliano Martínez";"Argentina";"Colombia";25;22;5;2;0;22;22;0;3;0;11;4;0;90;38;7,5;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856224;"Argentina vs Colombia";"Rodrigo De Paul";"Argentina";"Colombia";41;38;2;1;0;17;17;21;27;0;2;0;0;45;53;6,9;8;0;3;0;0;2;5;0;3;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856224;"Argentina vs Colombia";"Lionel Messi";"Argentina";"Colombia";54;43;4;3;0;6;6;38;52;0;2;0;0;78;87;8,2;25;4;4;1;0;5;12;0;1;4;1;1;1;10;0;3;0;1;0;1;3;1;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856224;"Argentina vs Colombia";"James Rodríguez";"Argentina";"Colombia";24;19;1;1;0;7;9;13;20;2;3;0;0;73;36;7;11;0;5;1;0;1;3;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169215;"Argentina vs Venezuela";"Emiliano Martínez";"Argentina";"Venezuela";21;20;3;2;0;20;20;0;1;0;5;0;0;90;25;6,8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169215;"Argentina vs Venezuela";"Rodrigo De Paul";"Argentina";"Venezuela";123;113;14;12;0;51;52;62;72;0;5;0;0;90;132;7,8;13;1;1;0;0;0;2;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169215;"Argentina vs Venezuela";"Lionel Messi";"Argentina";"Venezuela";76;68;8;7;0;18;19;50;57;0;0;0;0;90;106;9,3;23;7;0;0;0;10;5;1;0;1;1;5;2;11;1;0;4;3;2;0;5;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169218;"Ecuador vs Argentina";"Enner Valencia";"Ecuador";"Argentina";5;3;0;0;0;1;1;2;4;0;0;0;0;59;13;6,8;4;4;0;0;2;3;1;0;0;1;0;0;0;0;1;0;2;2;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169218;"Ecuador vs Argentina";"Emiliano Martínez";"Ecuador";"Argentina";28;23;9;4;0;20;20;3;8;0;4;3;0;90;34;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;NA
14169218;"Ecuador vs Argentina";"Rodrigo De Paul";"Ecuador";"Argentina";47;39;6;5;0;21;24;18;24;0;1;0;0;68;60;6,6;15;0;1;0;0;6;2;0;1;1;1;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14787863;"Argentina vs Venezuela";"Emiliano Martínez";"Argentina";"Venezuela";24;22;4;2;0;20;21;2;3;0;3;1;0;90;26;7,1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14787863;"Argentina vs Venezuela";"Rodrigo De Paul";"Argentina";"Venezuela";22;17;3;1;0;3;3;14;19;0;1;0;0;12;24;7,4;5;0;2;2;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14787861;"Puerto Rico vs Argentina";"Emiliano Martínez";"Puerto Rico";"Argentina";8;8;2;2;0;8;8;0;0;0;5;3;0;76;13;7,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14787861;"Puerto Rico vs Argentina";"Rodrigo De Paul";"Puerto Rico";"Argentina";150;136;5;2;0;22;22;114;128;0;5;0;0;90;160;8,6;17;0;0;0;0;4;6;1;3;1;1;4;0;4;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14787861;"Puerto Rico vs Argentina";"Lionel Messi";"Puerto Rico";"Argentina";91;75;3;1;2;4;4;71;87;0;1;0;0;90;111;9,1;23;8;3;1;0;3;2;1;0;1;0;6;2;2;1;2;2;4;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
15016652;"Angola vs Argentina";"Rodrigo De Paul";"Angola";"Argentina";97;84;10;6;0;42;44;42;53;0;9;0;0;90;100;7,1;14;0;0;0;0;3;1;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15016652;"Angola vs Argentina";"Lionel Messi";"Angola";"Argentina";50;40;7;3;1;11;12;29;38;0;2;0;0;86;71;8,1;19;5;2;0;0;5;4;0;0;2;1;1;2;4;1;2;2;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15847002;"Argentina vs Mauritania";"Emiliano Martínez";"Argentina";"Mauritania";19;18;4;3;0;17;17;1;2;0;7;3;0;90;24;7,7;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,2177606266112;2;6,2579158898708;0;0;0;3;0;0;0;1;0;0;0,08;0;-0,05;0;0,755;0,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15847002;"Argentina vs Mauritania";"Rodrigo De Paul";"Argentina";"Mauritania";49;42;5;3;0;17;18;25;31;1;3;0;0;45;54;7,1;8;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;231,82637314507;25;195,44109043708;22,888012076849;24,54434780148;1;0;0;0;0;0;0;0;0,21;0,5;-0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15847002;"Argentina vs Mauritania";"Lionel Messi";"Argentina";"Mauritania";29;27;1;1;0;5;5;22;24;0;2;0;0;45;36;7,5;4;1;0;0;0;2;4;0;0;2;0;0;2;2;0;0;0;1;0;0;0;1;0;2;70,391217902623;11;21,71174895166;0;0;0;0;0;0;0;0;0;-0,08;0,44;0,26;-0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15884050;"Argentina vs Zambia";"Emiliano Martínez";"Argentina";"Zambia";14;13;2;1;0;13;14;0;0;0;3;1;0;74;17;6,7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,930376049738;6;19,969385160369;0;0;0;1;0;0;0;0;0;0;-0,01;0,01;-0,01;0;0,0263;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15884050;"Argentina vs Zambia";"Lionel Messi";"Argentina";"Zambia";75;63;8;5;0;16;16;47;59;0;1;0;0;90;98;8,9;23;3;1;0;1;9;6;0;0;1;0;3;1;10;0;1;1;1;1;0;3;2;0;5;165,43311492048;24;96,734928040353;13,461933700209;34,06370230505;3;0;0;2;0;0;0;0,44;1;0,26;-0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
15884050;"Argentina vs Zambia";"Rodrigo De Paul";"Argentina";"Zambia";51;48;3;2;0;23;24;25;27;1;1;0;0;37;54;6,9;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;78,394987372565;14;6,0462231822689;0;0;0;0;0;1;0;0;0;-0,23;0,29;-0,49;-0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856221;"Ecuador vs Brazil";"Alisson";"Ecuador";"Brazil";29;21;12;5;0;18;21;3;8;0;12;3;0;90;39;7,3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;NA
13856221;"Ecuador vs Brazil";"Bruno Guimarães";"Ecuador";"Brazil";36;29;4;2;0;20;21;9;15;0;7;0;0;89;50;7,1;8;0;0;0;0;4;7;0;4;3;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856221;"Ecuador vs Brazil";"Vinicius Júnior";"Ecuador";"Brazil";18;15;0;0;0;1;1;15;21;0;2;0;0;90;44;6,7;16;1;4;1;0;6;7;0;1;2;1;2;0;9;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856229;"Brazil vs Paraguay";"Alisson";"Brazil";"Paraguay";21;18;4;1;0;18;18;0;3;0;4;1;0;90;25;6,9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856229;"Brazil vs Paraguay";"Bruno Guimarães";"Brazil";"Paraguay";65;49;10;6;0;17;21;32;45;1;3;0;0;90;84;7,9;17;1;1;0;2;6;12;0;4;4;3;1;0;2;0;0;1;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856229;"Brazil vs Paraguay";"Raphinha";"Brazil";"Paraguay";37;33;1;1;0;9;10;26;38;2;6;0;0;90;75;7,6;19;3;11;2;0;7;5;0;3;1;0;2;2;5;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
13856229;"Brazil vs Paraguay";"Vinicius Júnior";"Brazil";"Paraguay";19;12;0;0;0;5;7;7;16;0;3;0;0;78;32;6,7;17;2;4;0;0;5;1;0;0;1;1;1;0;4;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169219;"Brazil vs Chile";"Alisson";"Brazil";"Chile";20;19;2;1;0;18;18;1;2;0;5;0;0;90;21;6,7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169219;"Brazil vs Chile";"Bruno Guimarães";"Brazil";"Chile";64;58;3;2;0;19;19;40;47;1;5;0;0;90;81;8,9;10;2;2;1;2;3;5;1;2;2;0;5;0;2;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169219;"Brazil vs Chile";"Raphinha";"Brazil";"Chile";36;30;2;2;0;5;6;27;37;0;1;0;0;79;57;7;15;4;7;2;2;8;4;0;0;1;2;3;0;4;1;0;1;3;0;0;1;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169220;"Bolivia vs Brazil";"Alisson";"Bolivia";"Brazil";36;29;10;4;0;26;28;3;8;1;15;9;1;90;52;8,6;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169220;"Bolivia vs Brazil";"Bruno Guimarães";"Bolivia";"Brazil";59;52;3;2;0;23;26;30;38;0;3;0;0;90;82;7,2;16;1;5;1;1;5;8;0;3;4;2;2;1;1;0;0;1;0;0;1;4;0;0;1;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14169220;"Bolivia vs Brazil";"Raphinha";"Bolivia";"Brazil";11;9;0;0;0;2;2;8;11;0;0;0;0;29;22;7;5;2;2;1;0;2;4;0;0;1;0;2;1;3;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14794176;"South Korea vs Brazil";"Son Heung-min";"South Korea";"Brazil";21;18;0;0;0;8;8;10;13;0;0;0;0;63;29;6,3;8;0;2;0;0;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14794176;"South Korea vs Brazil";"Bruno Guimarães";"South Korea";"Brazil";66;64;3;3;1;15;16;49;50;1;4;0;0;79;82;7,9;7;1;1;0;0;4;5;1;1;4;2;2;1;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14794176;"South Korea vs Brazil";"Vinicius Júnior";"South Korea";"Brazil";32;30;3;3;1;7;7;23;25;0;4;0;0;79;49;8,2;12;4;0;0;0;9;3;1;1;0;1;3;2;7;0;1;1;2;1;0;3;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14561709;"Japan vs Brazil";"Ayase Ueda";"Japan";"Brazil";16;12;0;0;0;4;4;8;12;0;0;0;0;74;27;7,4;9;3;0;0;0;1;7;0;1;1;1;0;0;0;1;1;1;1;1;0;5;2;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14561709;"Japan vs Brazil";"Bruno Guimarães";"Japan";"Brazil";54;46;5;2;1;16;19;30;35;0;2;0;0;57;61;7,3;9;0;0;0;0;1;5;0;1;1;0;1;0;3;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14561709;"Japan vs Brazil";"Vinicius Júnior";"Japan";"Brazil";28;22;3;3;0;4;4;18;24;0;1;0;0;57;35;6,7;9;0;0;0;1;3;3;0;3;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14925456;"Brazil vs Senegal";"Bruno Guimarães";"Brazil";"Senegal";27;24;1;0;0;13;13;11;14;0;5;0;0;90;44;6,9;10;1;1;0;0;8;5;0;4;0;2;2;5;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
14925456;"Brazil vs Senegal";"Vinicius Júnior";"Brazil";"Senegal";29;23;1;1;0;8;8;15;21;0;4;0;0;89;47;7,3;13;2;3;1;1;7;5;0;1;1;2;3;1;5;0;0;2;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
