partido_id;fecha;equipo_a;equipo_b;mercado;ambito;evento;linea;periodo;cuota_media;cuota_max;prob_implicita;n_casas
PAN_ENG;2026-06-27;Panama;England;goles;TOTAL;under;2.5;FT;2,2;2,28;0,4241;5
PAN_ENG;2026-06-27;Panama;England;goles;TOTAL;over;2.75;FT;1,815;1,85;0,5261;2
PAN_ENG;2026-06-27;Panama;England;goles;TOTAL;under;2.75;FT;2,015;2,02;0,4739;2
PAN_ENG;2026-06-27;Panama;England;goles;TOTAL;over;3.0;FT;1,99;1,99;0,4665;1
PAN_ENG;2026-06-27;Panama;England;goles;TOTAL;under;3.0;FT;1,74;1,74;0,5335;1
COL_POR;2026-06-28;Colombia;Portugal;1X2;-;gana_A;-;FT;3,5;3,7;0,2676;15
COL_POR;2026-06-28;Colombia;Portugal;1X2;-;empate;-;FT;3,27;3,4;0,2864;15
COL_POR;2026-06-28;Colombia;Portugal;1X2;-;gana_B;-;FT;2,1;2,2;0,446;15
COL_POR;2026-06-28;Colombia;Portugal;goles;TOTAL;over;2.5;FT;2,055;2,1;0,4549;6
COL_POR;2026-06-28;Colombia;Portugal;goles;TOTAL;under;2.5;FT;1,715;1,76;0,5451;6
COL_POR;2026-06-28;Colombia;Portugal;goles;TOTAL;over;2.25;FT;1,85;1,87;0,5163;2
COL_POR;2026-06-28;Colombia;Portugal;goles;TOTAL;under;2.25;FT;1,975;1,99;0,4837;2
COD_UZB;2026-06-28;DR Congo;Uzbekistan;1X2;-;gana_A;-;FT;2,3;2,36;0,4048;15
COD_UZB;2026-06-28;DR Congo;Uzbekistan;1X2;-;empate;-;FT;3,2;3,35;0,2909;15
COD_UZB;2026-06-28;DR Congo;Uzbekistan;1X2;-;gana_B;-;FT;3,06;3,3;0,3043;15
COD_UZB;2026-06-28;DR Congo;Uzbekistan;goles;TOTAL;over;2.5;FT;2,23;2,25;0,4223;5
COD_UZB;2026-06-28;DR Congo;Uzbekistan;goles;TOTAL;under;2.5;FT;1,63;1,66;0,5777;5
COD_UZB;2026-06-28;DR Congo;Uzbekistan;goles;TOTAL;over;2.25;FT;2,02;2,09;0,474;2
COD_UZB;2026-06-28;DR Congo;Uzbekistan;goles;TOTAL;under;2.25;FT;1,82;1,84;0,526;2
COD_UZB;2026-06-28;DR Congo;Uzbekistan;goles;TOTAL;over;2.0;FT;1,64;1,64;0,5638;1
COD_UZB;2026-06-28;DR Congo;Uzbekistan;goles;TOTAL;under;2.0;FT;2,12;2,12;0,4362;1
AUT_ALG;2026-06-28;Austria;Algeria;1X2;-;gana_A;-;FT;2,15;2,23;0,4355;15
AUT_ALG;2026-06-28;Austria;Algeria;1X2;-;empate;-;FT;3,12;3,35;0,3001;15
AUT_ALG;2026-06-28;Austria;Algeria;1X2;-;gana_B;-;FT;3,54;3,85;0,2645;15
AUT_ALG;2026-06-28;Austria;Algeria;goles;TOTAL;over;2.5;FT;2,12;2,18;0,4428;6
AUT_ALG;2026-06-28;Austria;Algeria;goles;TOTAL;under;2.5;FT;1,685;1,71;0,5572;6
AUT_ALG;2026-06-28;Austria;Algeria;goles;TOTAL;over;2.25;FT;1,875;1,93;0,5098;2
AUT_ALG;2026-06-28;Austria;Algeria;goles;TOTAL;under;2.25;FT;1,95;1,97;0,4902;2
ARG_JOR;2026-06-28;Argentina;Jordan;1X2;-;gana_A;-;FT;1,18;1,22;0,7914;15
ARG_JOR;2026-06-28;Argentina;Jordan;1X2;-;empate;-;FT;6,6;7,5;0,1415;15
ARG_JOR;2026-06-28;Argentina;Jordan;1X2;-;gana_B;-;FT;13,92;16,0;0,0671;15
ARG_JOR;2026-06-28;Argentina;Jordan;goles;TOTAL;over;2.5;FT;1,545;1,56;0,6023;2
ARG_JOR;2026-06-28;Argentina;Jordan;goles;TOTAL;under;2.5;FT;2,34;2,38;0,3977;2
ARG_JOR;2026-06-28;Argentina;Jordan;goles;TOTAL;over;3.0;FT;1,9;2,04;0,4906;3
ARG_JOR;2026-06-28;Argentina;Jordan;goles;TOTAL;under;3.0;FT;1,83;1,87;0,5094;3
ARG_JOR;2026-06-28;Argentina;Jordan;goles;TOTAL;over;3.5;FT;2,38;2,43;0,3959;3
ARG_JOR;2026-06-28;Argentina;Jordan;goles;TOTAL;under;3.5;FT;1,56;1,57;0,6041;3
