partido_id;fecha;equipo_a;equipo_b;mercado;ambito;evento;linea;periodo;cuota_media;cuota_max;prob_implicita;n_casas
NED_SWE;2026-06-20;Netherlands;Sweden;1X2;-;gana_B;-;FT;5,3;5,6;0,1792;21
NED_SWE;2026-06-20;Netherlands;Sweden;goles;TOTAL;over;2.5;FT;1,89;2,0;0,4993;12
NED_SWE;2026-06-20;Netherlands;Sweden;goles;TOTAL;under;2.5;FT;1,885;1,96;0,5007;12
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;1X2;-;gana_A;-;FT;5,7;6,5;0,1665;22
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;1X2;-;empate;-;FT;4,325;4,9;0,2194;22
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;1X2;-;gana_B;-;FT;1,545;1,58;0,6141;22
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;goles;TOTAL;over;2.5;FT;1,79;1,82;0,5302;11
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;goles;TOTAL;under;2.5;FT;2,02;2,17;0,4698;11
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;goles;TOTAL;over;2.75;FT;1,985;2,0;0,479;2
CIV_GER;2026-06-20;Côte d'Ivoire;Germany;goles;TOTAL;under;2.75;FT;1,825;1,83;0,521;2
CUR_ECU;2026-06-21;Curaçao;Ecuador;1X2;-;gana_A;-;FT;15,0;18,5;0,0632;21
CUR_ECU;2026-06-21;Curaçao;Ecuador;1X2;-;empate;-;FT;6,75;7,8;0,1404;21
CUR_ECU;2026-06-21;Curaçao;Ecuador;1X2;-;gana_B;-;FT;1,19;1,23;0,7964;21
CUR_ECU;2026-06-21;Curaçao;Ecuador;goles;TOTAL;over;2.5;FT;1,665;1,68;0,5653;8
CUR_ECU;2026-06-21;Curaçao;Ecuador;goles;TOTAL;under;2.5;FT;2,165;2,33;0,4347;8
CUR_ECU;2026-06-21;Curaçao;Ecuador;goles;TOTAL;over;3.0;FT;2,09;2,12;0,4493;2
CUR_ECU;2026-06-21;Curaçao;Ecuador;goles;TOTAL;under;3.0;FT;1,705;1,73;0,5507;2
CUR_ECU;2026-06-21;Curaçao;Ecuador;goles;TOTAL;over;2.75;FT;1,855;1,87;0,5118;2
CUR_ECU;2026-06-21;Curaçao;Ecuador;goles;TOTAL;under;2.75;FT;1,945;1,95;0,4882;2
JPN_TUN;2026-06-21;Japan;Tunisia;1X2;-;gana_A;-;FT;1,7;1,78;0,5596;21
JPN_TUN;2026-06-21;Japan;Tunisia;1X2;-;empate;-;FT;3,6;3,8;0,2642;21
JPN_TUN;2026-06-21;Japan;Tunisia;1X2;-;gana_B;-;FT;5,4;5,9;0,1762;21
JPN_TUN;2026-06-21;Japan;Tunisia;goles;TOTAL;over;2.5;FT;2,185;2,23;0,431;8
JPN_TUN;2026-06-21;Japan;Tunisia;goles;TOTAL;under;2.5;FT;1,655;1,7;0,569;8
JPN_TUN;2026-06-21;Japan;Tunisia;goles;TOTAL;over;2.0;FT;1,64;1,66;0,5773;2
JPN_TUN;2026-06-21;Japan;Tunisia;goles;TOTAL;under;2.0;FT;2,24;2,33;0,4227;2
JPN_TUN;2026-06-21;Japan;Tunisia;goles;TOTAL;over;2.25;FT;1,905;1,91;0,4987;2
JPN_TUN;2026-06-21;Japan;Tunisia;goles;TOTAL;under;2.25;FT;1,895;1,91;0,5013;2
KSA_ESP;2026-06-21;Saudi Arabia;Spain;1X2;-;gana_A;-;FT;25,0;30,0;0,0379;21
KSA_ESP;2026-06-21;Saudi Arabia;Spain;1X2;-;empate;-;FT;9,5;12,5;0,0998;21
KSA_ESP;2026-06-21;Saudi Arabia;Spain;1X2;-;gana_B;-;FT;1,1;1,13;0,8622;21
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;over;3.5;FT;2,25;2,35;0,4171;6
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;under;3.5;FT;1,61;1,66;0,5829;6
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;over;3.0;FT;1,74;1,78;0,5409;3
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;under;3.0;FT;2,05;2,2;0,4591;3
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;over;3.25;FT;1,945;1,95;0,4888;2
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;under;3.25;FT;1,86;1,87;0,5112;2
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;over;2.5;FT;1,44;1,44;0,6345;1
KSA_ESP;2026-06-21;Saudi Arabia;Spain;goles;TOTAL;under;2.5;FT;2,5;2,5;0,3655;1
IRN_BEL;2026-06-21;Iran;Belgium;1X2;-;gana_A;-;FT;7,87;9,0;0,1205;21
IRN_BEL;2026-06-21;Iran;Belgium;1X2;-;empate;-;FT;4,7;5,0;0,2018;21
IRN_BEL;2026-06-21;Iran;Belgium;1X2;-;gana_B;-;FT;1,4;1,43;0,6776;21
IRN_BEL;2026-06-21;Iran;Belgium;goles;TOTAL;over;2.5;FT;1,84;1,91;0,51;12
IRN_BEL;2026-06-21;Iran;Belgium;goles;TOTAL;under;2.5;FT;1,915;2,0;0,49;12
CPV_URU;2026-06-22;Cabo Verde;Uruguay;1X2;-;gana_A;-;FT;7,7;8,5;0,1235;21
CPV_URU;2026-06-22;Cabo Verde;Uruguay;1X2;-;empate;-;FT;4,5;4,7;0,2114;21
CPV_URU;2026-06-22;Cabo Verde;Uruguay;1X2;-;gana_B;-;FT;1,43;1,47;0,6651;21
CPV_URU;2026-06-22;Cabo Verde;Uruguay;goles;TOTAL;over;2.5;FT;1,875;2,02;0,5007;12
CPV_URU;2026-06-22;Cabo Verde;Uruguay;goles;TOTAL;under;2.5;FT;1,88;1,93;0,4993;12
NZL_EGY;2026-06-22;New Zealand;Egypt;1X2;-;gana_A;-;FT;4,85;5,4;0,1949;21
NZL_EGY;2026-06-22;New Zealand;Egypt;1X2;-;empate;-;FT;3,7;3,9;0,2555;21
NZL_EGY;2026-06-22;New Zealand;Egypt;1X2;-;gana_B;-;FT;1,72;1,8;0,5496;21
NZL_EGY;2026-06-22;New Zealand;Egypt;goles;TOTAL;over;2.5;FT;2,2;2,32;0,4315;9
NZL_EGY;2026-06-22;New Zealand;Egypt;goles;TOTAL;under;2.5;FT;1,67;1,74;0,5685;9
NZL_EGY;2026-06-22;New Zealand;Egypt;goles;TOTAL;over;2.0;FT;1,65;1,65;0,5623;1
NZL_EGY;2026-06-22;New Zealand;Egypt;goles;TOTAL;under;2.0;FT;2,12;2,12;0,4377;1
NZL_EGY;2026-06-22;New Zealand;Egypt;goles;TOTAL;over;2.25;FT;1,965;1,98;0,4836;2
NZL_EGY;2026-06-22;New Zealand;Egypt;goles;TOTAL;under;2.25;FT;1,84;1,85;0,5164;2
ARG_AUT;2026-06-22;Argentina;Austria;1X2;-;gana_A;-;FT;1,61;1,7;0,588;21
ARG_AUT;2026-06-22;Argentina;Austria;1X2;-;empate;-;FT;3,85;4,3;0,2459;21
ARG_AUT;2026-06-22;Argentina;Austria;1X2;-;gana_B;-;FT;5,7;6,0;0,1661;21
ARG_AUT;2026-06-22;Argentina;Austria;goles;TOTAL;over;2.5;FT;1,945;2,01;0,4875;12
ARG_AUT;2026-06-22;Argentina;Austria;goles;TOTAL;under;2.5;FT;1,85;1,92;0,5125;12
IRQ_FRA;2026-06-22;Iraq;France;1X2;-;gana_A;-;FT;25,0;30,0;0,038;21
IRQ_FRA;2026-06-22;Iraq;France;1X2;-;empate;-;FT;9,0;11,0;0,1056;21
IRQ_FRA;2026-06-22;Iraq;France;1X2;-;gana_B;-;FT;1,11;1,14;0,8564;21
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;over;3.5;FT;2,205;2,27;0,4243;6
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;under;3.5;FT;1,625;1,68;0,5757;6
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;over;3.0;FT;1,78;1,81;0,5352;3
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;under;3.0;FT;2,05;2,08;0,4648;3
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;over;3.25;FT;2,005;2,02;0,4744;2
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;under;3.25;FT;1,81;1,82;0,5256;2
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;over;2.5;FT;1,44;1,44;0,6345;1
IRQ_FRA;2026-06-22;Iraq;France;goles;TOTAL;under;2.5;FT;2,5;2,5;0,3655;1
SEN_NOR;2026-06-23;Senegal;Norway;1X2;-;gana_A;-;FT;3,35;3,51;0,2818;21
SEN_NOR;2026-06-23;Senegal;Norway;1X2;-;empate;-;FT;3,46;3,6;0,2729;21
SEN_NOR;2026-06-23;Senegal;Norway;1X2;-;gana_B;-;FT;2,12;2,24;0,4453;21
SEN_NOR;2026-06-23;Senegal;Norway;goles;TOTAL;over;2.5;FT;1,94;1,99;0,4881;12
SEN_NOR;2026-06-23;Senegal;Norway;goles;TOTAL;under;2.5;FT;1,85;1,88;0,5119;12
JOR_ALG;2026-06-23;Jordan;Algeria;1X2;-;gana_A;-;FT;6,56;7,25;0,1446;21
JOR_ALG;2026-06-23;Jordan;Algeria;1X2;-;empate;-;FT;4,25;4,6;0,2232;21
JOR_ALG;2026-06-23;Jordan;Algeria;1X2;-;gana_B;-;FT;1,5;1,56;0,6323;21
JOR_ALG;2026-06-23;Jordan;Algeria;goles;TOTAL;over;2.5;FT;1,91;1,98;0,4947;12
JOR_ALG;2026-06-23;Jordan;Algeria;goles;TOTAL;under;2.5;FT;1,87;1,91;0,5053;12
UZB_POR;2026-06-23;Uzbekistan;Portugal;1X2;-;gana_A;-;FT;11,0;13,7;0,0862;21
UZB_POR;2026-06-23;Uzbekistan;Portugal;1X2;-;empate;-;FT;6,1;6,95;0,1554;21
UZB_POR;2026-06-23;Uzbekistan;Portugal;1X2;-;gana_B;-;FT;1,25;1,28;0,7584;21
UZB_POR;2026-06-23;Uzbekistan;Portugal;goles;TOTAL;over;2.5;FT;1,57;1,61;0,5974;7
UZB_POR;2026-06-23;Uzbekistan;Portugal;goles;TOTAL;under;2.5;FT;2,33;2,38;0,4026;7
UZB_POR;2026-06-23;Uzbekistan;Portugal;goles;TOTAL;over;3.0;FT;1,935;2,02;0,4881;4
UZB_POR;2026-06-23;Uzbekistan;Portugal;goles;TOTAL;under;3.0;FT;1,845;1,96;0,5119;4
UZB_POR;2026-06-23;Uzbekistan;Portugal;goles;TOTAL;over;2.75;FT;1,78;1,78;0,5328;1
UZB_POR;2026-06-23;Uzbekistan;Portugal;goles;TOTAL;under;2.75;FT;2,03;2,03;0,4672;1
GHA_ENG;2026-06-23;Ghana;England;1X2;-;gana_A;-;FT;9,25;11,1;0,1018;21
GHA_ENG;2026-06-23;Ghana;England;1X2;-;empate;-;FT;5,25;6,0;0,1794;21
GHA_ENG;2026-06-23;Ghana;England;1X2;-;gana_B;-;FT;1,31;1,36;0,7188;21
GHA_ENG;2026-06-23;Ghana;England;goles;TOTAL;over;2.5;FT;1,685;1,81;0,5589;10
GHA_ENG;2026-06-23;Ghana;England;goles;TOTAL;under;2.5;FT;2,135;2,28;0,4411;10
GHA_ENG;2026-06-23;Ghana;England;goles;TOTAL;over;2.75;FT;1,885;1,89;0,5046;2
GHA_ENG;2026-06-23;Ghana;England;goles;TOTAL;under;2.75;FT;1,92;1,93;0,4954;2
PAN_CRO;2026-06-24;Panama;Croatia;1X2;-;gana_A;-;FT;6,5;7,21;0,1458;21
PAN_CRO;2026-06-24;Panama;Croatia;1X2;-;empate;-;FT;3,9;4,2;0,2429;21
PAN_CRO;2026-06-24;Panama;Croatia;1X2;-;gana_B;-;FT;1,55;1,57;0,6113;21
PAN_CRO;2026-06-24;Panama;Croatia;goles;TOTAL;over;2.5;FT;1,99;2,06;0,4728;10
PAN_CRO;2026-06-24;Panama;Croatia;goles;TOTAL;under;2.5;FT;1,785;1,83;0,5272;10
PAN_CRO;2026-06-24;Panama;Croatia;goles;TOTAL;over;2.25;FT;1,805;1,82;0,5269;2
PAN_CRO;2026-06-24;Panama;Croatia;goles;TOTAL;under;2.25;FT;2,01;2,02;0,4731;2
COD_COL;2026-06-24;DR Congo;Colombia;1X2;-;gana_A;-;FT;7,5;8,2;0,1257;21
COD_COL;2026-06-24;DR Congo;Colombia;1X2;-;empate;-;FT;4,2;4,5;0,2244;21
COD_COL;2026-06-24;DR Congo;Colombia;1X2;-;gana_B;-;FT;1,45;1,5;0,65;21
COD_COL;2026-06-24;DR Congo;Colombia;goles;TOTAL;over;2.5;FT;2,115;2,21;0,4463;10
COD_COL;2026-06-24;DR Congo;Colombia;goles;TOTAL;under;2.5;FT;1,705;1,76;0,5537;10
COD_COL;2026-06-24;DR Congo;Colombia;goles;TOTAL;over;2.25;FT;1,895;1,91;0,5013;2
COD_COL;2026-06-24;DR Congo;Colombia;goles;TOTAL;under;2.25;FT;1,905;1,91;0,4987;2
QAT_BIH;2026-06-24;Qatar;Bosnia & Herzegovina;1X2;-;gana_A;-;FT;6,265;7,0;0,1501;18
QAT_BIH;2026-06-24;Qatar;Bosnia & Herzegovina;1X2;-;empate;-;FT;4,0;4,4;0,2351;18
QAT_BIH;2026-06-24;Qatar;Bosnia & Herzegovina;1X2;-;gana_B;-;FT;1,53;1,57;0,6147;18
QAT_BIH;2026-06-24;Qatar;Bosnia & Herzegovina;goles;TOTAL;over;2.5;FT;2,01;2,05;0,4683;9
QAT_BIH;2026-06-24;Qatar;Bosnia & Herzegovina;goles;TOTAL;under;2.5;FT;1,77;1,85;0,5317;9
CAN_SUI;2026-06-24;Canada;Switzerland;1X2;-;gana_A;-;FT;3,47;3,65;0,27;17
CAN_SUI;2026-06-24;Canada;Switzerland;1X2;-;empate;-;FT;3,3;3,47;0,2839;17
CAN_SUI;2026-06-24;Canada;Switzerland;1X2;-;gana_B;-;FT;2,1;2,28;0,4461;17
CAN_SUI;2026-06-24;Canada;Switzerland;goles;TOTAL;over;2.5;FT;2,075;2,12;0,4511;6
CAN_SUI;2026-06-24;Canada;Switzerland;goles;TOTAL;under;2.5;FT;1,705;1,74;0,5489;6
CAN_SUI;2026-06-24;Canada;Switzerland;goles;TOTAL;over;2.25;FT;1,85;1,87;0,5163;2
CAN_SUI;2026-06-24;Canada;Switzerland;goles;TOTAL;under;2.25;FT;1,975;1,99;0,4837;2
BRA_SCO;2026-06-25;Brazil;Scotland;1X2;-;gana_A;-;FT;1,44;1,51;0,6501;17
BRA_SCO;2026-06-25;Brazil;Scotland;1X2;-;empate;-;FT;4,5;5,1;0,208;17
BRA_SCO;2026-06-25;Brazil;Scotland;1X2;-;gana_B;-;FT;6,6;8,0;0,1418;17
BRA_SCO;2026-06-25;Brazil;Scotland;goles;TOTAL;over;2.5;FT;1,805;1,9;0,5206;8
BRA_SCO;2026-06-25;Brazil;Scotland;goles;TOTAL;under;2.5;FT;1,96;2,0;0,4794;8
HAI_MAR;2026-06-25;Haiti;Morocco;1X2;-;gana_A;-;FT;9,0;11,25;0,104;17
HAI_MAR;2026-06-25;Haiti;Morocco;1X2;-;empate;-;FT;5,0;5,6;0,1871;17
HAI_MAR;2026-06-25;Haiti;Morocco;1X2;-;gana_B;-;FT;1,32;1,36;0,7089;17
HAI_MAR;2026-06-25;Haiti;Morocco;goles;TOTAL;over;2.5;FT;1,705;1,74;0,5489;6
HAI_MAR;2026-06-25;Haiti;Morocco;goles;TOTAL;under;2.5;FT;2,075;2,14;0,4511;6
HAI_MAR;2026-06-25;Haiti;Morocco;goles;TOTAL;over;2.75;FT;1,915;1,98;0,4993;2
HAI_MAR;2026-06-25;Haiti;Morocco;goles;TOTAL;under;2.75;FT;1,91;1,94;0,5007;2
MEX_CZE;2026-06-25;Mexico;Czechia;1X2;-;gana_A;-;FT;1,8;1,88;0,5204;17
MEX_CZE;2026-06-25;Mexico;Czechia;1X2;-;empate;-;FT;3,45;3,65;0,2715;17
MEX_CZE;2026-06-25;Mexico;Czechia;1X2;-;gana_B;-;FT;4,5;5,0;0,2081;17
MEX_CZE;2026-06-25;Mexico;Czechia;goles;TOTAL;over;2.5;FT;2,07;2,11;0,4509;6
MEX_CZE;2026-06-25;Mexico;Czechia;goles;TOTAL;under;2.5;FT;1,7;1,76;0,5491;6
MEX_CZE;2026-06-25;Mexico;Czechia;goles;TOTAL;over;2.25;FT;1,895;1,93;0,5046;2
MEX_CZE;2026-06-25;Mexico;Czechia;goles;TOTAL;under;2.25;FT;1,93;1,93;0,4954;2
RSA_KOR;2026-06-25;South Africa;South Korea;1X2;-;gana_A;-;FT;5,5;6,25;0,171;17
RSA_KOR;2026-06-25;South Africa;South Korea;1X2;-;empate;-;FT;3,9;4,2;0,2412;17
RSA_KOR;2026-06-25;South Africa;South Korea;1X2;-;gana_B;-;FT;1,6;1,63;0,5878;17
RSA_KOR;2026-06-25;South Africa;South Korea;goles;TOTAL;over;2.5;FT;1,97;2,03;0,4747;7
RSA_KOR;2026-06-25;South Africa;South Korea;goles;TOTAL;under;2.5;FT;1,78;1,88;0,5253;7
RSA_KOR;2026-06-25;South Africa;South Korea;goles;TOTAL;over;2.25;FT;1,88;1,88;0,513;1
RSA_KOR;2026-06-25;South Africa;South Korea;goles;TOTAL;under;2.25;FT;1,98;1,98;0,487;1
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;1X2;-;gana_A;-;FT;13,0;15,0;0,0721;17
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;1X2;-;empate;-;FT;6,1;7,0;0,1536;17
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;1X2;-;gana_B;-;FT;1,21;1,25;0,7743;17
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;goles;TOTAL;over;2.5;FT;1,67;1,7;0,5628;5
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;goles;TOTAL;under;2.5;FT;2,15;2,2;0,4372;5
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;goles;TOTAL;over;2.75;FT;1,815;1,83;0,5273;2
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;goles;TOTAL;under;2.75;FT;2,025;2,05;0,4727;2
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;goles;TOTAL;over;3.0;FT;2,06;2,06;0,4492;1
CUR_CIV;2026-06-25;Curaçao;Côte d'Ivoire;goles;TOTAL;under;3.0;FT;1,68;1,68;0,5508;1
ECU_GER;2026-06-25;Ecuador;Germany;1X2;-;gana_A;-;FT;4,65;5,0;0,2021;15
ECU_GER;2026-06-25;Ecuador;Germany;1X2;-;empate;-;FT;3,69;3,92;0,2547;15
ECU_GER;2026-06-25;Ecuador;Germany;1X2;-;gana_B;-;FT;1,73;1,82;0,5432;15
ECU_GER;2026-06-25;Ecuador;Germany;goles;TOTAL;over;2.5;FT;1,86;1,99;0,502;8
ECU_GER;2026-06-25;Ecuador;Germany;goles;TOTAL;under;2.5;FT;1,875;1,93;0,498;8
JPN_SWE;2026-06-26;Japan;Sweden;1X2;-;gana_A;-;FT;2,06;2,15;0,4527;15
JPN_SWE;2026-06-26;Japan;Sweden;1X2;-;empate;-;FT;3,32;3,53;0,2809;15
JPN_SWE;2026-06-26;Japan;Sweden;1X2;-;gana_B;-;FT;3,5;3,75;0,2664;15
JPN_SWE;2026-06-26;Japan;Sweden;goles;TOTAL;over;2.5;FT;2,05;2,14;0,4541;6
JPN_SWE;2026-06-26;Japan;Sweden;goles;TOTAL;under;2.5;FT;1,705;1,76;0,5459;6
JPN_SWE;2026-06-26;Japan;Sweden;goles;TOTAL;over;2.25;FT;1,815;1,83;0,5267;2
JPN_SWE;2026-06-26;Japan;Sweden;goles;TOTAL;under;2.25;FT;2,02;2,04;0,4733;2
TUN_NED;2026-06-26;Tunisia;Netherlands;1X2;-;gana_A;-;FT;6,4;7,0;0,1454;15
TUN_NED;2026-06-26;Tunisia;Netherlands;1X2;-;empate;-;FT;4,2;4,6;0,2216;15
TUN_NED;2026-06-26;Tunisia;Netherlands;1X2;-;gana_B;-;FT;1,47;1,53;0,633;15
TUN_NED;2026-06-26;Tunisia;Netherlands;goles;TOTAL;over;2.5;FT;1,84;1,92;0,5093;8
TUN_NED;2026-06-26;Tunisia;Netherlands;goles;TOTAL;under;2.5;FT;1,91;1,97;0,4907;8
PAR_AUS;2026-06-26;Paraguay;Australia;1X2;-;gana_A;-;FT;2,1;2,23;0,4449;15
PAR_AUS;2026-06-26;Paraguay;Australia;1X2;-;empate;-;FT;3,2;3,35;0,292;15
PAR_AUS;2026-06-26;Paraguay;Australia;1X2;-;gana_B;-;FT;3,55;3,85;0,2632;15
PAR_AUS;2026-06-26;Paraguay;Australia;goles;TOTAL;over;2.5;FT;2,24;2,28;0,4197;5
PAR_AUS;2026-06-26;Paraguay;Australia;goles;TOTAL;under;2.5;FT;1,62;1,65;0,5803;5
PAR_AUS;2026-06-26;Paraguay;Australia;goles;TOTAL;over;2.25;FT;2,005;2,04;0,4765;2
PAR_AUS;2026-06-26;Paraguay;Australia;goles;TOTAL;under;2.25;FT;1,825;1,83;0,5235;2
PAR_AUS;2026-06-26;Paraguay;Australia;goles;TOTAL;over;2.0;FT;1,66;1,66;0,5573;1
PAR_AUS;2026-06-26;Paraguay;Australia;goles;TOTAL;under;2.0;FT;2,09;2,09;0,4427;1
USA_TUR;2026-06-26;USA;Türkiye;1X2;-;gana_A;-;FT;2,45;2,59;0,3811;15
USA_TUR;2026-06-26;USA;Türkiye;1X2;-;empate;-;FT;3,45;3,75;0,2706;15
USA_TUR;2026-06-26;USA;Türkiye;1X2;-;gana_B;-;FT;2,68;2,8;0,3483;15
USA_TUR;2026-06-26;USA;Türkiye;goles;TOTAL;over;2.5;FT;1,82;1,87;0,514;8
USA_TUR;2026-06-26;USA;Türkiye;goles;TOTAL;under;2.5;FT;1,925;2,0;0,486;8
FRA_NOR;2026-06-26;France;Norway;1X2;-;gana_A;-;FT;1,82;1,87;0,5139;15
FRA_NOR;2026-06-26;France;Norway;1X2;-;empate;-;FT;3,55;3,75;0,2634;15
FRA_NOR;2026-06-26;France;Norway;1X2;-;gana_B;-;FT;4,2;4,4;0,2227;15
FRA_NOR;2026-06-26;France;Norway;goles;TOTAL;over;2.5;FT;1,935;2,02;0,484;8
FRA_NOR;2026-06-26;France;Norway;goles;TOTAL;under;2.5;FT;1,815;1,87;0,516;8
IRQ_SEN;2026-06-26;Iraq;Senegal;1X2;-;gana_A;-;FT;7,8;8,5;0,1201;15
IRQ_SEN;2026-06-26;Iraq;Senegal;1X2;-;empate;-;FT;4,45;4,75;0,2106;15
IRQ_SEN;2026-06-26;Iraq;Senegal;1X2;-;gana_B;-;FT;1,4;1,45;0,6693;15
IRQ_SEN;2026-06-26;Iraq;Senegal;goles;TOTAL;over;2.5;FT;1,87;1,91;0,5007;8
IRQ_SEN;2026-06-26;Iraq;Senegal;goles;TOTAL;under;2.5;FT;1,875;1,98;0,4993;8
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;1X2;-;gana_A;-;FT;2,62;2,86;0,3516;15
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;1X2;-;empate;-;FT;3,4;4,0;0,2709;15
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;1X2;-;gana_B;-;FT;2,44;2,55;0,3775;15
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;goles;TOTAL;over;2.5;FT;2,095;2,18;0,4494;6
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;goles;TOTAL;under;2.5;FT;1,71;1,76;0,5506;6
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;goles;TOTAL;over;2.25;FT;1,86;1,93;0,5144;2
KSA_CPV;2026-06-27;Saudi Arabia;Cabo Verde;goles;TOTAL;under;2.25;FT;1,97;2,01;0,4856;2
URU_ESP;2026-06-27;Uruguay;Spain;1X2;-;gana_A;-;FT;5,25;5,95;0,1787;15
URU_ESP;2026-06-27;Uruguay;Spain;1X2;-;empate;-;FT;3,87;4,02;0,2424;15
URU_ESP;2026-06-27;Uruguay;Spain;1X2;-;gana_B;-;FT;1,62;1,66;0,579;15
URU_ESP;2026-06-27;Uruguay;Spain;goles;TOTAL;over;2.5;FT;1,86;1,93;0,5033;8
URU_ESP;2026-06-27;Uruguay;Spain;goles;TOTAL;under;2.5;FT;1,885;1,93;0,4967;8
NZL_BEL;2026-06-27;New Zealand;Belgium;1X2;-;gana_A;-;FT;9,5;10,5;0,0985;15
NZL_BEL;2026-06-27;New Zealand;Belgium;1X2;-;empate;-;FT;5,5;6,0;0,1702;15
NZL_BEL;2026-06-27;New Zealand;Belgium;1X2;-;gana_B;-;FT;1,28;1,32;0,7313;15
NZL_BEL;2026-06-27;New Zealand;Belgium;goles;TOTAL;over;2.5;FT;1,66;1,68;0,5643;5
NZL_BEL;2026-06-27;New Zealand;Belgium;goles;TOTAL;under;2.5;FT;2,15;2,2;0,4357;5
NZL_BEL;2026-06-27;New Zealand;Belgium;goles;TOTAL;over;2.75;FT;1,885;1,93;0,5072;2
NZL_BEL;2026-06-27;New Zealand;Belgium;goles;TOTAL;under;2.75;FT;1,94;1,95;0,4928;2
NZL_BEL;2026-06-27;New Zealand;Belgium;goles;TOTAL;over;3.0;FT;2,06;2,06;0,4492;1
NZL_BEL;2026-06-27;New Zealand;Belgium;goles;TOTAL;under;3.0;FT;1,68;1,68;0,5508;1
IRN_EGY;2026-06-27;Iran;Egypt;1X2;-;gana_A;-;FT;3,53;3,7;0,2652;15
IRN_EGY;2026-06-27;Iran;Egypt;1X2;-;empate;-;FT;2,99;3,15;0,3131;15
IRN_EGY;2026-06-27;Iran;Egypt;1X2;-;gana_B;-;FT;2,22;2,38;0,4217;15
IRN_EGY;2026-06-27;Iran;Egypt;goles;TOTAL;over;1.5;FT;1,5;1,53;0,6301;4
IRN_EGY;2026-06-27;Iran;Egypt;goles;TOTAL;under;1.5;FT;2,555;2,6;0,3699;4
IRN_EGY;2026-06-27;Iran;Egypt;goles;TOTAL;over;2.0;FT;1,92;1,97;0,4934;3
IRN_EGY;2026-06-27;Iran;Egypt;goles;TOTAL;under;2.0;FT;1,87;1,88;0,5066;3
IRN_EGY;2026-06-27;Iran;Egypt;goles;TOTAL;over;2.5;FT;2,5;2,5;0,3655;1
IRN_EGY;2026-06-27;Iran;Egypt;goles;TOTAL;under;2.5;FT;1,44;1,44;0,6345;1
GHA_CRO;2026-06-27;Ghana;Croatia;1X2;-;gana_A;-;FT;5,4;6,0;0,1729;15
GHA_CRO;2026-06-27;Ghana;Croatia;1X2;-;empate;-;FT;3,72;3,9;0,2509;15
GHA_CRO;2026-06-27;Ghana;Croatia;1X2;-;gana_B;-;FT;1,62;1,74;0,5762;15
GHA_CRO;2026-06-27;Ghana;Croatia;goles;TOTAL;over;2.5;FT;2,05;2,1;0,457;6
GHA_CRO;2026-06-27;Ghana;Croatia;goles;TOTAL;under;2.5;FT;1,725;1,78;0,543;6
GHA_CRO;2026-06-27;Ghana;Croatia;goles;TOTAL;over;2.25;FT;1,82;1,85;0,5254;2
GHA_CRO;2026-06-27;Ghana;Croatia;goles;TOTAL;under;2.25;FT;2,015;2,02;0,4746;2
PAN_ENG;2026-06-27;Panama;England;1X2;-;gana_A;-;FT;9,22;11,0;0,1006;15
PAN_ENG;2026-06-27;Panama;England;1X2;-;empate;-;FT;5,5;6,75;0,1687;15
PAN_ENG;2026-06-27;Panama;England;1X2;-;gana_B;-;FT;1,27;1,32;0,7306;15
PAN_ENG;2026-06-27;Panama;England;goles;TOTAL;over;2.5;FT;1,62;1,68;0,5759;5
