mes;partido_id;eA;eB;ga;gb;res;p1;px;p2;p_o25;p_btts;b1;bx;b2;b_o25;b_btts
2025-07;12475938;China;Japan;1;3;2;0.06654767864256741;0.17831384285344595;0.7551384785039866;0.5068915240798502;0.36345587614642066;0.051879361897036014;0.2454554837446426;0.7026651543583213;0.271847178832028;0.18271527402211196
2025-07;12475948;China;Japan;0;7;2;0.06657856237505656;0.17706306750182216;0.7563583701231211;0.5119192737081484;0.3669868679415933;0.051879361897036014;0.2454554837446426;0.7026651543583213;0.271847178832028;0.18271527402211196
2025-07;12749524;Mexico;USA;2;0;1;0.4283855255347211;0.2966422356233152;0.2749722388419637;0.4164648100564077;0.47996989807176527;0.5018201492211041;0.25928926879782616;0.2388905819810696;0.5294437306978594;0.5546880790553635
2025-07;13938605;China;South Korea;0;3;2;0.13119907677443537;0.24630795009146758;0.6224929731340969;0.4330113323044022;0.4120034741175955;0.06373441488937662;0.2876876116084215;0.6485779735022019;0.21818747249381268;0.17381299997861538
2025-07;13938608;China;Japan;0;2;2;0.06625899562288039;0.17768123327749552;0.7560597710996241;0.5082752293344873;0.36374306537511486;0.051879361897036014;0.2454554837446426;0.7026651543583213;0.271847178832028;0.18271527402211196
2025-07;13938610;Japan;South Korea;1;0;1;0.3706576170441399;0.29420327023312465;0.3351391127227356;0.4418935061708833;0.5077505633960178;0.37723520602801414;0.326528690464841;0.29623610350714474;0.32988041973993604;0.4138232374441179
2025-07;14000197;Guatemala;USA;1;2;2;0.1274084967034375;0.22800635608973877;0.6445851472068239;0.4896525827587945;0.4486910352233785;0.47330010435970893;0.20680864259292583;0.31989125304736515;0.8065944286063168;0.7845342337933922
2025-07;14000202;Mexico;USA;2;1;1;0.42468384865868186;0.29760696814105686;0.2777091832002612;0.41440738012896966;0.47895388390079674;0.5018201492211041;0.25928926879782616;0.2388905819810696;0.5294437306978594;0.5546880790553635
2025-08;11275784;Lebanon;Qatar;0;3;2;0.27743105259307854;0.31144318081671934;0.41112576659020195;0.36946117554042635;0.44331830543112644;0.3129429311229602;0.3344386847421949;0.3526183841348449;0.3101882340255544;0.39856145499038464
2025-08;14085014;Algeria;South Africa;1;1;X;0.5565779486420624;0.23979282703889598;0.20362922431904168;0.5697050583255132;0.5681412426208569;0.2951135555102408;0.2832100183467565;0.4216764261430026;0.4729033212987802;0.5275059305082134
2025-08;14530390;Lebanon;Qatar;1;0;1;0.27682264167563225;0.31155240867569434;0.4116249496486736;0.36889772000530935;0.4427470906733479;0.3129429311229602;0.3344386847421949;0.3526183841348449;0.3101882340255544;0.39856145499038464
2025-09;11518405;Chile;Uruguay;1;3;2;0.10952492953889996;0.21231282872412865;0.6781622417369714;0.5075105924097453;0.43952305213031795;0.15760426359053858;0.27743735226142874;0.5649583841480328;0.3764579290543892;0.39476946698185084
2025-09;11703157;Australia;New Zealand;2;0;1;0.5007314684404403;0.2944522488959733;0.20481628266358648;0.376788188066282;0.4247868285520898;0.5711073425407143;0.26032025788989965;0.16857239956938574;0.4458677778032719;0.45444760789253114
2025-09;11884152;Colombia;Venezuela;1;0;1;0.6847338891408069;0.21756113728564708;0.09770497357354622;0.4584197035371185;0.3877768054432413;0.52186049968848;0.291319072202208;0.18682042810931201;0.3691601271559105;0.4092205749088242
2025-09;11886594;Argentina;Ecuador;5;3;1;0.4643182697341284;0.26846211356834637;0.26721961669752525;0.5149811099606556;0.5531594998183028;0.2834641429218251;0.5465896274508374;0.16994622962733744;0.04118380779493601;0.09985129590441348
2025-09;12183480;Cabo Verde;Mauritius;1;0;1;0.5764361890695793;0.26428635475575424;0.1592774561746662;0.41951424197629444;0.4279168809985796;0.3338783166247819;0.44696676528974794;0.21915491808547016;0.10653368325403864;0.19090629327958591
2025-09;12183507;Cabo Verde;Mauritius;2;0;1;0.5747615697203652;0.2653145939224846;0.15992383635715013;0.41710062081622323;0.42665235971542537;0.3338783166247819;0.44696676528974794;0.21915491808547016;0.10653368325403864;0.19090629327958591
2025-09;12258884;Argentina;Ecuador;1;0;1;0.46839323874828276;0.26782286805127653;0.26378389320044077;0.5152445758549116;0.5523964112250519;0.2834641429218251;0.5465896274508374;0.16994622962733744;0.04118380779493601;0.09985129590441348
2025-09;12340923;Bolivia;Colombia;0;3;2;0.058524666187606315;0.19510797862227983;0.7463673551901139;0.41815379050520307;0.28583374454882327;0.060732104665476704;0.1414345808333792;0.797833314501144;0.6433657410538269;0.4480170161352993
2025-09;12851461;Ecuador;Paraguay;0;0;X;0.38421200860381816;0.3038406576398811;0.31194733375630096;0.4041480972370071;0.4761157964197837;0.34075888804289706;0.536636186443153;0.12260492551394997;0.04135520259568072;0.08814148411934848
2025-09;12851462;Brazil;Chile;2;1;1;0.6485965628062882;0.23545991461395582;0.115943522579756;0.4392787764027304;0.3991374986805427;0.3293338435418201;0.3321253736638616;0.33854078279431826;0.31765673385630766;0.4055506182144844
2025-09;12851463;Peru;Uruguay;1;0;1;0.0885693879101084;0.2229383037957147;0.688492308294177;0.4171030420750095;0.34477686060554424;0.04841895202816791;0.36962984298877605;0.5819512049830562;0.1109279319340396;0.08868046353839547
2025-09;12851466;Bolivia;Colombia;1;0;1;0.05893050265800392;0.1948203140167172;0.7462491833252788;0.42046739686094553;0.2882840040471631;0.060732104665476704;0.1414345808333792;0.797833314501144;0.6433657410538269;0.4480170161352993
2025-09;13233451;Finland;Poland;2;1;1;0.28739248045990573;0.2579622516688667;0.4546452678712276;0.5688884201247963;0.5983700311342036;0.40278531787124033;0.24197982299071263;0.35523485913804687;0.6608335015549456;0.6759892864311469
2025-09;13233453;Kazakhstan;Wales;0;1;2;0.22649307317617778;0.2484443796382994;0.5250625471855227;0.5607110058768264;0.5727530589421712;0.029997698156886795;0.16031474284941755;0.8096875589936956;0.41373516309899244;0.1952581062093796
2025-09;13233485;Finland;Poland;1;3;2;0.2923483196534882;0.2596549158804104;0.44799676446610137;0.5644807080736968;0.5961134291249487;0.40278531787124033;0.24197982299071263;0.35523485913804687;0.6608335015549456;0.6759892864311469
2025-09;14169214;Paraguay;Peru;1;0;1;0.5987155232358429;0.2583456516645065;0.14293882509965053;0.41392327127909967;0.4097761808352222;0.4074974525555634;0.5210670373070745;0.07143551013736205;0.04026852637408612;0.06308844085635526
2025-09;14169216;Ecuador;Paraguay;0;0;X;0.3834995523766329;0.30462315023629993;0.3118772973870673;0.40148136928657985;0.473978760048195;0.34075888804289706;0.536636186443153;0.12260492551394997;0.04135520259568072;0.08814148411934848
2025-09;14169217;Bolivia;Colombia;0;3;2;0.057593920462795406;0.19262832851482925;0.7497777510223752;0.422962834907859;0.28661784932328666;0.060732104665476704;0.1414345808333792;0.797833314501144;0.6433657410538269;0.4480170161352993
2025-09;14169218;Argentina;Ecuador;0;1;2;0.468135055451663;0.2679051127321265;0.2639598318162107;0.5150412219093083;0.5522943656186069;0.2834641429218251;0.5465896274508374;0.16994622962733744;0.04118380779493601;0.09985129590441348
2025-09;14169219;Brazil;Chile;3;0;1;0.6503405582222512;0.23447900859533294;0.11518043318241601;0.4409699882689394;0.39939766238049323;0.3293338435418201;0.3321253736638616;0.33854078279431826;0.31765673385630766;0.4055506182144844
2025-09;14169220;Bolivia;Brazil;1;0;1;0.08388560397198003;0.19401940709626014;0.7220949889317596;0.5056852330184706;0.3979989642423304;0.20108873757133244;0.2595517276583143;0.5393595347703531;0.4901328393107753;0.5080090661335462
2025-09;14169221;Peru;Uruguay;0;3;2;0.08856559980810007;0.22191586276108585;0.6895185374308143;0.4203838933881894;0.3470174466896016;0.04841895202816791;0.36962984298877605;0.5819512049830562;0.1109279319340396;0.08868046353839547
2025-09;14169222;Chile;Uruguay;0;0;X;0.11041873702667883;0.20817922263187713;0.6814020403414442;0.5257236220921792;0.45383775901123413;0.15760426359053858;0.27743735226142874;0.5649583841480328;0.3764579290543892;0.39476946698185084
2025-09;14169223;Colombia;Venezuela;6;3;1;0.6861461000353218;0.21661297731362716;0.09724092265105115;0.46055904016377336;0.3885725611902556;0.52186049968848;0.291319072202208;0.18682042810931201;0.3691601271559105;0.4092205749088242
2025-09;14553325;South Korea;USA;2;0;1;0.3929580342893683;0.26140716086592214;0.3456348048447096;0.5742696635871983;0.6101876372789596;0.6794360936265487;0.2090032623562019;0.11156064401724938;0.5253834349022755;0.4551210872083901
2025-09;14553329;Japan;Mexico;0;0;X;0.29842847979028964;0.28388334032705526;0.41768817988265505;0.47163435872956816;0.5270862385534056;0.5324911898700581;0.29532210331719394;0.17218670681274803;0.3427358577899916;0.37993611191395615
2025-09;14553330;Australia;New Zealand;3;1;1;0.5031618600719098;0.29316925803446686;0.2036688818936234;0.3796520555296969;0.4264120284327186;0.5711073425407143;0.26032025788989965;0.16857239956938574;0.4458677778032719;0.45444760789253114
2025-09;14553332;Japan;USA;0;2;2;0.4833278713533274;0.2930416975833755;0.22363043106329714;0.39675668386582236;0.4486634672029293;0.811759542038621;0.12659854189812755;0.061641916063251395;0.7218387435171641;0.5141087628679115
2025-09;14553333;Australia;New Zealand;1;0;1;0.5027686022980539;0.2932738204626761;0.20395757723927;0.3795928460415058;0.4265113793125152;0.5711073425407143;0.26032025788989965;0.16857239956938574;0.4458677778032719;0.45444760789253114
2025-09;14595237;Canada;Wales;1;0;1;0.6647917450156138;0.22124399382061258;0.1139642611637736;0.48483850684260243;0.4291334688255446;0.18614821489730018;0.30056774779298356;0.5132840373097162;0.3422093637940882;0.3881700148871996
2025-09;14605760;Bahrain;Qatar;2;2;X;0.28103936954074954;0.3013277097378407;0.41763292072140984;0.4033086178224975;0.4709249687780089;0.1194019138657711;0.26974035369914623;0.6108577324350825;0.34262325452856307;0.33427974718561093
2025-10;11797964;Cabo Verde;Eswatini;2;0;1;0.49977150966990486;0.29363931817756755;0.20658917215252764;0.3808070953893022;0.4287431416792791;0.665152179860896;0.27170943608201087;0.06313838405709331;0.2440898632175347;0.18847984016361338
2025-10;11884247;Colombia;Mexico;3;2;1;0.45766255787566656;0.284738716214621;0.25759872590971233;0.4484529208172686;0.500178653365812;0.3225285610376455;0.3378164114636562;0.33965502749869825;0.30161662847124165;0.39152137939542103
2025-10;11886364;Ecuador;Mexico;0;0;X;0.3540837564214026;0.2981289235930292;0.34778731998556817;0.4283118155650475;0.4973118560802919;0.19288927218530905;0.46638641489574795;0.34072431291894295;0.08689205502660015;0.16314138782782522
2025-10;12183365;Mauritania;Senegal;0;4;2;0.07792741249018804;0.21903959522617159;0.7030329922836404;0.40155867002586865;0.31583309010490174;0.04263458155058834;0.35791694037577865;0.5994484780736331;0.11602348654564602;0.08316745104007531
2025-10;12183381;Algeria;Uganda;2;1;1;0.6376907414305856;0.23166469470405124;0.13064456386536333;0.4829119049999141;0.44738325635741294;0.5417399609658763;0.23995082843877175;0.21830921059535183;0.5864571996121449;0.5880336952852274
2025-10;12183384;Botswana;Guinea;2;2;X;0.3661462804457356;0.30425850447010183;0.3295952150841625;0.40546166717526927;0.4784747385130869;0.08749371348884624;0.3035392842133612;0.6089670022977927;0.22439005776772458;0.2125720468392363
2025-10;12183390;Cabo Verde;Eswatini;3;0;1;0.5084080137379827;0.2900445276073845;0.20154745865463275;0.3872710177007164;0.4311569019475275;0.665152179860896;0.27170943608201087;0.06313838405709331;0.2440898632175347;0.18847984016361338
2025-10;12183402;Botswana;Uganda;0;1;2;0.3482401538524342;0.29823255136185395;0.35352729478571177;0.42794260753996083;0.4970200766211186;0.07262699977909766;0.17146851744276362;0.7559044827781387;0.5578155045504217;0.4127310492827059
2025-10;12183407;Guinea;Mozambique;2;1;1;0.37456174865160496;0.31155215523720275;0.3138860961111922;0.37890674671600166;0.45597369766019374;0.5422088427487137;0.3342500987121592;0.12354105853912689;0.2111368922730091;0.24130899041013384
2025-10;12183413;Angola;Eswatini;2;2;X;0.28667083650887826;0.33146190107332835;0.38186726241779345;0.3139783473859108;0.39925194668283753;0.42414786495918605;0.37512952795040666;0.20072260709040712;0.19183590113316673;0.27102196323131256
2025-10;12183423;Senegal;South Sudan;5;0;1;0.605604308529785;0.25357890058166216;0.1408167908885529;0.4258816729479537;0.4164758798909728;0.8470374403584703;0.13229243790833703;0.020670121733192603;0.45523682157829076;0.17331512489834539
2025-10;12183473;Angola;Eswatini;1;0;1;0.2885028971651912;0.3325511939383516;0.3789459088964576;0.31143918844170654;0.3973535334501325;0.42414786495918605;0.37512952795040666;0.20072260709040712;0.19183590113316673;0.27102196323131256
2025-10;12851464;Argentina;Venezuela;1;1;X;0.7704658099833958;0.17011943437390467;0.05941475564269972;0.5110256829697404;0.34901223649393553;0.7147120982810492;0.20403733781528843;0.08125056390366237;0.4606129055585035;0.36188349639640827
2025-10;13233431;Austria;Romania;2;1;1;0.6663337426090528;0.22612663361747729;0.10753962377346991;0.45253770064236;0.397698830938551;0.8294872208299608;0.11837528097865847;0.05213749819138058;0.7163713403448282;0.48291096168471104
2025-10;13233433;Finland;Netherlands;0;2;2;0.05672385745241931;0.15713349997796375;0.7861426425696169;0.5529647518796224;0.3708334688508887;0.05011175519758533;0.09490381036900127;0.8549844344334133;0.8330217646734929;0.5891132951674863
2025-10;13233481;Germany;Northern Ireland;3;1;1;0.7543819996501326;0.16898213339511334;0.07663586695475404;0.5836054255786589;0.4398549659612879;0.8600204074371751;0.09457336257180891;0.04540622999101586;0.8085961333829785;0.5478033338763418
2025-10;13233583;Hungary;Portugal;2;3;2;0.06234702030658718;0.1644819316093102;0.7731710480841026;0.5462859497750324;0.38078506752702146;0.03433740619515019;0.09034410533139293;0.8753184884734568;0.7599437058295783;0.45593482293391285
2025-10;13233627;Austria;Romania;0;1;2;0.6673539896424638;0.22558569317188673;0.10706031718564933;0.4532948582804842;0.39758390543071015;0.8294872208299608;0.11837528097865847;0.05213749819138058;0.7163713403448282;0.48291096168471104
2025-10;13233629;Finland;Netherlands;0;4;2;0.05639889681675443;0.15773388529615776;0.7858672178870878;0.5489217801360383;0.3671183134315046;0.05011175519758533;0.09490381036900127;0.8549844344334133;0.8330217646734929;0.5891132951674863
2025-10;13233633;Germany;Northern Ireland;1;0;1;0.7549133429318758;0.16940110439068154;0.07568555267744238;0.578223637379282;0.43395943354302974;0.8600204074371751;0.09457336257180891;0.04540622999101586;0.8085961333829785;0.5478033338763418
2025-10;13233642;Hungary;Portugal;2;2;X;0.0618028358623717;0.16514863416736722;0.7730485299702612;0.541204439604308;0.3758643234499128;0.03433740619515019;0.09034410533139293;0.8753184884734568;0.7599437058295783;0.45593482293391285
2025-10;14085007;Algeria;Uganda;3;0;1;0.6304965653237942;0.23387025666794292;0.13563317800826286;0.4847525994967813;0.4539734055659508;0.5417399609658763;0.23995082843877175;0.21830921059535183;0.5864571996121449;0.5880336952852274
2025-10;14169215;Argentina;Venezuela;3;0;1;0.7743142559262187;0.16825731782956277;0.05742842624421842;0.5101314304962572;0.3432481343625248;0.7147120982810492;0.20403733781528843;0.08125056390366237;0.4606129055585035;0.36188349639640827
2025-10;14206121;Oman;Qatar;0;0;X;0.35613670822973814;0.2815023290199112;0.36236096275035073;0.4919481693210706;0.5475094964328834;0.28406904652317555;0.22930606642209286;0.48662488705473167;0.689144861705176;0.6872842184374628
2025-10;14206123;Oman;United Arab Emirates;1;2;2;0.38452594283549885;0.29108127478170953;0.32439278238279184;0.45188650648387424;0.5149184448353261;0.43718333102833823;0.3441262586688299;0.21869041030283198;0.25793933739676145;0.33534714704445406
2025-10;14206125;Qatar;United Arab Emirates;2;1;1;0.40186185856899925;0.29038569362373995;0.3077524478072608;0.45059620417020874;0.5121940728917213;0.4704843210782715;0.3670458796362594;0.16246979928546926;0.18656291051913637;0.24874876670007404
2025-10;14270906;Haiti;Honduras;0;0;X;0.37378019694235254;0.2590892213677798;0.36713058168986773;0.586095994855505;0.6198389274400276;0.9381336262451812;0.03978936206179146;0.022077011693027216;0.9794537408815897;0.7464559540109786
2025-10;14270911;Haiti;Honduras;0;3;2;0.3859159000249251;0.259597765546579;0.35448633442849586;0.5831337359212012;0.617309544233315;0.9381336262451812;0.03978936206179146;0.022077011693027216;0.9794537408815897;0.7464559540109786
2025-10;14553326;Ecuador;USA;1;1;X;0.44662491491827677;0.3072257448738315;0.24614934020789164;0.3678168083466844;0.43420736125783344;0.3671572391968736;0.3678687042607499;0.2649740565423765;0.2241475749818489;0.3171062075097055
2025-10;14553331;New Zealand;Poland;0;1;2;0.4187554900466073;0.2742749398108677;0.30696957014252496;0.5116630527187107;0.55892744725153;0.6042674981289959;0.1949996896722525;0.20073281219875155;0.7570950478064276;0.7085473889637588
2025-10;14561709;Brazil;Japan;2;3;2;0.45132322618450743;0.300860063808645;0.2478167100068477;0.3884734475712601;0.45095500493699714;0.07414923760852572;0.1876101066783243;0.7382406557131498;0.4982954945890108;0.37402773650655785
2025-10;14605770;England;Wales;3;0;1;0.7420359612814419;0.17692871237745447;0.08103532634110389;0.5653221868067704;0.43522839933856616;0.3380342373518803;0.3480716895568811;0.31389407309123885;0.27459044558249857;0.3674113981639779
2025-10;14605773;Australia;Canada;1;0;1;0.3685793658148684;0.28384678864220314;0.34757384554292853;0.48231650197650294;0.5398705317082548;0.6254861389667439;0.24628022893942578;0.12823363209383049;0.42762633685396084;0.404969115790803
2025-10;14784774;Colombia;Mexico;4;0;1;0.45929602220318155;0.28410754436188296;0.2565964334349355;0.45006616849681114;0.501113616763875;0.3225285610376455;0.3378164114636562;0.33965502749869825;0.30161662847124165;0.39152137939542103
2025-10;14784775;Canada;Colombia;0;0;X;0.18983510213621965;0.264052690317436;0.5461122075463445;0.46059445088572115;0.4796060310606819;0.24011368040196338;0.256889483019508;0.5029968365785288;0.5399426249424852;0.5629448761312569
2025-10;14787862;Ecuador;Mexico;1;1;X;0.3565972879899232;0.2983889132449869;0.34501379876508986;0.42729552947951643;0.4964670669944755;0.19288927218530905;0.46638641489574795;0.34072431291894295;0.08689205502660015;0.16314138782782522
2025-10;14787863;Argentina;Venezuela;1;0;1;0.7704334361604056;0.17079771571950148;0.05876884812009299;0.5056899162406898;0.34373837479432384;0.7147120982810492;0.20403733781528843;0.08125056390366237;0.4606129055585035;0.36188349639640827
2025-10;14794176;Brazil;South Korea;5;0;1;0.46525678059151415;0.2827410434726472;0.2520021759358386;0.45195141498991515;0.5011458411401336;0.08917733752027035;0.24914178057079903;0.6616808819089307;0.3423073667387461;0.29486866649930754
2025-10;14801771;Japan;Paraguay;2;2;X;0.39988795564085344;0.2980545431759652;0.3020575011831814;0.4216110438102971;0.4887923252107006;0.5904274594421034;0.3041985400831786;0.10537400047471795;0.24525006637641475;0.24870007341449651
